"Name","trainer/epoch","val/acc","val/auc","val/cls_confmat_00","val/cls_confmat_01","val/cls_confmat_10","val/cls_confmat_11","val/loss","val/dice","val/iou","val/multi","calibration_method","architecture","lr_strategy","lr_scheduler","plateau_metric","State","Created","Runtime","Sweep","T_max","alpha","batch_size","beta","binary_bce_from_two_logits","binary_single_logit","cal_auc_floor","cal_bootstraps","cal_ema_beta","cal_fallback","cal_init_threshold","cal_max_delta","cal_min_tp","cal_q_bounds","cal_rate_tolerance","cal_warmup_epochs","class_balance","class_counts","cls_decision","cls_loss","cls_threshold","console_epoch_log","console_iter_log","debug","debug_transforms","dropout_rate","early_terminate.min_iter","early_terminate.type","epochs","eta_min","factor","in_channels","input_shape","log_calibrated","lr","method","metric.goal","metric.name","multi_weight","num_classes","num_workers","parameters.T_max","parameters.alphas","parameters.architecture","parameters.batch_sizes","parameters.betas","parameters.binary_bce_from_two_logits","parameters.binary_single_logit","parameters.cal_auc_floors","parameters.cal_bootstrapss","parameters.cal_ema_betas","parameters.cal_fallbacks","parameters.cal_init_thresholds","parameters.cal_max_deltas","parameters.cal_min_tps","parameters.cal_q_bounds","parameters.cal_rate_tolerances","parameters.cal_warmup_epochss","parameters.calibration_methods","parameters.class_balance","parameters.class_counts","parameters.cls_decision","parameters.cls_loss","parameters.cls_threshold","parameters.console_epoch_log","parameters.console_iter_log","parameters.debug","parameters.debug_transforms","parameters.dropout_rate.distribution","parameters.dropout_rate.max","parameters.dropout_rate.min","parameters.epochs","parameters.eta_min","parameters.factors","parameters.in_channels","parameters.input_shape","parameters.log_calibrated","parameters.lr.distribution","parameters.lr.max","parameters.lr.min","parameters.lr_schedulers","parameters.multi_weight","parameters.num_classes","parameters.num_workers","parameters.patiences","parameters.plateau_metric","parameters.plateau_mode","parameters.positive_index","parameters.run_cap","parameters.seed","parameters.seg_threshold","parameters.task","parameters.threshold","parameters.two_pass_val","parameters.warmup_epochss","parameters.warmup_start_factors","parameters.weight_decay.distribution","parameters.weight_decay.max","parameters.weight_decay.min","patience","plateau_mode","positive_index","program","run_cap","seed","seg_threshold","task","threshold","two_pass_val","warmup_epochs","warmup_start_factor","weight_decay","parameters.patience","parameters.plateau_thresholds","plateau_threshold","head_lr_scale","head_wd_scale","param_groups","parameters.head_lr_scale","parameters.head_wd_scale","parameters.lr_strategys","parameters.param_groupss","opt/lr","train/loss","train/lr","trainer/iteration","val/cal_thr","val/cls_confmat","val/gt_pos_rate","val/pos_rate","val/prec","val/prec_0","val/prec_1","val/recall","val/recall_0","val/recall_1","val/seg_confmat","val/seg_confmat_00","val/seg_confmat_01","val/seg_confmat_10","val/seg_confmat_11","val/threshold","val/dice_0","val/dice_1","val/iou_0","val/iou_1","val/multi_0","val/multi_1","val/bal_acc","val/f1","val/debug_pos_hist","val/debug_pos_max","val/debug_pos_median","val/debug_pos_min","val/debug_pos_q10","val/debug_pos_q90","val/debug_pos_rate@0.5","val/score_mean","val/score_std","val/search_threshold","enable_decision_health","head_keys","health_iters_warmup","health_rate_gain","health_warmup","health_warmup_max_delta","init_head_bias_from_prior","init_threshold_from_prior","optimizer","parameters.enable_decision_health","parameters.head_keys","parameters.head_keyss","parameters.health_iters_warmup","parameters.health_rate_gain","parameters.health_warmup","parameters.health_warmup_max_delta","parameters.init_head_bias_from_prior","parameters.init_threshold_from_prior","parameters.lr_scheduler","parameters.multi_weights","parameters.optimizer","parameters.param_groups","parameters.rate_tol_override","parameters.seg_thresholds","parameters.thr_hysteresiss","parameters.thr_max","parameters.thr_min","parameters.thr_min_tns","parameters.thr_min_tps","parameters.thr_posrate_max","parameters.thr_posrate_min","parameters.thr_warmup_epochs","parameters.thr_warmup_epochss","rate_tol_override","thr_hysteresis","thr_max","thr_min","thr_min_tn","thr_min_tp","thr_posrate_max","thr_posrate_min","thr_warmup_epochs","lesion_channel","parameters.lesion_channel","parameters.seg_num_classes","parameters.tasks","parameters.watch_metric","seg_num_classes","tasks","watch_metric","val/max","val/mean","val/median","val/min","val/posprob_stats.max","val/posprob_stats.mean","val/posprob_stats.median","val/posprob_stats.min","val/posprob_stats/max","val/posprob_stats/mean","val/posprob_stats/median","val/posprob_stats/min","val/precision_macro","val/precision_pos","val/recall_macro","val/recall_pos","val/search_auc","val/search_confmat","val/search_confmat_00","val/search_confmat_01","val/search_confmat_10","val/search_confmat_11","val/search_pos_rate","val/seg/dice","val/seg/dice_0","val/seg/dice_1","val/seg/iou","val/seg/iou_0","val/seg/iou_1","val/seg/seg_confmat","val/seg/seg_confmat_00","val/seg/seg_confmat_01","val/seg/seg_confmat_10","val/seg/seg_confmat_11","val/dice_lesion","val/iou_lesion"
"dainty-sweep-5","40","0.6690391459074733","0.7361792286263587","227","104","82","149","1.3781741460164387","0.4875040752707907","0.4756175139620635","0.5496728636096827","youden","multitask_unet","plateau","","val/multi","finished","2025-09-12T04:14:30.000Z","23510","kmwurezn","40","2","64","1","false","true","0.52","25","0.3","rate_match","0.5","0.2","20","[0.1,0.9]","","2","inverse","","threshold","auto","0.5","true","false","true","false","0.1895908916727708","","","40","0","0.3","1","[256,256]","true","0.0007368634316761969","","","","0.75","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","max","1","","20","42","0.55","multitask","","true","2","0.1","0.00001884776603164401","","","0.0001","0.5","1.5","split","","","","","0.0007368634316761969","1.4832488298416138","0.0007368634316761969","1600","0.5","[[227,104],[82,149]]","0.4110320284697509","","","","","","","","[[0,1796074],[0,35035158]]","0","1796074","0","35035158","0.5","0","0.9750081505415814","0","0.951235027924127","","","0.665411114692688","","[0,0,0,0,0,0,0,0,0,141,420,1,0,0,0,0,0,0,0,0]","0.5504660606384277","0.5080066919326782","0.48806169629096985","0.49570024013519287","0.5283430218696594","0.7491103410720825","0.48314207792282104","0.19984392821788788","0.5","true","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.03","0.95","0.05","5","10","0.95","0.05","5","","","","","","","","","","","","","","","","","","","","","0.6617803190196605","0.5889328063241107","0.6654111246256261","0.645021645021645","0.7361792286263587","[[227,104],[82,149]]","227","104","82","149","0.4501779359430605","0.4875040752707907","0","0.9750081505415814","0.4756175139620635","0","0.951235027924127","[[0,1796074],[0,35035158]]","0","1796074","0","35035158","",""
"fresh-sweep-1","40","0.6565836298932385","0.6974405252350871","271","60","133","98","1.3175181415345931","0.4933750166886289","0.48692329922604816","0.585204495534535","youden","multitask_unet","plateau","","val/multi","finished","2025-09-12T02:50:39.000Z","18142","","40","2","32","0.5","false","true","0.55","0","0.2","rate_match","0.4","0.2","5","[0.1,0.9]","","2","inverse","","threshold","auto","0.5","true","false","true","false","0.1907799891156741","","","40","0","0.3","1","[256,256]","true","0.0007865081541906437","","","","0.55","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","max","1","","20","42","0.5","multitask","","true","0","0.1","0.000027126587712037935","","","0.0001","0.5","1.5","split","","","","","0.0007865081541906437","1.4661097526550293","0.0007865081541906437","3240","0.5599999999999999","[[271,60],[133,98]]","0.4110320284697509","","","","","","","","[[0,963262],[0,35867970]]","0","963262","0","35867970","0.5599999999999999","0","0.9867500333772578","0","0.9738465984520964","","","0.6214867830276489","","[0,0,0,0,0,0,0,0,8,327,160,66,1,0,0,0,0,0,0,0]","0.6092484593391418","0.4926367104053498","0.4418146312236786","0.4646055102348328","0.554783046245575","0.40391460061073303","0.39678290486335754","0.24376435577869415","0.5599999999999999","true","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.02","0.95","0.05","0","5","0.95","0.05","5","","","","","","","","","","","","","","","","","","","","","0.6455226218824415","0.620253164556962","0.6214867710335988","0.42424242424242425","0.6974405252350871","[[271,60],[133,98]]","271","60","133","98","0.28113879003558717","0.4933750166886289","0","0.9867500333772578","0.48692329922604816","0","0.9738465984520964","[[0,963262],[0,35867970]]","0","963262","0","35867970","",""
"zany-sweep-4","40","0.6601423487544484","0.7341912870613777","258","73","118","113","1.2582594288720026","0.4875040253521594","0.4756174189340177","0.549175840779464","f1","multitask_unet","none","","val/multi","finished","2025-09-11T21:41:17.000Z","23579","kmwurezn","40","2","64","0.5","false","true","0.55","0","0.2","keep_last","0.4","0.05","5","[0.1,0.9]","","2","inverse","","threshold","auto","0.5","true","false","true","false","0.18309600394600808","","","40","0","0.3","1","[256,256]","true","0.00025590626575733457","","","","0.75","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","max","1","","20","42","0.5","multitask","","true","3","0.1","0.00001569260484135032","","","0.0005","0.5","1.5","single","","","","","0.00025590626575733457","1.3238236904144287","0.00025590626575733457","1600","0.5","[[258,73],[118,113]]","0.4110320284697509","","","","","","","","[[0,1796074],[7,35035151]]","0","1796074","7","35035151","0.5","0","0.9750080507043188","0","0.9512348378680354","","","0.6343168616294861","","[0,0,0,0,0,0,0,0,0,0,178,372,12,0,0,0,0,0,0,0]","0.6149001717567444","0.5600457787513733","0.5293465256690979","0.53954017162323","0.5851352214813232","1","0.406642884016037","0.22640225291252136","0.5","true","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.03","0.95","0.05","5","5","0.95","0.05","5","","","","","","","","","","","","","","","","","","","","","0.6468485472431937","0.6075268817204301","0.6343168412654817","0.4891774891774891","0.7341912870613777","[[258,73],[118,113]]","258","73","118","113","0.3309608540925267","0.4875040538770928","0","0.9750081077541856","0.47561747323575815","0","0.9512349464715164","[[0,1796074],[3,35035155]]","0","1796074","3","35035155","",""
"fanciful-sweep-3","40","0.6637010676156584","0.7219889878500152","220","111","78","153","1.3930781417422824","0.4893458999254279","0.4757786581024553","0.5475066719065746","f1","multitask_unet","plateau","","val/multi","finished","2025-09-11T15:24:09.000Z","22604","kmwurezn","40","2","64","0.5","false","true","0.55","0","0.2","keep_last","0.6","0.05","5","[0.1,0.9]","","1","inverse","","threshold","auto","0.5","true","false","true","false","0.20759945187905668","","","40","0","0.3","1","[256,256]","true","0.00004897630270241943","","","","0.75","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","max","1","","20","42","0.5","multitask","","true","0","0.1","0.00001832178270531393","","","0.0001","0.5","1.5","single","","","","","0.00004897630270241943","1.617937445640564","0.00004897630270241943","1600","0.5","[[220,111],[78,153]]","0.4110320284697509","","","","","","","","[[4488,1791586],[80476,34954682]]","4488","1791586","80476","34954682","0.5","0.004771833423886173","0.9739199664269697","0.0023916229250486266","0.949165693279862","","","0.6634951233863831","","[0,0,0,0,0,0,0,0,0,368,194,0,0,0,0,0,0,0,0,0]","0.5131373405456543","0.4974690079689026","0.48565205931663513","0.4908652603626251","0.5048868060112","0.3451957404613495","0.4842488467693329","0.17815929651260376","0.5","true","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.02","0.95","0.05","5","0","0.95","0.05","5","","","","","","","","","","","","","","","","","","","","","0.6589002440512508","0.5795454545454546","0.6634951151567465","0.6623376623376623","0.7219889878500152","[[220,111],[78,153]]","220","111","78","153","0.4697508896797153","0.4895245197383708","0.005232049106306302","0.9738169903704352","0.4757964916327084","0.002622886087558328","0.9489700971778584","[[4942,1791132],[88110,34947048]]","4942","1791132","88110","34947048","",""
"fresh-sweep-1","40","0.6494661921708185","0.7164175200428977","210","121","76","155","0.6714210841390822","0.4933750166886289","0.48692329922604816","0.571439892862623","rate_match","multitask_unet","cosine","","val/multi","finished","2025-09-11T13:58:25.000Z","27150","","40","1","32","0.5","false","true","0.5","25","0.1","rate_match","0.5","0.1","10","[0.1,0.9]","","2","inverse","","threshold","auto","0.5","true","false","true","false","0.22856801734492135","","","40","0","0.3","1","[256,256]","true","0.00015952434903476325","","","","0.65","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","max","1","","20","42","0.55","multitask","","true","0","0.1","0.00002613661275963033","","","0.0001","0.5","1.5","split","","","","","0.00015952434903476325","0.6700112223625183","0.00015952434903476325","3240","0.5","[[210,121],[76,155]]","0.4110320284697509","","","","","","","","[[0,963262],[0,35867970]]","0","963262","0","35867970","0.5","0","0.9867500333772578","0","0.9738465984520964","","","0.6527183651924133","","[0,0,0,0,0,0,0,0,0,42,254,195,69,2,0,0,0,0,0,0]","0.6535762548446655","0.5458456873893738","0.48189353942871094","0.5027823448181152","0.6049197912216187","0.9252669215202332","0.46963024139404297","0.24696989357471463","0.5","true","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.01","0.95","0.05","5","10","0.95","0.05","5","","","","","","","","","","","","","","","","","","","","","0.6479299685821425","0.5615942028985508","0.6527183793044821","0.670995670995671","0.7164175200428977","[[210,121],[76,155]]","210","121","76","155","0.49110320284697506","0.4933750166886289","0","0.9867500333772578","0.48692329922604816","0","0.9738465984520964","[[0,963262],[0,35867970]]","0","963262","0","35867970","",""
"mild-sweep-2","40","0.6832740213523132","0.7365977426400386","250","81","97","134","1.249794085820516","0.4875040752707907","0.4756175139620635","0.5746868588500275","f1","multitask_unet","plateau","","val/multi","finished","2025-09-11T08:59:53.000Z","23041","kmwurezn","40","2","64","0.5","false","true","0.52","25","0.2","rate_match","0.5","0.2","20","[0.1,0.9]","","2","inverse","","threshold","auto","0.5","true","false","true","false","0.20450033400943593","","","40","0","0.5","1","[256,256]","true","0.0007117305323161174","","","","0.65","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","max","1","","20","42","0.5","multitask","","true","2","0.1","0.000014464571805740765","","","0.0001","0.5","1.5","single","","","","","0.0007117305323161174","1.3037567138671875","0.0007117305323161174","1600","0.5","[[250,81],[97,134]]","0.4110320284697509","","","","","","","","[[0,1796074],[0,35035158]]","0","1796074","0","35035158","0.5","0","0.9750081505415814","0","0.951235027924127","","","0.6676868200302124","","[0,0,0,0,0,0,0,0,0,42,407,109,4,0,0,0,0,0,0,0]","0.606400728225708","0.5273125767707825","0.4873891770839691","0.5026290416717529","0.5618719458580017","0.9252669215202332","0.43722638487815857","0.2170363962650299","0.5","true","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.03","0.95","0.05","5","5","0.95","0.05","5","","","","","","","","","","","","","","","","","","","","","0.6718584545271764","0.6232558139534884","0.6676867945750121","0.5800865800865801","0.7365977426400387","[[250,81],[97,134]]","250","81","97","134","0.3825622775800712","0.4875040752707907","0","0.9750081505415814","0.4756175139620635","0","0.951235027924127","[[0,1796074],[0,35035158]]","0","1796074","0","35035158","",""
"northern-sweep-1","40","0.6334519572953736","0.7042806136461726","193","138","68","163","1.5936909251742892","0.4880417876154274","0.4756581272595301","0.5637253767261882","youden","multitask_unet","cosine","","val/multi","finished","2025-09-11T02:40:41.000Z","22720","kmwurezn","40","2","64","1","false","true","0.5","25","0.1","keep_last","0.6","0.05","10","[0.1,0.9]","","3","inverse","","threshold","auto","0.5","true","false","true","false","0.1959332808485534","","","40","0","0.3","1","[256,256]","true","0.000055010370869211945","","","","0.65","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","max","1","","20","42","0.45","multitask","","true","2","0.1","0.00004843454603770363","","","0.0005","0.5","1.5","single","","","","","0.000055010370869211945","1.807788372039795","0.000055010370869211945","1600","0.5","[[193,138],[68,163]]","0.4110320284697509","","","","","","","","[[1276,1794798],[24042,35011116]]","1276","1794798","24042","35011116","0.5","0.0014011261716313677","0.9746824490592234","0.000701054218522336","0.950615200300538","","","0.6443545818328857","","[0,0,0,0,0,0,0,0,0,169,393,0,0,0,0,0,0,0,0,0]","0.5248810648918152","0.504183828830719","0.4905111491680145","0.495721697807312","0.5145114064216614","0.6992882490158081","0.4979677498340606","0.16487771272659302","0.5","true","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.02","0.95","0.05","5","5","0.95","0.05","5","","","","","","","","","","","","","","","","","","","","","0.6404959203676124","0.5415282392026578","0.6443546383123422","0.7056277056277056","0.7042806136461726","[[193,138],[68,163]]","193","138","68","163","0.5355871886120996","0.4882775457129691","0.0019681735404216373","0.9745869178855168","0.4757092650590852","0.0009850561509368704","0.9504334739672337","[[1800,1794274],[31233,35003925]]","1800","1794274","31233","35003925","",""
"dandy-sweep-1","40","0.6565836298932385","0.697231268228247","201","130","63","168","1.453922364446852","0.49647652891591537","0.4874958677294041","0.5466652137439982","youden","multitask_unet","none","","val/multi","finished","2025-09-11T02:34:08.000Z","32552","","40","2","64","0.5","false","true","0.52","0","0.3","rate_match","0.4","0.05","10","[0.1,0.9]","","2","inverse","","threshold","auto","0.5","true","false","true","false","0.22636364361511607","","","40","0","0.5","1","[256,256]","true","0.00004880515927532792","","","","0.75","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","max","1","","20","42","0.45","multitask","","true","3","0.1","0.00001930303226660882","","","0.0005","0.5","1.5","single","","","","","0.00004880515927532792","1.3943344354629517","0.00004880515927532792","1600","0.5","[[201,130],[63,168]]","0.4110320284697509","","","","","","","","[[4044,959218],[101621,35766349]]","4044","959218","101621","35766349","0.5","0.00756646618524932","0.9853865916465814","0.00379760029975124","0.971194135159057","","","0.6672617197036743","","[0,0,0,0,0,0,0,0,0,185,377,0,0,0,0,0,0,0,0,0]","0.523222804069519","0.5028952360153198","0.4914462566375733","0.49614912271499634","0.5129556655883789","0.6708185076713562","0.505592942237854","0.22747544944286344","0.5","true","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.01","0.95","0.05","0","0","0.95","0.05","5","","","","","","","","","","","","","","","","","","","","","0.6625610128126906","0.5637583892617449","0.6672617412798683","0.7272727272727273","0.697231268228247","[[201,130],[63,168]]","201","130","63","168","0.5302491103202847","0.4966262727872539","0.007967254195161505","0.9852852913793464","0.48749845408993553","0.0039995598525879176","0.9709973483272832","[[4289,958973],[109106,35758864]]","4289","958973","109106","35758864","",""
"skilled-sweep-3","40","0.6886120996441281","0.7467074717830006","148","183","26","205","1.3848619593514335","0.48761502388861977","0.4756531269601212","0.5523881358622149","youden","multitask_unet","plateau","","val/multi","finished","2025-09-10T15:19:45.000Z","23409","wccen2jl","40","2","64","0.5","false","true","0.5","0","0.3","rate_match","0.4","0.2","5","[0.1,0.9]","0.15","3","inverse","","threshold","auto","0.5","true","false","true","false","0.21296633843780036","","","40","0","0.3","1","[256,256]","true","0.00008884525144729115","","","","0.75","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","max","1","","20","42","0.5","multitask","","true","3","0.2","0.000033080973123482384","","","0.0005","0.5","1.5","single","","","","","0.00008884525144729115","0.8234143257141113","0.00008884525144729115","1600","0.5","[[148,183],[26,205]]","0.4110320210456848","0.690391480922699","0.5283505154639175","","","0.8874458874458875","0.4471299093655589","0.8874458874458875","[[225,1795849],[2199,35032959]]","225","1795849","2199","35032959","0.5","0.0002502087853308705","0.9749798389919088","0.00012512004573276693","0.9511811338745096","","","0.6672878984057232","0.6623586429725364","[0,0,0,0,0,0,0,0,73,241,217,31,0,0,0,0,0,0,0,0]","0.5765848159790039","0.4947427213191986","0.4070490300655365","0.4463861584663391","0.5411258935928345","0.44128113985061646","0.455201655626297","0.31735023856163025","0.23197156190872192","true","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","","","1","","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","0.95","0.05","0","10","0.95","0.05","3","","","","","","","","","","","","","","","","","","","","","0.6803282906246784","0.6138211382113821","0.6833352951177725","0.6536796536796536","","","","","","","","0.487590203355559","0.00019024636904791704","0.97499016034207","0.4756479567762973","0.00009513223380498892","0.9512007813187896","[[171,1795903],[1424,35033734]]","171","1795903","1424","35033734","",""
"balmy-sweep-2","40","0.701067615658363","0.762087861785747","198","133","44","187","0.7664719223976135","0.4878916678575079","0.475702775099241","0.5564407163395677","youden","multitask_unet","none","","val/multi","finished","2025-09-10T08:49:36.000Z","23374","wccen2jl","40","1","64","0.5","false","true","0.55","25","0.3","rate_match","0.5","0.05","5","[0.1,0.9]","0.15","3","inverse","","threshold","auto","0.5","true","false","true","false","0.21257293591156604","","","40","0","0.5","1","[256,256]","true","0.00005363558957584577","","","","0.75","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","max","1","","20","42","0.55","multitask","","true","3","0.1","0.000026820882303784643","","","0.0005","0.5","1.5","split","","","","","0.00005363558957584577","0.5864571928977966","0.00005363558957584577","1600","0.5","[[198,133],[44,187]]","0.4110320210456848","0.5693950057029724","0.584375","","","0.8095238095238095","0.5981873111782477","0.8095238095238095","[[841,1795233],[11654,35023504]]","841","1795233","11654","35023504","0.5","0.000930017046626366","0.9748533186683896","0.0004652248568368693","0.9509403253416452","","","0.7038555603510286","0.6787658802177858","[0,0,0,0,0,0,0,0,164,365,33,0,0,0,0,0,0,0,0,0]","0.5226174592971802","0.4653656780719757","0.4137089848518371","0.4363809525966644","0.4960358142852783","0.058718860149383545","0.4578517377376557","0.3120926320552826","0.3789954483509064","true","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","","","1","","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","0.95","0.05","5","5","0.95","0.05","2","","","","","","","","","","","","","","","","","","","","","0.6966393494695382","0.6188679245283019","0.7024103791475393","0.70995670995671","","","","","","","","0.4879721446672741","0.0011029367071260985","0.974841352627422","0.4757346629320703","0.0005517726387116607","0.9509175532254288","[[998,1795076],[12642,35022516]]","998","1795076","12642","35022516","",""
"dazzling-sweep-1","40","0.6903914590747331","0.7520304468944952","182","149","32","199","1.284572998682658","0.4875040396146265","0.47561744608488793","0.5536356414345937","f1","multitask_unet","plateau","","val/multi","finished","2025-09-10T02:24:34.000Z","23083","wccen2jl","40","2","64","0.5","false","true","0.5","25","0.2","keep_last","0.4","0.1","20","[0.1,0.9]","0.15","3","inverse","","threshold","auto","0.5","true","false","true","false","0.20689656953457083","","","40","0","0.3","1","[256,256]","true","0.0003712304982480916","","","","0.75","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","max","1","","20","42","0.55","multitask","","true","0","0.1","0.0000190998927524742","","","0.0001","0.5","1.5","single","","","","","0.0003712304982480916","1.0838708877563477","0.0003712304982480916","1600","0.5","[[182,149],[32,199]]","0.4110320210456848","0.6192170977592468","0.5718390804597702","","","0.8614718614718615","0.5498489425981873","0.8614718614718615","[[0,1796074],[5,35035153]]","0","1796074","5","35035153","0.5","0","0.975008079229253","0","0.951234892169776","","","0.7056604020350243","0.687392055267703","[0,0,0,0,0,0,0,0,1,125,164,137,117,18,0,0,0,0,0,0]","0.6770892143249512","0.5466330051422119","0.4382466971874237","0.4825921654701233","0.6282796263694763","0.7758007049560547","0.4954933822154999","0.2669987380504608","0.4101117253303528","true","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","","","1","","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","0.95","0.05","5","0","0.95","0.05","2","","","","","","","","","","","","","","","","","","","","","0.6960930055269678","0.5959595959595959","0.7018480009416566","0.7662337662337663","","","","","","","","0.4875062082274168","0.000004454107382961369","0.9750079623474508","0.4756184483626904","0.000002227058651259875","0.9512346696667296","[[4,1796070],[17,35035141]]","4","1796070","17","35035141","",""
"upbeat-sweep-1","40","0.7117437722419929","0.7449811014765697","202","129","57","174","1.3253270520104303","0.4938019986209798","0.4868953567131885","0.6068325949059952","f1","multitask_unet","cosine","","val/multi","finished","2025-09-10T02:02:41.000Z","30800","","40","2","64","0.5","false","true","0.52","0","0.2","keep_last","0.5","0.05","10","[0.1,0.9]","0.1","3","inverse","","threshold","auto","0.5","true","false","true","false","0.20867511793985571","","","40","0","0.5","1","[256,256]","true","0.00004961905736099503","","","","0.55","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","max","1","","20","42","0.5","multitask","","true","0","0.1","0.000011064761884924164","","","0.0005","0.5","1.5","single","","","","","0.00004961905736099503","1.0298947095870972","0.00004961905736099503","1600","0.5","[[202,129],[57,174]]","0.4110320210456848","0.5391458868980408","0.5742574257425742","","","0.7532467532467533","0.6102719033232629","0.7532467532467533","[[587,962675],[24517,35843453]]","587","962675","24517","35843453","0.5","0.0011878190872611969","0.9864161781546984","0.0005942624817899551","0.9731964509445872","","","0.6817593282850081","0.6516853932584269","[0,0,0,0,0,0,0,7,337,218,0,0,0,0,0,0,0,0,0,0]","0.4929541051387787","0.4408765435218811","0.3856559991836548","0.41423431038856506","0.4749251306056976","0","0.38612252473831177","0.2646965980529785","0.30298396944999695","true","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","","","1","","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","0.95","0.05","0","10","0.95","0.05","3","","","","","","","","","","","","","","","","","","","","","0.705739867641334","0.6885245901639344","0.6866245536940401","0.5454545454545454","","","","","","","","0.4938778209120543","0.001419988857311233","0.9863356529667974","0.4868750998483206","0.0007104988789012024","0.9730397008177402","[[706,962556],[30406,35837564]]","706","962556","30406","35837564","",""
