no,Name,trainer/epoch,val/acc,val/auc,val/cls_confmat_00,val/cls_confmat_01,val/cls_confmat_10,val/cls_confmat_11,val/dice,val/iou,val/multi,val/loss,architecture,lr_scheduler,calibration_method,State,Created,Runtime,Sweep,T_max,batch_size,alpha,beta,cal_auc_floor,cal_bootstraps,cal_ema_beta,cal_fallback,cal_init_threshold,cal_max_delta,cal_min_tp,cal_q_bounds,cal_rate_tolerance,cal_warmup_epochs,class_balance,cls_decision,cls_loss,cls_threshold,console_epoch_log,console_iter_log,debug,debug_transforms,dropout_rate,epochs,eta_min,factor,in_channels,input_shape,log_calibrated,lr,mlp_dim,multi_weight,num_classes,num_heads,num_layers,num_workers,optimizer,param_groups,patience,plateau_metric,plateau_mode,positive_index,run_cap,seed,task,threshold,two_pass_val,warmup_epochs,warmup_start_factor,weight_decay,plateau_threshold,head_keys,head_lr_scale,head_wd_scale,opt/lr,train/loss,train/lr,trainer/iteration,val/cal_thr,val/cls_confmat,val/gt_pos_rate,val/pos_rate,val/prec,val/recall,val/recall_0,val/recall_1,val/threshold,val/bal_acc,val/debug_pos_hist,val/debug_pos_max,val/debug_pos_median,val/debug_pos_min,val/debug_pos_q10,val/debug_pos_q90,val/debug_pos_rate@0.5,val/f1,val/search_threshold,val/score_mean,val/score_std,enable_decision_health,head_logits,health_iters_warmup,health_rate_gain,health_warmup,health_warmup_max_delta,init_head_bias_from_prior,init_threshold_from_prior,rate_tol_override,thr_hysteresis,thr_max,thr_min,thr_min_tn,thr_min_tp,thr_posrate_max,thr_posrate_min,thr_warmup_epochs,val/precision_macro,val/precision_pos,val/recall_macro,val/recall_pos,val/search_auc,val/search_confmat_00,val/search_confmat_01,val/search_confmat_10,val/search_confmat_11,val/search_pos_rate,seg_threshold,val/seg_confmat_00,val/seg_confmat_01,val/seg_confmat_10,val/seg_confmat_11,val/dice_0,val/dice_1,val/iou_0,val/iou_1,val/multi_0,val/multi_1
96,neat-sweep-5,40,0.5577264653641210,0.5783414939056150,188,143,106,126,,,,0.6879047685199310,simple_cnn,warmcos,bal_acc,finished,2025-09-14T05:33:07.000Z,16294,0ct6oqib,,64,,,0.55,,0.3,,,0.2,,,,1.0,inverse,threshold,bce,,,,,,0.2027830711689840,40,,,1,"[256,256]",,0.0002598636126111,,,2,,,8,adamw,split,,,,1.0,,,classification,,TRUE,2,0.2,1.87633295962E-05,,,0.5,1.5,0.0,0.6896359920501710,4.43782993092691E-07,1640,0.4875077999591830,"[[188,143],[106,126]]",0.4120781527531080,,,,,,0.4875077999591830,0.555539608001709,,,,,,,,,0.4875077999591830,0.4986633062362670,0.0692535191774368,,1.0,,,,,TRUE,,,0.02,0.95,0.05,5.0,5.0,0.95,0.05,5.0,0.5539286346508860,0.4684014869888480,0.5555396395457860,0.5431034482758620,0.5783414939056150,188.0,143.0,106.0,126.0,0.477797513321492,,,,,,,,,,,
97,zany-sweep-4,40,0.5115452930728240,0.5455385977706010,131,200,75,157,,,,0.6916001902686230,simple_cnn,warmcos,bal_acc,finished,2025-09-14T03:03:41.000Z,8947,0ct6oqib,,32,,,0.5,,0.1,,,0.2,,,,2.0,inverse,threshold,bce,,,,,,0.2395832867228610,40,,,1,"[256,256]",,5.38627075034E-05,,,2,,,8,adamw,split,,,,1.0,,,classification,,TRUE,2,0.2,5.3937111689E-06,,,0.5,1.5,0.0,0.6793921589851380,9.19842270788108E-08,3280,0.4837225807666780,"[[131,200],[75,157]]",0.4120781527531080,,,,,,0.4837225807666780,0.5362472534179690,,,,,,,,,0.4837225807666780,0.4984728097915650,0.0265802089124918,,1.0,,,,,TRUE,,,0.02,0.95,0.05,5.0,10.0,0.95,0.05,5.0,0.5378491202306170,0.4397759103641460,0.5362472653401400,0.6767241379310350,0.5455385977706010,131.0,200.0,75.0,157.0,0.6341030195381880,,,,,,,,,,,
98,sparkling-sweep-3,40,0.5328596802841920,0.5445749557245550,190,141,122,110,,,,0.6915012862947250,simple_cnn,warmcos,f1,finished,2025-09-14T00:28:06.000Z,9315,0ct6oqib,,64,,,0.55,,0.1,,,0.1,,,,2.0,inverse,threshold,bce,,,,,,0.1889874504570760,40,,,1,"[256,256]",,8.046533162E-05,,,2,,,8,adamw,split,,,,1.0,,,classification,,TRUE,3,0.1,2.40902449181E-05,,,0.5,1.5,0.0,0.6891750693321230,1.44938639545344E-07,1640,0.5,"[[190,141],[122,110]]",0.4120781527531080,,,,,,0.5,0.5240780115127560,,,,,,,,,0.5,0.4984722137451170,0.0286432653665542,,1.0,,,,,TRUE,,,0.02,0.95,0.05,0.0,10.0,0.95,0.05,5.0,0.523610685463275,0.4382470119521910,0.5240780289613500,0.4741379310344830,0.5445749557245550,190.0,141.0,122.0,110.0,0.4458259325044400,,,,,,,,,,,
99,happy-sweep-2,40,0.5879218472468920,0.5900875091155330,196,135,97,135,,,,0.6848121318552230,simple_cnn,warmcos,bal_acc,finished,2025-09-13T22:05:27.000Z,8538,0ct6oqib,,32,,,0.5,,0.3,,,0.2,,,,1.0,inverse,threshold,bce,,,,,,0.183012200252283,40,,,1,"[256,256]",,0.000284334270584,,,2,,,8,adamw,single,,,,1.0,,,classification,,TRUE,2,0.2,2.07873060464E-05,,,0.5,1.5,0.0,0.6643269658088680,4.85572844811665E-07,3280,0.4846377087593080,"[[196,135],[97,135]]",0.4120781527531080,,,,,,0.4846377087593080,0.587020754814148,,,,,,,,,0.4846377087593080,0.4952560663223270,0.0783682614564895,,1.0,,,,,TRUE,,,0.02,0.95,0.05,5.0,10.0,0.95,0.05,5.0,0.5844709897610920,0.5,0.587020783414939,0.5818965517241380,0.5900875091155330,196.0,135.0,97.0,135.0,0.4795737122557730,,,,,,,,,,,
100,dainty-sweep-1,40,0.5381882770870340,0.5641473070111470,179,152,108,124,,,,0.6898237235016290,simple_cnn,warmcos,bal_acc,finished,2025-09-13T19:42:53.000Z,8541,0ct6oqib,,32,,,0.5,,0.3,,,0.2,,,,1.0,inverse,threshold,bce,,,,,,0.205333018605067,40,,,1,"[256,256]",,0.0001011260581647,,,2,,,8,adamw,single,,,,1.0,,,classification,,TRUE,3,0.2,5.2008929002E-06,,,0.5,1.5,0.0,0.667054295539856,1.82153891593829E-07,3280,0.4846910823345180,"[[179,152],[108,124]]",0.4120781527531080,,,,,,0.4846910823345180,0.5376341342926030,,,,,,,,,0.4846910823345180,0.4976667761802670,0.0545918866991996,,1.0,,,,,TRUE,,,0.02,0.95,0.05,0.0,5.0,0.95,0.05,5.0,0.5364843710548910,0.4492753623188410,0.5376341285550580,0.5344827586206900,0.5641473070111470,179.0,152.0,108.0,124.0,0.4902309058614560,,,,,,,,,,,
101,breezy-sweep-1,40,0.5896980461811720,0.6129023856651730,183,148,83,149,,,,0.677793992890252,simple_cnn,warmcos,bal_acc,finished,2025-09-13T18:14:33.000Z,4562,,,32,,,0.55,,0.3,,,0.2,,,,1.0,inverse,threshold,bce,,,,,,0.1928669395371280,40,,,1,"[256,256]",,0.0002904034712036,,,2,,,8,adamw,single,,,,1.0,,,classification,,TRUE,2,0.2,3.59431311211E-05,,,0.5,1.5,0.0,0.7131145596504210,4.95937543391676E-07,3280,0.4828121961116790,"[[183,148],[83,149]]",0.4120781527531080,,,,,,0.4828121961116790,0.5975557565689090,,,,,,,,,0.4828121961116790,0.5005433559417730,0.0701875537633895,,1.0,,,,,TRUE,,,0.02,0.95,0.05,5.0,5.0,0.95,0.05,5.0,0.5948267132477660,0.5016835016835020,0.597555734972393,0.6422413793103450,0.6129023856651730,183.0,148.0,83.0,149.0,0.5275310834813500,,,,,,,,,,,
102,breezy-sweep-9,40,0.5523978685612790,0.5903219085321390,147,184,68,164,,,,0.6878491871886780,simple_cnn,warmcos,bal_acc,finished,2025-09-13T15:55:51.000Z,4357,,,32,,,0.5,,0.2,,,0.05,,,,1.0,inverse,threshold,bce,,,,,,0.2237053031361630,40,,,1,"[256,256]",,6.74439634217E-05,,,2,,,8,adamw,split,,,,1.0,,,classification,,TRUE,3,0.1,2.51064675531E-05,,,0.5,1.5,0.0,0.6997225880622860,1.21483825482189E-07,3280,0.4830668402671810,"[[147,184],[68,164]]",0.4120781527531080,,,,,,0.4830668402671810,0.5755026340484620,,,,,,,,,0.4830668402671810,0.5015245676040650,0.0303041562438011,,1.0,,,,,TRUE,,,0.03,0.95,0.05,5.0,10.0,0.95,0.05,5.0,0.5774926490243250,0.4712643678160920,0.5755026565267220,0.7068965517241380,0.5903219085321390,147.0,184.0,68.0,164.0,0.6181172291296630,,,,,,,,,,,
103,crimson-sweep-8,40,0.6021314387211370,0.5997369517658090,189,142,82,150,,,,0.6842914819717410,simple_cnn,warmcos,bal_acc,finished,2025-09-13T14:44:36.000Z,4267,,,64,,,0.55,,0.1,,,0.2,,,,1.0,inverse,threshold,bce,,,,,,0.1805574874333630,40,,,1,"[256,256]",,0.0001752110859908,,,2,,,8,adamw,split,,,,1.0,,,classification,,TRUE,3,0.2,5.1987962834E-06,,,0.5,1.5,0.0,0.7144132852554320,3.15599972379278E-07,1640,0.4848802090644840,"[[189,142],[82,150]]",0.4120781527531080,,,,,,0.4848802090644840,0.6087743639945980,,,,,,,,,0.4848802090644840,0.5015829205513,0.0474692061543464,,1.0,,,,,TRUE,,,0.02,0.95,0.05,5.0,5.0,0.95,0.05,5.0,0.6055578021533640,0.5136986301369860,0.6087743514949470,0.646551724137931,0.5997369517658090,189.0,142.0,82.0,150.0,0.5186500888099470,,,,,,,,,,,
104,toasty-sweep-4,40,0.5381882770870340,0.5645640170851130,183,148,112,120,,,,0.6898003816604610,simple_cnn,warmcos,f1,finished,2025-09-13T14:30:38.000Z,9737,or9b6d6n,,64,,,0.55,,0.3,,,0.05,,,,1.0,inverse,threshold,bce,,,,,,0.2202119531433980,40,,,1,"[256,256]",,0.0001643894078624,,,2,,,8,adamw,split,,,,1.0,,,classification,,TRUE,2,0.1,5.0835453142E-06,,,0.5,1.5,0.0,0.6894252300262450,2.80736586091795E-07,1640,0.4851048661232000,"[[183,148],[112,120]]",0.4120781527531080,,,,,,0.4851048661232000,0.5350557565689090,,,,,,,,,0.4851048661232000,0.497681975364685,0.0578198805451393,,1.0,,,,,TRUE,,,0.01,0.95,0.05,0.0,10.0,0.95,0.05,5.0,0.5340500885403490,0.4477611940298510,0.535055734972393,0.5172413793103450,0.5645640170851130,183.0,148.0,112.0,120.0,0.4760213143872110,,,,,,,,,,,
105,smart-sweep-7,40,0.5914742451154530,0.6073288884258780,182,149,81,151,,,,0.681394636631012,simple_cnn,warmcos,f1,finished,2025-09-13T13:31:09.000Z,4398,,,64,,,0.55,,0.3,,,0.05,,,,2.0,inverse,threshold,bce,,,,,,0.1815919887955000,40,,,1,"[256,256]",,0.000243132376705,,,2,,,8,adamw,single,,,,1.0,,,classification,,TRUE,2,0.1,2.3227215508E-05,,,0.5,1.5,0.0,0.7265372276306150,4.15210166470519E-07,1640,0.4866772485733030,"[[182,149],[81,151]]",0.4120781527531080,,,,,,0.4866772485733030,0.6003555059432980,,,,,,,,,0.4866772485733030,0.5018230080604550,0.0581532455980777,,1.0,,,,,TRUE,,,0.03,0.95,0.05,5.0,10.0,0.95,0.05,5.0,0.5976742712294040,0.5033333333333330,0.6003555057818520,0.6508620689655170,0.6073288884258780,182.0,149.0,81.0,151.0,0.5328596802841920,,,,,,,,,,,
106,skilled-sweep-6,40,0.5968028419182950,0.611196478799875,187,144,83,149,,,,0.678303493393792,simple_cnn,warmcos,bal_acc,finished,2025-09-13T12:18:42.000Z,4340,,,32,,,0.5,,0.2,,,0.05,,,,1.0,inverse,threshold,bce,,,,,,0.1984616323493190,40,,,1,"[256,256]",,0.0002961669284661,,,2,,,8,adamw,split,,,,1.0,,,classification,,TRUE,3,0.1,2.22897434072E-05,,,0.5,1.5,0.0,0.7126849889755250,5.33472376561984E-07,3280,0.483265465593338,"[[187,144],[83,149]]",0.4120781527531080,,,,,,0.483265465593338,0.6035979986190800,,,,,,,,,0.483265465593338,0.5002825260162350,0.0674553215503692,,1.0,,,,,TRUE,,,0.03,0.95,0.05,0.0,10.0,0.95,0.05,5.0,0.6005625079003920,0.5085324232081910,0.6035980310449010,0.6422413793103450,0.611196478799875,187.0,144.0,83.0,149.0,0.5204262877442270,,,,,,,,,,,
107,sandy-sweep-3,40,0.5452930728241560,0.5690306281904370,189,142,114,118,,,,0.6894934376080830,simple_cnn,warmcos,f1,finished,2025-09-13T11:45:24.000Z,9896,or9b6d6n,,64,,,0.5,,0.3,,,0.1,,,,1.0,inverse,threshold,bce,,,,,,0.2353773468016140,40,,,1,"[256,256]",,0.0002168293928732,,,2,,,8,adamw,single,,,,1.0,,,classification,,TRUE,2,0.1,6.2466443181E-06,,,0.5,1.5,0.0,0.6885250806808470,3.70291153859131E-07,1640,0.4864918757438660,"[[189,142],[114,118]]",0.4120781527531080,,,,,,0.4864918757438660,0.5398088693618770,,,,,,,,,0.4864918757438660,0.4977405071258550,0.0665698125958442,,1.0,,,,,TRUE,,,0.01,0.95,0.05,0.0,5.0,0.95,0.05,5.0,0.5388042650418890,0.4538461538461540,0.5398088342535680,0.5086206896551720,0.5690306281904370,189.0,142.0,114.0,118.0,0.4618117229129660,,,,,,,,,,,
108,super-sweep-5,40,0.6003552397868560,0.5982524221273050,182,149,76,156,,,,0.6847647693422110,simple_cnn,warmcos,f1,finished,2025-09-13T11:04:42.000Z,4431,,,32,,,0.5,,0.2,,,0.1,,,,2.0,inverse,threshold,bce,,,,,,0.2233687949152140,40,,,1,"[256,256]",,0.0001058613209181,,,2,,,8,adamw,split,,,,1.0,,,classification,,TRUE,3,0.2,1.79492524429E-05,,,0.5,1.5,0.0,0.703771710395813,1.90683310755478E-07,3280,0.4836275447368620,"[[182,149],[76,156]]",0.4120781527531080,,,,,,0.4836275447368620,0.6111313104629520,,,,,,,,,0.4836275447368620,0.501221776008606,0.0445508137345314,,1.0,,,,,TRUE,,,0.03,0.95,0.05,5.0,5.0,0.95,0.05,5.0,0.6084508832126060,0.5114754098360660,0.6111313678508180,0.6724137931034480,0.5982524221273050,182.0,149.0,76.0,156.0,0.5417406749555950,,,,,,,,,,,
109,laced-sweep-4,40,0.5879218472468920,0.6048807167413270,176,155,77,155,,,,0.6825235320462120,simple_cnn,warmcos,f1,finished,2025-09-13T09:53:51.000Z,4246,,,32,,,0.5,,0.1,,,0.1,,,,2.0,inverse,threshold,bce,,,,,,0.2289882924931480,40,,,1,"[256,256]",,0.0001580564512504,,,2,,,8,adamw,split,,,,1.0,,,classification,,TRUE,2,0.1,2.0482539753E-05,,,0.5,1.5,0.0,0.7078155279159550,2.69921457293468E-07,3280,0.4838417709827420,"[[176,155],[77,155]]",0.4120781527531080,,,,,,0.4838417709827420,0.5999127626419070,,,,,,,,,0.4838417709827420,0.501239538192749,0.0518862083554267,,1.0,,,,,TRUE,,,0.03,0.95,0.05,5.0,5.0,0.95,0.05,5.0,0.5978260869565220,0.5,0.5999127513282630,0.6681034482758620,0.6048807167413270,176.0,155.0,77.0,155.0,0.5506216696269980,,,,,,,,,,,
110,eager-sweep-2,40,0.5417406749555950,0.5640821960620900,187,144,114,118,,,,0.6900046269098920,simple_cnn,warmcos,f1,finished,2025-09-13T09:00:55.000Z,9853,or9b6d6n,,64,,,0.55,,0.1,,,0.1,,,,1.0,inverse,threshold,bce,,,,,,0.2169271941173890,40,,,1,"[256,256]",,0.000173629986891,,,2,,,8,adamw,single,,,,1.0,,,classification,,TRUE,2,0.2,1.92952199567E-05,,,0.5,1.5,0.0,0.6880002021789550,2.96517217239172E-07,1640,0.4855149782657620,"[[187,144],[114,118]]",0.4120781527531080,,,,,,0.4855149782657620,0.5367876887321470,,,,,,,,,0.4855149782657620,0.4975126385688780,0.0615619719028472,,1.0,,,,,TRUE,,,0.01,0.95,0.05,0.0,5.0,0.95,0.05,5.0,0.5358220689305370,0.4503816793893130,0.5367876862173140,0.5086206896551720,0.5640821960620900,187.0,144.0,114.0,118.0,0.4653641207815280,,,,,,,,,,,
111,ethereal-sweep-3,40,0.5843694493783300,0.5980961558495680,171,160,74,158,,,,0.6854081253210700,simple_cnn,warmcos,bal_acc,finished,2025-09-13T08:39:44.000Z,4372,,,32,,,0.5,,0.1,,,0.05,,,,2.0,inverse,threshold,bce,,,,,,0.2004542086995480,40,,,1,"[256,256]",,0.0001012666818698,,,2,,,8,adamw,split,,,,1.0,,,classification,,TRUE,2,0.2,6.344884431E-06,,,0.5,1.5,0.0,0.7033282518386840,1.72938530058854E-07,3280,0.4837094582080840,"[[171,160],[74,158]]",0.4120781527531080,,,,,,0.4837094582080840,0.5988253951072690,,,,,,,,,0.4837094582080840,0.5017317533493040,0.042120236903429,,1.0,,,,,TRUE,,,0.01,0.95,0.05,0.0,10.0,0.95,0.05,5.0,0.5974072647927100,0.4968553459119500,0.5988253984790080,0.6810344827586210,0.5980961558495680,171.0,160.0,74.0,158.0,0.5648312611012430,,,,,,,,,,,
112,gallant-sweep-2,40,0.4298401420959150,0.5909079070736540,32,299,22,210,,,,0.6909050544102990,simple_cnn,warmcos,f1,finished,2025-09-13T07:26:25.000Z,4393,,,64,,,0.5,,0.3,,,0.05,,,,1.0,inverse,threshold,bce,,,,,,0.200579879654409,40,,,1,"[256,256]",,6.8380949836E-05,,,2,,,8,adamw,split,,,,1.0,,,classification,,TRUE,3,0.2,6.8694312931E-06,,,0.5,1.5,0.0,0.6992292404174810,1.23171577628628E-07,1640,0.4828646243572240,"[[32,299],[22,210]]",0.4120781527531080,,,,,,0.4828646243572240,0.5009245872497560,,,,,,,,,0.4828646243572240,0.5015223026275640,0.0157131403684616,,1.0,,,,,TRUE,,,0.01,0.95,0.05,5.0,5.0,0.95,0.05,5.0,0.5025831332314630,0.412573673870334,0.5009245754766120,0.9051724137931030,0.5909079070736540,32.0,299.0,22.0,210.0,0.9040852575488460,,,,,,,,,,,
113,brisk-sweep-1,40,0.5950266429840140,0.6000755287009060,177,154,74,158,,,,0.6847346358829070,simple_cnn,warmcos,f1,finished,2025-09-13T06:26:31.000Z,3587,,,32,,,0.55,,0.3,,,0.2,,,,1.0,inverse,threshold,bce,,,,,,0.2035747384905870,40,,,1,"[256,256]",,0.0001074456927081,,,2,,,8,adamw,single,,,,1.0,,,classification,,TRUE,2,0.1,2.04867043489E-05,,,0.5,1.5,0.0,0.7029228210449220,1.83490757424018E-07,3280,0.4840450657367710,"[[177,154],[74,158]]",0.4120781527531080,,,,,,0.4840450657367710,0.6078888177871700,,,,,,,,,0.4840450657367710,0.5022820234298710,0.0446624532341957,,1.0,,,,,TRUE,,,0.03,0.95,0.05,0.0,5.0,0.95,0.05,5.0,0.6057947696393910,0.5064102564102560,0.6078888425877700,0.6810344827586210,0.6000755287009060,177.0,154.0,74.0,158.0,0.5541740674955600,,,,,,,,,,,
114,earthy-sweep-1,40,0.4689165186500890,0.5413584748411290,94,237,62,170,,,,0.6924799746937220,simple_cnn,warmcos,bal_acc,finished,2025-09-13T06:21:44.000Z,9529,or9b6d6n,,64,,,0.5,,0.2,,,0.05,,,,2.0,inverse,threshold,bce,,,,,,0.1908972813030830,40,,,1,"[256,256]",,5.68279964846E-05,,,2,,,8,adamw,split,,,,1.0,,,classification,,TRUE,2,0.1,5.9363012669E-06,,,0.5,1.5,0.0,0.690224289894104,9.7048209705084E-08,1640,0.4824374235630040,"[[94,237],[62,170]]",0.4120781527531080,,,,,,0.4824374235630040,0.5083732604980470,,,,,,,,,0.4824374235630040,0.4994704723358150,0.0196987241506576,,1.0,,,,,TRUE,,,0.01,0.95,0.05,0.0,10.0,0.95,0.05,5.0,0.5101272601272600,0.4176904176904180,0.508373268048755,0.7327586206896550,0.5413584748411290,94.0,237.0,62.0,170.0,0.7229129662522200,,,,,,,,,,,
115,rosy-sweep-30,40,0.5843694493783300,0.6036305865194290,183,148,86,146,,,,0.6837510334120860,simple_cnn,warmcos,bal_acc,finished,2025-09-13T04:32:20.000Z,4329,,40.0,64,,,0.55,,,,,0.1,,,,2.0,inverse,threshold,bce,0.5,TRUE,FALSE,FALSE,,0.2252732089496510,40,0.0,0.3,1,"[256,256]",,0.0001271834881017,,,2,,,8,adamw,split,5.0,val/loss,min,1.0,20.0,42.0,classification,,TRUE,3,0.2,1.35579249013E-05,0.0005,"[""head"",""classifier"",""mlp_head"",""fc"",""cls""]",0.5,1.5,0.0001271834881017,0.7201297879219060,0.0001271834881017,1640,0.4871367109775540,"[[183,148],[86,146]]",0.4120781527531080,,,,,,0.4871367109775540,0.591090202331543,,,,,,,,,0.4871367109775540,0.503530740737915,0.0523380860686302,,1.0,,,,,TRUE,FALSE,,0.03,0.95,0.05,5.0,5.0,0.95,0.05,5.0,0.5884480186126500,0.4965986394557820,0.5910902177310140,0.6293103448275860,0.6036305865194290,183.0,148.0,86.0,146.0,0.522202486678508,,,,,,,,,,,
116,sweepy-sweep-3,40,0.5399644760213140,0.5625455776643400,172,159,100,132,,,,0.6908020940091880,simple_cnn,warmcos,bal_acc,finished,2025-09-13T02:31:38.000Z,8682,ldgijk1f,40.0,32,,,0.55,,,,,0.1,,,,2.0,inverse,threshold,bce,0.5,TRUE,FALSE,FALSE,,0.2197035497500020,40,0.0,0.5,1,"[256,256]",,4.85166544459E-05,,,2,,,8,adamw,single,5.0,val/loss,min,1.0,20.0,42.0,classification,,TRUE,0,0.2,2.32064113878E-05,0.0001,classifier,0.5,1.5,4.85166544459E-05,0.6744920611381530,4.85166544459E-05,3280,0.485535277223587,"[[172,159],[100,132]]",0.4120781527531080,,,,,,0.485535277223587,0.5443015098571780,,,,,,,,,0.485535277223587,0.5009486079216000,0.0460596568882465,,1.0,,,,,TRUE,FALSE,,0.01,0.95,0.05,0.0,10.0,0.95,0.05,5.0,0.5429805942995760,0.4536082474226800,0.5443014897385140,0.5689655172413790,0.5625455776643400,172.0,159.0,100.0,132.0,0.5168738898756660,,,,,,,,,,,
117,vital-sweep-2,40,0.5381882770870340,0.5636003750390670,172,159,101,131,,,,0.6908873617649080,simple_cnn,warmcos,f1,finished,2025-09-13T00:01:03.000Z,9017,ldgijk1f,40.0,32,,,0.55,,,,,0.05,,,,2.0,inverse,threshold,bce,0.5,TRUE,FALSE,FALSE,,0.209348774522867,40,0.0,0.5,1,"[256,256]",,4.71288378205E-05,,,2,,,8,adamw,split,5.0,val/loss,min,1.0,20.0,42.0,classification,,TRUE,2,0.1,2.37353758607E-05,0.0005,classifier,0.5,1.5,4.71288378205E-05,0.6732175350189210,4.71288378205E-05,3280,0.4856683970451360,"[[172,159],[101,131]]",0.4120781527531080,,,,,,0.4856683970451360,0.5421463251113890,,,,,,,,,0.4856683970451360,0.5013857483863830,0.0460876747965812,,1.0,,,,,TRUE,FALSE,,0.01,0.95,0.05,0.0,5.0,0.95,0.05,5.0,0.5408803839838320,0.4517241379310350,0.5421463173247210,0.5646551724137930,0.5636003750390670,172.0,159.0,101.0,131.0,0.5150976909413860,,,,,,,,,,,
118,smart-sweep-1,40,0.5364120781527530,0.5579422335659960,152,179,82,150,,,,0.6937397321065270,simple_cnn,warmcos,bal_acc,finished,2025-09-12T21:20:41.000Z,9600,ldgijk1f,40.0,64,,,0.55,,,,,0.05,,,,2.0,inverse,threshold,bce,0.5,TRUE,FALSE,FALSE,,0.2321271742562420,40,0.0,0.3,1,"[256,256]",,6.42549876167E-05,,,2,,,8,adamw,split,5.0,val/loss,min,1.0,20.0,42.0,classification,,TRUE,0,0.2,1.44410947519E-05,0.0001,cls,0.5,1.5,6.42549876167E-05,0.6857657432556150,6.42549876167E-05,1640,0.4843314720153810,"[[152,179],[82,150]]",0.4120781527531080,,,,,,0.4843314720153810,0.5528831481933590,,,,,,,,,0.4843314720153810,0.5079174041748050,0.04549091309309,,1.0,,,,,TRUE,FALSE,,0.03,0.95,0.05,0.0,10.0,0.95,0.05,5.0,0.5527498506221910,0.4559270516717330,0.5528831128242530,0.646551724137931,0.5579422335659960,152.0,179.0,82.0,150.0,0.5843694493783300,,,,,,,,,,,
119,sparkling-sweep-24,40,0.5968028419182950,0.6098812376289200,200,131,96,136,,,,0.6755415399869280,simple_cnn,none,bal_acc,finished,2025-09-12T20:01:24.000Z,3757,,40.0,64,,,0.5,,,,,0.1,,,,1.0,inverse,threshold,bce,0.5,TRUE,FALSE,FALSE,,0.2338351600454050,40,0.0,0.5,1,"[256,256]",,0.0001928211483069,,,2,,,8,adamw,split,5.0,val/loss,min,1.0,20.0,42.0,classification,,TRUE,0,0.2,5.3070443031E-06,0.0001,"[""head"",""classifier"",""mlp_head"",""fc"",""cls""]",0.5,1.5,0.0001928211483069,0.7410546541213990,0.0001928211483069,1640,0.4845034266471860,"[[200,131],[96,136]]",0.4120781527531080,,,,,,0.4845034266471860,0.595218300819397,,,,,,,,,0.4845034266471860,0.4933336079120640,0.0690291374921798,,1.0,,,,,TRUE,FALSE,,0.02,0.95,0.05,5.0,10.0,0.95,0.05,5.0,0.5925194857779130,0.5093632958801500,0.5952182519012400,0.5862068965517240,0.6098812376289200,200.0,131.0,96.0,136.0,0.4742451154529310,,,,,,,,,,,
120,fast-sweep-23,40,0.6021314387211370,0.6324617147619550,209,122,102,130,,,,0.6655341916614110,simple_cnn,none,f1,finished,2025-09-12T19:05:45.000Z,3334,,40.0,32,,,0.5,,,,,0.2,,,,1.0,inverse,threshold,bce,0.5,TRUE,FALSE,FALSE,,0.2348887161438380,40,0.0,0.3,1,"[256,256]",,0.0002067065236605,,,2,,,8,adamw,split,5.0,val/loss,min,1.0,20.0,42.0,classification,,TRUE,2,0.1,1.97628004389E-05,0.0001,"[""head"",""classifier"",""mlp_head"",""fc"",""cls""]",0.5,1.5,0.0002067065236605,0.7274951934814450,0.0002067065236605,3280,0.4720663000106810,"[[209,122],[102,130]]",0.4120781527531080,,,,,,0.4720663000106810,0.5958824157714840,,,,,,,,,0.4720663000106810,0.4752353429794310,0.0712604150176048,,1.0,,,,,TRUE,FALSE,,0.02,0.95,0.05,5.0,10.0,0.95,0.05,5.0,0.5939493696728420,0.5158730158730160,0.595882383581623,0.5603448275862070,0.6324617147619550,209.0,122.0,102.0,130.0,0.4476021314387210,,,,,,,,,,,
121,happy-sweep-17,40,0.6412078152753110,0.6677258047713300,231,100,102,130,,,,0.6603204740418330,simple_cnn,cosine,rate_match,finished,2025-09-12T18:35:54.000Z,8562,hgwtnsr5,40.0,32,,,0.55,25.0,0.1,keep_last,0.4,0.05,5.0,"[0.1,0.9]",,2.0,inverse,threshold,auto,0.5,TRUE,FALSE,TRUE,FALSE,0.2041400020713840,40,0.0,0.3,1,"[256,256]",TRUE,0.0002906686226539,,,2,,,8,,split,0.0,val/loss,min,1.0,20.0,42.0,classification,,TRUE,3,0.1,4.88057337344E-05,0.0005,"[""head"",""classifier"",""mlp_head"",""fc"",""cls""]",0.5,1.5,0.0002906686226539,0.6615331768989560,0.0002906686226539,3280,0.5,"[[231,100],[102,130]]",0.4120781527531080,,,,,,0.5,0.6291149854660030,"[0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0]",0.5350288152694700,0.5163799524307250,0.5007726550102230,0.5072769522666930,0.5245432257652280,1.0,,0.5,0.4909970462322240,0.0845792740583419,TRUE,,2.0,0.75,1.0,0.2,TRUE,FALSE,0.1,0.03,0.95,0.05,5.0,0.0,0.95,0.05,5.0,0.6294555424990210,0.5652173913043480,0.6291150119804150,0.5603448275862070,0.6677258047713300,231.0,100.0,102.0,130.0,0.408525754884547,,,,,,,,,,,
