"Name","trainer/epoch","val/acc","val/auc","val/cls_confmat_00","val/cls_confmat_01","val/cls_confmat_10","val/cls_confmat_11","val/loss","architecture","State","Created","Runtime","Sweep","T_max","batch_size","binary_bce_from_two_logits","binary_single_logit","cal_auc_floor","cal_bootstraps","cal_ema_beta","cal_fallback","cal_init_threshold","cal_max_delta","cal_min_tp","cal_q_bounds","cal_rate_tolerance","cal_warmup_epochs","calibration_method","class_balance","cls_decision","cls_loss","cls_threshold","console_epoch_log","console_iter_log","debug","debug_transforms","enable_decision_health","epochs","eta_min","factor","head_lr_scale","head_wd_scale","health_warmup","in_channels","init_head_bias_from_prior","init_threshold_from_prior","input_shape","log_calibrated","lr","lr_scheduler","method","metric.goal","metric.name","num_classes","num_workers","optimizer","param_groups","parameters.T_max","parameters.architecture","parameters.batch_sizes","parameters.binary_bce_from_two_logits","parameters.binary_single_logit","parameters.cal_auc_floors","parameters.cal_bootstrapss","parameters.cal_ema_betas","parameters.cal_fallbacks","parameters.cal_init_thresholds","parameters.cal_max_deltas","parameters.cal_min_tps","parameters.cal_q_bounds","parameters.cal_rate_tolerances","parameters.cal_warmup_epochss","parameters.calibration_methods","parameters.class_balance","parameters.cls_decision","parameters.cls_loss","parameters.cls_thresholds","parameters.console_epoch_log","parameters.console_iter_log","parameters.debug","parameters.debug_transforms","parameters.enable_decision_health","parameters.epochs","parameters.eta_min","parameters.factors","parameters.head_lr_scale","parameters.head_wd_scale","parameters.health_warmup","parameters.in_channels","parameters.init_head_bias_from_prior","parameters.init_threshold_from_prior","parameters.input_shape","parameters.log_calibrated","parameters.lr.distribution","parameters.lr.max","parameters.lr.min","parameters.lr_schedulers","parameters.num_classes","parameters.num_workers","parameters.optimizer","parameters.param_groupss","parameters.patience","parameters.plateau_metric","parameters.plateau_mode","parameters.plateau_thresholds","parameters.positive_index","parameters.pretraineds","parameters.rate_tol_override","parameters.run_cap","parameters.seed","parameters.task","parameters.thr_max","parameters.thr_min","parameters.thr_min_tns","parameters.thr_min_tps","parameters.thr_posrate_max","parameters.thr_posrate_min","parameters.thr_warmup_epochss","parameters.two_pass_val","parameters.warmup_epochss","parameters.warmup_start_factors","parameters.weight_decay.distribution","parameters.weight_decay.max","parameters.weight_decay.min","patience","plateau_metric","plateau_mode","plateau_threshold","positive_index","pretrained","program","rate_tol_override","run_cap","seed","task","thr_max","thr_min","thr_min_tn","thr_min_tp","thr_posrate_max","thr_posrate_min","thr_warmup_epochs","two_pass_val","warmup_epochs","warmup_start_factor","weight_decay","dropout_rate","head_keys","lr_strategy","opt/lr","train/loss","train/lr","trainer/iteration","val/bal_acc","val/cls_confmat","val/debug_pos_hist","val/debug_pos_hist/max","val/debug_pos_hist/mean","val/debug_pos_hist/min","val/debug_pos_max","val/debug_pos_median","val/debug_pos_min","val/debug_pos_q10","val/debug_pos_q90","val/debug_pos_rate@0.5","val/gt_pos_rate","val/precision_macro","val/precision_pos","val/recall_macro","val/recall_pos","val/score_mean","val/score_std","val/search_auc","val/search_confmat","val/search_confmat_00","val/search_confmat_01","val/search_confmat_10","val/search_confmat_11","val/search_pos_rate","val/search_threshold","val/cal_thr","val/threshold"
"pleasant-sweep-14","40","0.7815275310834814","0.84377278883217","270","61","62","170","0.5340020077096091","densenet121","finished","2025-09-17T08:54:01.000Z","13212","jzfza3iu","40","32","false","true","0.55","25","0.2","rate_match","0.4","0.1","10","[0.1,0.9]","0.15","3","rate_match","inverse","threshold","auto","0.6","true","false","true","false","true","40","0","0.3","0.5","1.5","1","1","true","false","[256,256]","true","0.00016378753277189036","plateau","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0001","1","true","","0.1","20","42","classification","0.95","0.05","5","5","0.95","0.05","2","true","3","0.2","0.00002073242078881484","","","","1.0746100025163722e-8","0.10324092209339142","1.0746100025163722e-8","3280","0.7742342948913574","[[270,61],[62,170]]","[7,24,19,33,29,34,32,40,38,20,33,30,34,29,40,37,39,33,12,0]","40","28.15","0","0.9465317130088806","0.511307954788208","0.03371989354491234","0.1639799922704697","0.8358472585678101","0.509769082069397","0.41207815275310833","0.7745918739894644","0.7359307359307359","0.7742342952390874","0.7327586206896551","0.4640901386737823","0.3730981349945069","0.84377278883217","[[270,61],[62,170]]","270","61","62","170","0.4103019538188277","0.6","",""
"effortless-sweep-13","40","0.7655417406749556","0.8478096676737159","256","75","57","175","0.7703897505998611","densenet121","finished","2025-09-17T05:16:11.000Z","13045","jzfza3iu","40","32","false","true","0.55","0","0.2","keep_last","0.5","0.05","10","[0.1,0.9]","0.15","2","youden","inverse","threshold","auto","0.5","true","false","true","false","true","40","0","0.3","0.5","1.5","1","1","true","false","[256,256]","true","0.00026119761105534224","warmcos","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0001","1","true","","0.1","20","42","classification","0.95","0.05","0","10","0.95","0.05","1","true","0","0.1","0.000007155830625573881","","","","0","0.016691802069544792","4.02592532293933e-7","3280","0.763862133026123","[[256,75],[57,175]]","[32,45,35,26,45,22,36,31,39,39,27,28,29,33,30,18,27,18,3,0]","45","28.15","0","0.9341760873794556","0.4097686409950256","0.009070424363017082","0.07593578845262527","0.7711177468299866","0.37833037972450256","0.41207815275310833","0.7589456869009584","0.7","0.7638621210542764","0.7543103448275862","0.44033825397491455","0.43294110894203186","0.8478096676737159","[[256,75],[57,175]]","256","75","57","175","0.44404973357015987","0.5","",""
"glowing-sweep-12","40","0.7033747779751333","0.7854854672361704","255","76","91","141","0.5588218834665086","densenet121","finished","2025-09-17T01:43:12.000Z","12758","jzfza3iu","40","32","false","true","0.55","25","0.2","keep_last","0.4","0.1","20","[0.1,0.9]","0.12","2","youden","inverse","threshold","auto","0.6","true","false","true","false","true","40","0","0.5","0.5","1.5","1","1","true","false","[256,256]","true","0.0002983143515071368","plateau","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0001","1","false","","0.1","20","42","classification","0.95","0.05","0","10","0.95","0.05","2","true","0","0.1","0.000006204583160668711","","","","1.820766305585552e-8","0.3121003210544586","1.820766305585552e-8","3280","0.6890757083892822","[[255,76],[91,141]]","[0,0,0,3,8,19,28,45,45,50,75,69,65,53,49,38,14,2,0,0]","75","28.15","0","0.8670964241027832","0.5586664080619812","0.1818588376045227","0.3481375575065613","0.7471175193786621","0.6483126282691956","0.41207815275310833","0.6933819024533177","0.6497695852534562","0.6890756849671841","0.6077586206896551","0.4639441668987274","0.2965204119682312","0.7854854672361704","[[255,76],[91,141]]","255","76","91","141","0.3854351687388988","0.6","",""
"honest-sweep-11","40","0.7460035523978685","0.8344619231169913","262","69","74","158","0.526904304822286","densenet121","finished","2025-09-16T21:46:17.000Z","14196","jzfza3iu","40","64","false","true","0.55","0","0.1","rate_match","0.4","0.05","10","[0.1,0.9]","0.12","3","youden","inverse","threshold","auto","0.6","true","false","true","false","true","40","0","0.3","0.5","1.5","1","1","true","false","[256,256]","true","0.00027906842879656677","plateau","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0001","1","true","","0.1","20","42","classification","0.95","0.05","0","10","0.95","0.05","1","true","3","0.2","0.0000050551344770552635","","","","5.492903884002823e-9","0.17079290747642517","5.492903884002823e-9","1640","0.7362876534461975","[[262,69],[74,158]]","[5,43,55,38,44,41,37,36,45,32,41,43,31,31,22,8,10,0,1,0]","55","28.15","0","0.9114460945129396","0.3830912113189697","0.02802653051912785","0.10577743500471117","0.67349773645401","0.3321492075920105","0.41207815275310833","0.7378985735263268","0.6960352422907489","0.736287634128555","0.6810344827586207","0.4521839916706085","0.360239177942276","0.8344619231169913","[[262,69],[74,158]]","262","69","74","158","0.40319715808170514","0.6","",""
"robust-sweep-10","40","0.7637655417406749","0.8488644650484426","267","64","69","163","0.7865591810809242","densenet121","finished","2025-09-16T18:03:37.000Z","13306","jzfza3iu","40","32","false","true","0.55","25","0.2","keep_last","0.4","0.2","10","[0.1,0.9]","0.1","3","f1","inverse","threshold","auto","0.6","true","false","true","false","true","40","0","0.5","0.5","1.5","1","1","true","false","[256,256]","true","0.00018265248524176772","warmcos","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0005","1","true","","0.1","20","42","classification","0.95","0.05","0","10","0.95","0.05","2","true","2","0.1","0.000009208441994627888","","","","0","0.02129608392715454","3.119254203461951e-7","3280","0.754616379737854","[[267,64],[69,163]]","[2,22,40,37,49,46,20,30,29,34,30,35,42,35,34,29,23,17,9,0]","49","28.15","0","0.9453125596046448","0.46611738204956055","0.028373345732688904","0.14508692920207977","0.7867233753204346","0.4511545300483704","0.41207815275310833","0.7563522655758339","0.7180616740088106","0.754616366288155","0.7025862068965517","0.4340079724788666","0.4365746974945069","0.8488644650484426","[[267,64],[69,163]]","267","64","69","163","0.40319715808170514","0.6","",""
"crisp-sweep-9","40","0.7548845470692718","0.8402047088238358","258","73","65","167","0.7866067224078708","densenet121","finished","2025-09-16T14:17:19.000Z","13554","jzfza3iu","40","32","false","true","0.55","0","0.3","keep_last","0.5","0.2","20","[0.1,0.9]","0.2","2","f1","inverse","threshold","auto","0.5","true","false","true","false","true","40","0","0.5","0.5","1.5","1","1","true","false","[256,256]","true","0.00015024177303693683","warmcos","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0005","1","true","","0.1","20","42","classification","0.95","0.05","0","10","0.95","0.05","1","true","3","0.1","0.000007489694648164811","","","","0","0.018640942871570587","2.706238543783474e-7","3280","0.7496418952941895","[[258,73],[65,167]]","[0,7,23,43,36,26,39,36,38,46,44,52,42,37,39,26,13,14,2,0]","52","28.15","0","0.9363778233528136","0.4866265654563904","0.0680161565542221","0.18526485562324524","0.7464442253112793","0.4777975082397461","0.41207815275310833","0.747297471620227","0.6958333333333333","0.7496418897801854","0.7198275862068966","0.4321076571941376","0.4288480579853058","0.8402047088238358","[[258,73],[65,167]]","258","73","65","167","0.42628774422735344","0.5","",""
"glamorous-sweep-8","40","0.7602131438721137","0.852054901552245","264","67","68","164","0.7519449674420886","densenet121","finished","2025-09-16T10:29:39.000Z","13639","jzfza3iu","40","32","false","true","0.55","25","0.3","keep_last","0.4","0.2","20","[0.1,0.9]","0.12","1","youden","inverse","threshold","auto","0.6","true","false","true","false","true","40","0","0.5","0.5","1.5","1","1","true","false","[256,256]","true","0.0002078040485631729","warmcos","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0005","1","true","","0.1","20","42","classification","0.95","0.05","0","5","0.95","0.05","2","true","2","0.2","0.00001100135230340063","","","","0","0.022142628207802773","3.548780905549179e-7","3280","0.7522398233413696","[[264,67],[68,164]]","[3,13,22,29,35,36,35,36,30,37,44,40,45,40,34,34,28,18,4,0]","45","28.15","0","0.9271516799926758","0.5018510818481445","0.048348188400268555","0.18204133212566376","0.7960217595100403","0.509769082069397","0.41207815275310833","0.7525687164241381","0.70995670995671","0.7522398166475674","0.7068965517241379","0.441190242767334","0.4355487525463104","0.852054901552245","[[264,67],[68,164]]","264","67","68","164","0.4103019538188277","0.6","",""
"iconic-sweep-7","40","0.7424511545293073","0.8354516095426607","249","82","63","169","0.5407433973418342","densenet121","finished","2025-09-16T06:42:18.000Z","13613","jzfza3iu","40","32","false","true","0.55","0","0.1","keep_last","0.4","0.1","20","[0.1,0.9]","0.2","2","youden","inverse","threshold","auto","0.5","true","false","true","false","true","40","0","0.3","0.5","1.5","1","1","true","false","[256,256]","true","0.00020984763586038977","plateau","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0005","1","true","","0.1","20","42","classification","0.95","0.05","5","5","0.95","0.05","3","true","2","0.2","0.00000524724969633788","","","","1.3768103388800168e-8","0.17271840572357178","1.3768103388800168e-8","3280","0.7403570413589478","[[249,82],[63,169]]","[7,40,31,42,52,25,30,25,41,39,39,31,36,28,22,26,26,14,9,0]","52","28.15","0","0.9483028054237366","0.4342079758644104","0.02393791452050209","0.11039607971906662","0.7829825282096863","0.41030195355415344","0.41207815275310833","0.7356918479926449","0.6733067729083665","0.7403570684446297","0.728448275862069","0.4417538046836853","0.3668637275695801","0.8354516095426607","[[249,82],[63,169]]","249","82","63","169","0.44582593250444047","0.5","",""
"worldly-sweep-6","40","0.7584369449378331","0.8307896655901655","270","61","75","157","0.8525222804811265","densenet121","finished","2025-09-16T02:43:39.000Z","14293","jzfza3iu","40","64","false","true","0.55","0","0.3","rate_match","0.5","0.2","20","[0.1,0.9]","0.2","1","youden","inverse","threshold","auto","0.6","true","false","true","false","true","40","0","0.3","0.5","1.5","1","1","true","false","[256,256]","true","0.00022488932125992755","cosine","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0005","1","true","","0.1","20","42","classification","0.95","0.05","0","10","0.95","0.05","2","true","3","0.2","0.000008557297641990118","","","","0","0.021678976714611053","3.466293622138633e-7","1640","0.7462170124053955","[[270,61],[75,157]]","[73,50,58,36,40,29,26,24,32,33,19,35,22,30,17,15,14,8,2,0]","73","28.15","0","0.9367290139198304","0.28540700674057007","0.010057841427624226","0.04174335300922394","0.699669361114502","0.2877442240715027","0.41207815275310833","0.751396090945353","0.7201834862385321","0.746217053859777","0.6767241379310345","0.4115617275238037","0.4353977739810944","0.8307896655901655","[[270,61],[75,157]]","270","61","75","157","0.3872113676731794","0.6","",""
"confused-sweep-5","40","0.7531083481349912","0.8294744244192104","261","70","69","163","0.7737550586462021","densenet121","finished","2025-09-15T22:56:40.000Z","13592","jzfza3iu","40","32","false","true","0.55","0","0.3","keep_last","0.5","0.2","20","[0.1,0.9]","0.15","3","rate_match","inverse","threshold","auto","0.6","true","false","true","false","true","40","0","0.5","0.5","1.5","1","1","true","false","[256,256]","true","0.00007275999455665567","cosine","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0005","1","true","","0.1","20","42","classification","0.95","0.05","5","10","0.95","0.05","2","true","0","0.1","0.000008629970894111274","","","","0","0.020108375698328015","1.1214739039879765e-7","3280","0.7455528974533081","[[261,70],[69,163]]","[0,11,29,40,49,31,31,35,35,42,47,42,43,42,22,30,14,15,5,0]","49","28.15","0","0.9395930767059326","0.4737112820148468","0.061154693365097046","0.1701831966638565","0.7554064393043518","0.46181172132492065","0.41207815275310833","0.7452399531798674","0.6995708154506438","0.7455529221793937","0.7025862068965517","0.4368217885494232","0.4246304929256439","0.8294744244192104","[[261,70],[69,163]]","261","70","69","163","0.413854351687389","0.6","",""
"pretty-sweep-4","40","0.7477797513321492","0.8336545473486822","261","70","72","160","0.7225178612603081","densenet121","finished","2025-09-15T19:15:49.000Z","13224","jzfza3iu","40","32","false","true","0.55","0","0.3","keep_last","0.5","0.2","10","[0.1,0.9]","0.2","2","rate_match","inverse","threshold","auto","0.6","true","false","true","false","true","40","0","0.5","0.5","1.5","1","1","true","false","[256,256]","true","0.00005003927107577825","warmcos","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0001","1","true","","0.1","20","42","classification","0.95","0.05","0","10","0.95","0.05","2","true","0","0.2","0.0000072115071707453906","","","","0","0.01905830204486847","7.71271864820836e-8","3280","0.7390874028205872","[[261,70],[72,160]]","[0,13,27,46,29,46,30,42,35,45,37,43,50,34,30,20,21,11,4,0]","50","28.15","0","0.917298138141632","0.46605730056762695","0.06597110629081726","0.17238187789916992","0.7493494749069214","0.44404974579811096","0.41207815275310833","0.7397179788484136","0.6956521739130435","0.7390874049380144","0.6896551724137931","0.4365798234939575","0.4171513319015503","0.8336545473486822","[[261,70],[72,160]]","261","70","72","160","0.40852575488454707","0.6","",""
"misunderstood-sweep-3","40","0.7566607460035524","0.8429914574434837","271","60","77","155","0.538358093963729","densenet121","finished","2025-09-15T14:47:38.000Z","16071","jzfza3iu","40","32","false","true","0.5","0","0.1","keep_last","0.4","0.2","20","[0.1,0.9]","0.15","2","youden","inverse","threshold","auto","0.6","true","false","true","false","true","40","0","0.5","0.5","1.5","1","1","true","false","[256,256]","true","0.00013415522252628037","plateau","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0005","1","true","","0.1","20","42","classification","0.95","0.05","0","0","0.95","0.05","3","true","2","0.2","0.000005654268009798622","","","","1.6376369937290084e-8","0.08337961137294769","1.6376369937290084e-8","3280","0.7434172630310059","[[271,60],[77,155]]","[6,16,26,16,27,32,25,28,29,29,43,44,39,45,43,44,41,18,11,1]","45","28.15","1","0.956122100353241","0.5595960021018982","0.01845242641866207","0.18584518134593964","0.8122027516365051","0.584369421005249","0.41207815275310833","0.7498329323710238","0.7209302325581395","0.7434172830503177","0.6681034482758621","0.43399372696876526","0.3769969940185547","0.8429914574434837","[[271,60],[77,155]]","271","60","77","155","0.38188277087033745","0.6","",""
"golden-sweep-2","40","0.7158081705150977","0.7730102093968121","287","44","116","116","0.9618069132169088","densenet121","finished","2025-09-15T08:59:02.000Z","20881","jzfza3iu","40","32","false","true","0.5","25","0.2","keep_last","0.5","0.1","10","[0.1,0.9]","0.2","1","f1","inverse","threshold","auto","0.6","true","false","true","false","true","40","0","0.5","0.5","1.5","1","1","true","false","[256,256]","true","0.00004678485020879709","none","","","","2","8","adamw","single","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0001","1","false","","0.1","20","42","classification","0.95","0.05","5","0","0.95","0.05","2","true","0","0.2","0.000012988776352435354","","","","0.00004678485020879709","0.024241283535957336","0.00004678485020879709","3280","0.6835347414016724","[[287,44],[116,116]]","[0,0,0,0,0,5,17,17,47,56,60,86,77,77,60,47,14,0,0,0]","86","28.15","0","0.8410544991493225","0.5973108410835266","0.252184122800827","0.4174633026123047","0.7552527785301208","0.7477797269821167","0.41207815275310833","0.7185794044665013","0.725","0.6835347432024169","0.5","0.3273983299732208","0.3867548406124115","0.7730102093968121","[[287,44],[116,116]]","287","44","116","116","0.2841918294849023","0.6","",""
"sandy-sweep-1","40","0.7371225577264654","0.8200984477549745","262","69","79","153","0.7002867857615153","densenet121","finished","2025-09-15T02:45:03.000Z","22405","jzfza3iu","40","64","false","true","0.55","0","0.3","rate_match","0.6","0.2","10","[0.1,0.9]","0.15","3","youden","inverse","threshold","auto","0.6","true","false","true","false","true","40","0","0.5","0.5","1.5","1","1","true","false","[256,256]","true","0.00028474157206417417","cosine","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0001","1","false","","0.1","20","42","classification","0.95","0.05","5","0","0.95","0.05","1","true","3","0.1","0.000016132585293242648","","","","0","0.05295437574386597","4.388816194891712e-7","1640","0.7255117893218994","[[262,69],[79,153]]","[0,0,0,0,0,0,9,12,20,47,60,75,90,102,72,62,11,3,0,0]","102","28.15","0","0.8593729734420776","0.6337108016014099","0.3083082139492035","0.466636598110199","0.7581748962402344","0.8436945080757141","0.41207815275310833","0.7287588174684949","0.6891891891891891","0.7255117720595895","0.6594827586206896","0.42483553290367126","0.4099837839603424","0.8200984477549745","[[262,69],[79,153]]","262","69","79","153","0.3943161634103019","0.6","",""
"breezy-sweep-2","40","0.7300177619893428","0.8068809250963643","260","71","81","151","0.7556883146365484","densenet121","finished","2025-09-14T12:30:32.000Z","47823","","40","32","false","true","0.55","25","0.1","rate_match","0.4","0.1","10","[0.1,0.9]","0.2","3","rate_match","inverse","threshold","auto","0.5","true","false","true","false","true","40","0","0.5","0.5","1.5","1","1","true","false","[256,256]","true","0.00005543948578639543","","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0001","1","true","","0.1","20","42","classification","0.95","0.05","5","0","0.95","0.05","2","true","2","0.2","0.00002074435939751924","0.18291206731021695","classifier","cosine","0","0.1970026046037674","8.54507163432265e-8","3280","0.7181802988052368","[[260,71],[81,151]]","[0,14,43,26,46,29,36,29,48,50,67,43,47,22,25,19,14,4,1,0]","67","28.15","0","0.9190917015075684","0.4558228254318238","0.0688222125172615","0.14986521005630493","0.7083966135978699","0.4298401474952698","0.41207815275310833","0.7213217616443424","0.6801801801801802","0.7181802791957496","0.6508620689655172","0.387099415063858","0.39502689242362976","0.8068809250963643","[[260,71],[81,151]]","260","71","81","151","0.3943161634103019","0.5","",""
"skilled-sweep-2","40","0.7495559502664298","0.8338759245754765","249","82","59","173","0.6469667189651065","densenet121","finished","2025-09-14T12:22:20.000Z","19715","fvnxgjgq","40","64","false","true","0.5","25","0.3","rate_match","0.4","0.2","10","[0.1,0.9]","0.12","1","f1","inverse","threshold","auto","0.4","true","false","true","false","true","40","0","0.3","0.5","1.5","1","1","true","false","[256,256]","true","0.00005259001332447971","none","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0005","1","true","","0.1","20","42","classification","0.95","0.05","5","0","0.95","0.05","1","true","0","0.1","0.000006909832569187253","","","","0.00005259001332447971","0.08806991577148438","0.00005259001332447971","1640","0.748977780342102","[[249,82],[59,173]]","[0,0,1,4,22,46,39,61,55,56,58,64,62,43,36,12,4,0,0,0]","64","28.15","0","0.8414428234100342","0.499137818813324","0.14991161227226257","0.28474897146224976","0.6944726705551147","0.4955595135688782","0.41207815275310833","0.743436465495289","0.6784313725490196","0.748977758099802","0.7456896551724138","0.4204793870449066","0.40347591042518616","0.8338759245754765","[[249,82],[59,173]]","249","82","59","173","0.45293072824156305","0.4","",""
"zesty-sweep-1","40","0.7548845470692718","0.8506224606729867","256","75","63","169","0.6159863008393182","densenet121","finished","2025-09-14T06:51:18.000Z","19830","fvnxgjgq","40","32","false","true","0.55","0","0.3","rate_match","0.5","0.05","5","[0.1,0.9]","0.12","3","youden","inverse","threshold","auto","0.4","true","false","true","false","true","40","0","0.5","0.5","1.5","1","1","true","false","[256,256]","true","0.00006391634453846989","cosine","","","","2","8","adamw","split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0005","1","true","","0.1","20","42","classification","0.95","0.05","0","0","0.95","0.05","1","true","2","0.2","0.000005693273835934607","","","","0","0.12322768568992616","9.85163796052559e-8","3280","0.7509310841560364","[[256,75],[63,169]]","[0,0,4,8,16,18,32,36,31,31,32,44,57,59,50,47,51,41,6,0]","59","28.15","0","0.938827097415924","0.621088981628418","0.10729826986789703","0.313551127910614","0.8390769362449646","0.6873890161514282","0.41207815275310833","0.7475653939051339","0.6926229508196722","0.7509310865715179","0.728448275862069","0.4111751914024353","0.4101620018482208","0.8506224606729867","[[256,75],[63,169]]","256","75","63","169","0.433392539964476","0.4","",""
"sandy-sweep-2","40","0.7317939609236235","0.8251901239712469","259","72","79","153","0.7378200358814664","densenet121","finished","2025-09-13T23:57:51.000Z","45154","","40","64","false","true","0.5","0","0.3","rate_match","0.6","0.05","10","[0.1,0.9]","0.2","3","f1","inverse","threshold","auto","0.5","true","false","true","false","true","40","0","0.3","0.5","1.5","1","1","true","false","[256,256]","true","0.00018076248737071464","","","","","2","8","adamw","single","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","0.0001","1","true","","0.1","20","42","classification","0.95","0.05","5","5","0.95","0.05","1","true","3","0.2","0.000021824817459409093","0.19656712568665263","mlp_head","cosine","0","0.19100499153137207","2.7861521106679213e-7","1640","0.7209800481796265","[[259,72],[79,153]]","[2,12,30,49,37,34,42,50,50,54,45,44,40,28,23,13,10,0,0,0]","","","","0.8309388160705566","0.42009368538856506","0.03563585504889488","0.16622108221054077","0.6805408000946045","0.3605683743953705","0.41207815275310833","0.7231360946745562","0.68","0.7209800500052088","0.6594827586206896","0.3958985507488251","0.4077560007572174","0.8251901239712469","[[259,72],[79,153]]","259","72","79","153","0.3996447602131439","0.5","0.5","0.5"
