"Name","trainer/epoch","val/acc","val/auc","val/cls_confmat_00","val/cls_confmat_01","val/cls_confmat_10","val/cls_confmat_11","val/loss","architecture","lr_scheduler","lr_strategy","State","Created","Runtime","Sweep","T_max","batch_size","binary_bce_from_two_logits","binary_single_logit","cal_auc_floor","cal_bootstraps","cal_ema_beta","cal_fallback","cal_init_threshold","cal_max_delta","cal_min_tp","cal_q_bounds","cal_rate_tolerance","cal_warmup_epochs","class_balance","class_counts","cls_decision","cls_loss","cls_threshold","console_epoch_log","console_iter_log","debug","debug_transforms","dropout_rate","early_terminate.min_iter","early_terminate.type","epochs","eta_min","factor","in_channels","input_shape","log_calibrated","lr","method","metric.goal","metric.name","num_classes","num_workers","parameters.T_max","parameters.architecture","parameters.batch_sizes","parameters.binary_bce_from_two_logits","parameters.binary_single_logit","parameters.cal_auc_floors","parameters.cal_bootstrapss","parameters.cal_ema_betas","parameters.cal_fallbacks","parameters.cal_init_thresholds","parameters.cal_max_deltas","parameters.cal_min_tps","parameters.cal_q_bounds","parameters.cal_rate_tolerances","parameters.cal_warmup_epochss","parameters.calibration_methods","parameters.class_balance","parameters.class_counts","parameters.cls_decision","parameters.cls_loss","parameters.cls_threshold","parameters.console_epoch_log","parameters.console_iter_log","parameters.debug","parameters.debug_transforms","parameters.dropout_rate.distribution","parameters.dropout_rate.max","parameters.dropout_rate.min","parameters.epochs","parameters.eta_min","parameters.factors","parameters.in_channels","parameters.input_shape","parameters.log_calibrated","parameters.lr.distribution","parameters.lr.max","parameters.lr.min","parameters.lr_schedulers","parameters.num_classes","parameters.num_workers","parameters.patiences","parameters.plateau_metric","parameters.plateau_mode","parameters.positive_index","parameters.run_cap","parameters.seed","parameters.task","parameters.threshold","parameters.two_pass_val","parameters.warmup_epochss","parameters.warmup_start_factors","parameters.weight_decay.distribution","parameters.weight_decay.max","parameters.weight_decay.min","patience","plateau_metric","plateau_mode","positive_index","program","run_cap","seed","task","threshold","two_pass_val","warmup_epochs","warmup_start_factor","weight_decay","decision_health_need_k","decision_health_tol","enable_decision_health","parameters.decision_health_need_k","parameters.decision_health_tol","parameters.enable_decision_health","parameters.patience","parameters.plateau_thresholds","plateau_threshold","base_lr","head_keys","head_lr_scale","head_multiplier","head_wd_scale","hidden_size","mlp_dim","num_heads","num_layers","optimizer","param_groups","parameters.base_lr.distribution","parameters.base_lr.max","parameters.base_lr.min","parameters.cls_thresholds","parameters.head_keys","parameters.head_lr_scale","parameters.head_multipliers","parameters.head_wd_scale","parameters.hidden_sizes","parameters.lr_strategys","parameters.mlp_dims","parameters.num_headss","parameters.num_layerss","parameters.optimizer","parameters.param_groups","parameters.param_groupss","parameters.patch_size","patch_size","opt/lr","train/loss","train/lr","trainer/iteration","val/cal_thr","val/cls_confmat","val/gt_pos_rate","val/pos_rate","val/prec","val/prec_0","val/prec_1","val/recall","val/recall_0","val/recall_1","val/threshold","val/bal_acc","val/f1","val/debug_pos_hist","val/debug_pos_max","val/debug_pos_median","val/debug_pos_min","val/debug_pos_q10","val/debug_pos_q90","val/debug_pos_rate@0.5","val/score_mean","val/score_std","val/search_threshold","ema_beta","head_logits","health_iters_warmup","health_rate_gain","health_warmup","health_warmup_max_delta","init_head_bias_from_prior","init_threshold_from_prior","parameters.ema_betas","parameters.head_keyss","parameters.head_logits","parameters.health_iters_warmup","parameters.health_rate_gain","parameters.health_warmup","parameters.health_warmup_max_delta","parameters.init_head_bias_from_prior","parameters.init_threshold_from_prior","parameters.lr_scheduler","parameters.posprob_mode","parameters.rate_tol_override","parameters.thr_hysteresiss","parameters.thr_max","parameters.thr_min","parameters.thr_min_tns","parameters.thr_min_tps","parameters.thr_posrate_max","parameters.thr_posrate_min","parameters.thr_warmup_epochs","parameters.thr_warmup_epochss","posprob_mode","rate_tol_override","thr_hysteresis","thr_max","thr_min","thr_min_tn","thr_min_tp","thr_posrate_max","thr_posrate_min","thr_warmup_epochs","val/max","val/mean","val/median","val/min","val/posprob_stats.max","val/posprob_stats.mean","val/posprob_stats.median","val/posprob_stats.min","val/posprob_stats/max","val/posprob_stats/mean","val/posprob_stats/median","val/posprob_stats/min","val/precision_macro","val/precision_pos","val/recall_macro","val/recall_pos","val/search_auc","val/search_confmat","val/search_confmat_00","val/search_confmat_01","val/search_confmat_10","val/search_confmat_11","val/search_pos_rate","calibration_method","parameters.sanity_check_loaders","parameters.tasks","sanity_check_loaders","tasks","val/base_rate","val/confmat","val/search_bal_acc","val/search_f1","val/search_prec","val/search_recall","val/search_recall_0","val/search_recall_1","val/val/auc","val/val/confmat","val/val/confmat_00","val/val/confmat_01","val/val/confmat_10","val/val/confmat_11","val/val/pos_rate","val/val/posprob_stats.max","val/val/posprob_stats.mean","val/val/posprob_stats.median","val/val/posprob_stats.min"
"desert-sweep-4","40","0.6198934280639432","0.6574643191999168","212","119","95","137","0.6597931616836124","simple_cnn","","plateau","finished","2025-09-11T17:04:21.000Z","4305","","40","32","false","true","0.55","25","0.2","keep_last","0.6","0.2","10","[0.1,0.9]","","3","inverse","","threshold","auto","0.5","true","false","true","false","0.1881887706491526","","","40","0","0.5","1","[256,256]","true","0.00028743563574526183","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","1","","20","42","classification","","true","2","0.1","0.00000889353482174276","","","true","","","","","","0.0005","","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","0.5","","1.5","","","","","","split","","","","","","","","","","","","","","","","","","","0.00028743563574526183","0.7061847448348999","0.00028743563574526183","3280","0.5","[[212,119],[95,137]]","0.41207815275310833","","","","","","","","0.5","0.6155003309249878","","[0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0]","0.5129707455635071","0.5071930885314941","0.5037500858306885","0.5049111843109131","0.5095518231391907","1","0.5006651282310486","0.103348009288311","0.5","","","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","0.1","0.02","0.95","0.05","5","0","0.95","0.05","5","","","","","","","","","","","","","0.6128549979641693","0.53515625","0.6155003125325555","0.5905172413793104","0.6574643191999168","[[212,119],[95,137]]","212","119","95","137","0.4547069271758437","youden","","","","","","","","","","","","","","","","","","","","","","",""
"sparkling-sweep-3","40","0.5950266429840142","0.5921710594853631","208","123","105","127","0.6880201366212633","simple_cnn","","none","finished","2025-09-11T15:50:03.000Z","4452","","40","64","false","true","0.55","0","0.3","rate_match","0.5","0.2","20","[0.1,0.9]","","2","inverse","","threshold","auto","0.5","true","false","true","false","0.22833131896797731","","","40","0","0.5","1","[256,256]","true","0.00004694497198086593","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","1","","20","42","classification","","true","3","0.1","0.000006501624517589765","","","true","","","","","","0.0001","","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","0.5","","1.5","","","","","","single","","","","","","","","","","","","","","","","","","","0.00004694497198086593","0.6755980849266052","0.00004694497198086593","1640","0.5","[[208,123],[105,127]]","0.41207815275310833","","","","","","","","0.5","0.5879062414169312","","[0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0]","0.4941367506980896","0.4929896891117096","0.4919704496860504","0.4923788011074066","0.4935692548751831","0","0.5025757551193237","0.03128659352660179","0.5","","","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","0.1","0.03","0.95","0.05","5","0","0.95","0.05","5","","","","","","","","","","","","","0.5862683706070287","0.508","0.5879062923221169","0.5474137931034483","0.5921710594853631","[[208,123],[105,127]]","208","123","105","127","0.44404973357015987","youden","","","","","","","","","","","","","","","","","","","","","","",""
"colorful-sweep-6","40","0.5825932504440497","0.6058313365975623","236","95","140","92","0.6757520834604899","simple_cnn","","plateau","finished","2025-09-11T15:20:33.000Z","9240","hgwtnsr5","40","64","false","true","0.55","25","0.2","keep_last","0.4","0.05","5","[0.1,0.9]","","3","inverse","","threshold","auto","0.5","true","false","true","false","0.19399483451706911","","","40","0","0.5","1","[256,256]","true","0.0002368947980079068","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","1","","20","42","classification","","true","0","0.1","0.000034906293212036405","","","true","","","","","","0.0001","","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","0.5","","1.5","","","","","","single","","","","","","","","","","","","","","","","","","","0.0002368947980079068","0.6561013460159302","0.0002368947980079068","1640","0.5","[[236,95],[140,92]]","0.41207815275310833","","","","","","","","0.5","0.5547713041305542","","[0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0]","0.5162346959114075","0.5077393054962158","0.5015389919281006","0.5043929219245911","0.51093989610672","1","0.47616106271743774","0.06966578215360641","0.5","","","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","0.1","0.02","0.95","0.05","5","5","0.95","0.05","5","","","","","","","","","","","","","0.5598190920468767","0.4919786096256685","0.5547713303469111","0.39655172413793105","0.6058313365975623","[[236,95],[140,92]]","236","95","140","92","0.3321492007104796","youden","","","","","","","","","","","","","","","","","","","","","","",""
"fine-sweep-2","40","0.5879218472468917","0.5977054901552246","205","126","106","126","0.6869926121499803","simple_cnn","","none","finished","2025-09-11T14:35:31.000Z","4467","","40","64","false","true","0.5","0","0.1","rate_match","0.5","0.2","20","[0.1,0.9]","","1","inverse","","threshold","auto","0.5","true","false","true","false","0.23822600034019703","","","40","0","0.3","1","[256,256]","true","0.00005803883843267778","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","1","","20","42","classification","","true","0","0.2","0.00002344878208507014","","","true","","","","","","0.0005","","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","0.5","","1.5","","","","","","single","","","","","","","","","","","","","","","","","","","0.00005803883843267778","0.6722023487091064","0.00005803883843267778","1640","0.5","[[205,126],[106,126]]","0.41207815275310833","","","","","","","","0.5","0.5812194347381592","","[0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0]","0.4968830347061157","0.4953794479370117","0.4943116307258606","0.4946704804897308","0.4961915612220764","0","0.5035703778266907","0.03801125288009643","0.5","","","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","0.1","0.03","0.95","0.05","5","5","0.95","0.05","5","","","","","","","","","","","","","0.5795819935691318","0.5","0.581219397853943","0.5431034482758621","0.5977054901552246","[[205,126],[106,126]]","205","126","106","126","0.44760213143872113","f1","","","","","","","","","","","","","","","","","","","","","","",""
"zany-sweep-1","40","0.6127886323268206","0.646642879466611","213","118","100","132","0.6663605670134226","simple_cnn","","warmcos","finished","2025-09-11T13:23:19.000Z","4327","","40","32","false","true","0.5","25","0.1","rate_match","0.6","0.05","10","[0.1,0.9]","","3","inverse","","threshold","auto","0.5","true","false","true","false","0.1988953489213693","","","40","0","0.5","1","[256,256]","true","0.00018462087118305897","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","1","","20","42","classification","","true","0","0.1","0.000011734291895666526","","","true","","","","","","0.0005","","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","0.5","","1.5","","","","","","split","","","","","","","","","","","","","","","","","","","0.00018462087118305897","0.7130710482597351","0.00018462087118305897","3280","0.5","[[213,118],[100,132]]","0.41207815275310833","","","","","","","","0.5","0.6062350273132324","","[0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0]","0.5130443572998047","0.508041262626648","0.504037082195282","0.5054360032081604","0.5103570222854614","1","0.4945265054702759","0.08182112127542496","0.5","","","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","0.1","0.02","0.95","0.05","5","0","0.95","0.05","5","","","","","","","","","","","","","0.604255591054313","0.528","0.6062350244817168","0.5689655172413793","0.646642879466611","[[213,118],[100,132]]","213","118","100","132","0.44404973357015987","f1","","","","","","","","","","","","","","","","","","","","","","",""
"confused-sweep-5","40","0.6269982238010657","0.6380352120012501","237","94","116","116","0.6664287050565084","simple_cnn","","plateau","finished","2025-09-11T12:40:03.000Z","9614","hgwtnsr5","40","64","false","true","0.55","25","0.1","keep_last","0.4","0.2","5","[0.1,0.9]","","3","inverse","","threshold","auto","0.5","true","false","true","false","0.19375024527481577","","","40","0","0.3","1","[256,256]","true","0.00027480285901859724","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","1","","20","42","classification","","true","3","0.1","0.000019365530830494844","","","true","","","","","","0.0001","","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","0.5","","1.5","","","","","","split","","","","","","","","","","","","","","","","","","","0.00027480285901859724","0.6504296660423279","0.00027480285901859724","1640","0.5","[[237,94],[116,116]]","0.41207815275310833","","","","","","","","0.5","0.6080060005187988","","[0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0]","0.5176653861999512","0.5060938596725464","0.5006668567657471","0.5020831227302551","0.5102829337120056","1","0.47874578833580017","0.0840236246585846","0.5","","","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","0.1","0.02","0.95","0.05","5","0","0.95","0.05","5","","","","","","","","","","","","","0.6118845271819776","0.5523809523809524","0.6080060422960725","0.5","0.6380352120012501","[[237,94],[116,116]]","237","94","116","116","0.37300177619893427","youden","","","","","","","","","","","","","","","","","","","","","","",""
"lucky-sweep-8","40","0.6092362344582594","0.6305214084800499","227","104","116","116","0.668917609585656","simple_cnn","","none","finished","2025-09-11T11:29:04.000Z","4556","","40","64","false","true","0.5","0","0.2","rate_match","0.6","0.05","5","[0.1,0.9]","","3","inverse","","threshold","auto","0.5","true","false","true","false","0.2081356334315191","","","40","0","0.3","1","[256,256]","true","0.00022990192086391832","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","1","","20","42","classification","","true","0","0.1","0.000017174888676846753","","","true","","","","","","0.0005","","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","0.5","","1.5","","","","","","split","","","","","","","","","","","","","","","","","","","0.00022990192086391832","0.6689007878303528","0.00022990192086391832","1640","0.5","[[227,104],[116,116]]","0.41207815275310833","","","","","","","","0.5","0.592900276184082","","[0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0]","0.5096730589866638","0.5053685903549194","0.5023898482322693","0.5033445358276367","0.507327675819397","1","0.4879926145076752","0.06962541490793228","0.5","","","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","0.1","0.02","0.95","0.05","0","0","0.95","0.05","5","","","","","","","","","","","","","0.5945401537238272","0.5272727272727272","0.5929003021148036","0.5","0.6305214084800499","[[227,104],[116,116]]","227","104","116","116","0.3907637655417407","f1","","","","","","","","","","","","","","","","","","","","","","",""
"volcanic-sweep-4","40","0.5577264653641207","0.5756393895197417","234","97","152","80","0.6847803990046183","simple_cnn","","cosine","finished","2025-09-11T10:17:02.000Z","8561","hgwtnsr5","40","32","false","true","0.5","25","0.3","rate_match","0.6","0.2","20","[0.1,0.9]","","1","inverse","","threshold","auto","0.5","true","false","true","false","0.19312912410969377","","","40","0","0.3","1","[256,256]","true","0.00006780313404818258","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","1","","20","42","classification","","true","2","0.1","0.00001825721724620165","","","true","","","","","","0.0001","","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","0.5","","1.5","","","","","","single","","","","","","","","","","","","","","","","","","","0.00006780313404818258","0.678776204586029","0.00006780313404818258","3280","0.5","[[234,97],[152,80]]","0.41207815275310833","","","","","","","","0.5","0.5258880853652954","","[0,0,0,0,0,0,0,0,0,128,435,0,0,0,0,0,0,0,0,0]","0.5060296058654785","0.5013891458511353","0.4976790249347687","0.4992292523384094","0.5035534501075745","0.7726465463638306","0.48646971583366394","0.05335895717144013","0.5","","","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","0.1","0.03","0.95","0.05","0","5","0.95","0.05","5","","","","","","","","","","","","","0.5290975088551272","0.4519774011299435","0.5258881133451401","0.3448275862068966","0.5756393895197417","[[234,97],[152,80]]","234","97","152","80","0.31438721136767317","rate_match","","","","","","","","","","","","","","","","","","","","","","",""
"iconic-sweep-7","40","0.6092362344582594","0.6525549536410042","199","132","88","144","0.6649702025784386","simple_cnn","","warmcos","finished","2025-09-11T10:13:03.000Z","4556","","40","32","false","true","0.5","25","0.2","rate_match","0.5","0.05","10","[0.1,0.9]","","3","inverse","","threshold","auto","0.5","true","false","true","false","0.21179939313192175","","","40","0","0.3","1","[256,256]","true","0.0002476492451552555","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","1","","20","42","classification","","true","0","0.1","0.000011080358415738407","","","true","","","","","","0.0005","","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","0.5","","1.5","","","","","","split","","","","","","","","","","","","","","","","","","","0.0002476492451552555","0.7216917872428894","0.0002476492451552555","3280","0.5","[[199,132],[88,144]]","0.41207815275310833","","","","","","","","0.5","0.6109490394592285","","[0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0]","0.5135936737060547","0.5074185729026794","0.5035510063171387","0.5048797130584717","0.5101116895675659","1","0.5011851191520691","0.08945614099502563","0.5","","","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","0.1","0.03","0.95","0.05","0","0","0.95","0.05","5","","","","","","","","","","","","","0.6075594606877746","0.5217391304347826","0.6109490571934577","0.6206896551724138","0.6525549536410042","[[199,132],[88,144]]","199","132","88","144","0.49023090586145646","f1","","","","","","","","","","","","","","","","","","","","","","",""
"revived-sweep-6","40","0.6181172291296625","0.6497161162621106","206","125","90","142","0.6663261089060042","simple_cnn","","warmcos","finished","2025-09-11T08:58:31.000Z","4465","","40","32","false","true","0.55","25","0.3","rate_match","0.6","0.05","20","[0.1,0.9]","","3","inverse","","threshold","auto","0.5","true","false","true","false","0.2108537946429568","","","40","0","0.5","1","[256,256]","true","0.00022188329553960668","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","1","","20","42","classification","","true","2","0.1","0.000005541911958454651","","","true","","","","","","0.0005","","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","0.5","","1.5","","","","","","split","","","","","","","","","","","","","","","","","","","0.00022188329553960668","0.7204316854476929","0.00022188329553960668","3280","0.5","[[206,125],[90,142]]","0.41207815275310833","","","","","","","","0.5","0.61721271276474","","[0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0]","0.5136318206787109","0.5076117515563965","0.5037123560905457","0.5049799680709839","0.510408878326416","1","0.5002908110618591","0.08314941078424454","0.5","","","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","0.1","0.02","0.95","0.05","5","0","0.95","0.05","5","","","","","","","","","","","","","0.6138905759692277","0.5318352059925093","0.6172127304927597","0.6120689655172413","0.6497161162621106","[[206,125],[90,142]]","206","125","90","142","0.47424511545293074","youden","","","","","","","","","","","","","","","","","","","","","","",""
"solar-sweep-3","40","0.5737122557726465","0.5738879049901031","232","99","141","91","0.685676376024882","simple_cnn","","none","finished","2025-09-11T07:53:32.000Z","8592","hgwtnsr5","40","32","false","true","0.55","0","0.1","rate_match","0.6","0.05","20","[0.1,0.9]","","2","inverse","","threshold","auto","0.5","true","false","true","false","0.19627570552705584","","","40","0","0.3","1","[256,256]","true","0.00003768059623716321","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","1","","20","42","classification","","true","0","0.1","0.000020820332390761427","","","true","","","","","","0.0001","","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","0.5","","1.5","","","","","","split","","","","","","","","","","","","","","","","","","","0.00003768059623716321","0.6814063787460327","0.00003768059623716321","3280","0.5","[[232,99],[141,91]]","0.41207815275310833","","","","","","","","0.5","0.5465738773345947","","[0,0,0,0,0,0,0,0,0,473,90,0,0,0,0,0,0,0,0,0]","0.5021030306816101","0.4987083673477173","0.4967272281646729","0.49729275703430176","0.5002915263175964","0.15985789895057678","0.4880673587322235","0.05147801339626312","0.5","","","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","0.1","0.01","0.95","0.05","5","5","0.95","0.05","5","","","","","","","","","","","","","0.5504656413150839","0.4789473684210526","0.5465738618606105","0.3922413793103448","0.5738879049901031","[[232,99],[141,91]]","232","99","141","91","0.33747779751332146","f1","","","","","","","","","","","","","","","","","","","","","","",""
"upbeat-sweep-5","40","0.6145648312611013","0.6355479737472653","219","112","105","127","0.6700974669721391","simple_cnn","","warmcos","finished","2025-09-11T07:43:54.000Z","4470","","40","32","false","true","0.55","25","0.2","rate_match","0.6","0.1","20","[0.1,0.9]","","3","inverse","","threshold","auto","0.5","true","false","true","false","0.20203629770082837","","","40","0","0.5","1","[256,256]","true","0.00014376567293203647","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","1","","20","42","classification","","true","3","0.1","0.000010066815287450054","","","true","","","","","","0.0005","","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","0.5","","1.5","","","","","","split","","","","","","","","","","","","","","","","","","","0.00014376567293203647","0.6985641121864319","0.00014376567293203647","3280","0.5","[[219,112],[105,127]]","0.41207815275310833","","","","","","","","0.5","0.6045225858688354","","[0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0]","0.5122728943824768","0.5074708461761475","0.5035419464111328","0.504868745803833","0.509854257106781","1","0.49166804552078247","0.06990347802639008","0.5","","","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","0.1","0.01","0.95","0.05","0","5","0.95","0.05","5","","","","","","","","","","","","","0.6036533395320006","0.5313807531380753","0.6045226065215127","0.5474137931034483","0.6355479737472653","[[219,112],[105,127]]","219","112","105","127","0.4245115452930728","rate_match","","","","","","","","","","","","","","","","","","","","","","",""
"warm-sweep-4","40","0.5790408525754884","0.5874049380143765","190","141","96","136","0.6904900868733724","simple_cnn","","cosine","finished","2025-09-11T06:25:50.000Z","4675","","40","64","false","true","0.55","0","0.2","keep_last","0.4","0.1","20","[0.1,0.9]","","1","inverse","","threshold","auto","0.5","true","false","true","false","0.21036314637635584","","","40","0","0.3","1","[256,256]","true","0.00003478129827459086","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","1","","20","42","classification","","true","3","0.1","0.000015811299650964423","","","true","","","","","","0.0005","","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","0.5","","1.5","","","","","","single","","","","","","","","","","","","","","","","","","","0.00003478129827459086","0.6827670335769653","0.00003478129827459086","1640","0.5","[[190,141],[96,136]]","0.41207815275310833","","","","","","","","0.5","0.5801125168800354","","[0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0]","0.491144984960556","0.4899155199527741","0.48884108662605286","0.48941224813461304","0.4903881549835205","0","0.5031254887580872","0.020571019500494003","0.5","","","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","0.1","0.01","0.95","0.05","0","10","0.95","0.05","5","","","","","","","","","","","","","0.5776551967887709","0.4909747292418773","0.5801125117199708","0.5862068965517241","0.5874049380143765","[[190,141],[96,136]]","190","141","96","136","0.4920071047957371","youden","","","","","","","","","","","","","","","","","","","","","","",""
"daily-sweep-2","40","0.5541740674955595","0.5584305656839255","221","110","141","91","0.6888086795806885","simple_cnn","","warmcos","finished","2025-09-11T05:18:55.000Z","9254","hgwtnsr5","40","64","false","true","0.5","0","0.3","rate_match","0.6","0.2","20","[0.1,0.9]","","2","inverse","","threshold","auto","0.5","true","false","true","false","0.23917903751264105","","","40","0","0.5","1","[256,256]","true","0.000054186609733708794","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","1","","20","42","classification","","true","3","0.2","0.000011752569743436842","","","true","","","","","","0.0005","","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","0.5","","1.5","","","","","","single","","","","","","","","","","","","","","","","","","","0.000054186609733708794","0.6787601709365845","0.000054186609733708794","1640","0.5","[[221,110],[141,91]]","0.41207815275310833","","","","","","","","0.5","0.5299575328826904","","[0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0]","0.49783623218536377","0.4952218234539032","0.493882268667221","0.4943201243877411","0.49651968479156494","0","0.49277031421661377","0.04403823986649513","0.5","","","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","0.1","0.03","0.95","0.05","5","0","0.95","0.05","5","","","","","","","","","","","","","0.5316167779885105","0.4527363184079602","0.5299575476612147","0.3922413793103448","0.5584305656839255","[[221,110],[141,91]]","221","110","141","91","0.35701598579040855","youden","","","","","","","","","","","","","","","","","","","","","","",""
"warm-sweep-3","40","0.6163410301953819","0.6108188352953433","210","121","95","137","0.6807183623313904","simple_cnn","","plateau","finished","2025-09-11T05:07:04.000Z","4721","","40","64","false","true","0.55","25","0.3","rate_match","0.4","0.05","20","[0.1,0.9]","","3","inverse","","threshold","auto","0.5","true","false","true","false","0.2083551990164509","","","40","0","0.3","1","[256,256]","true","0.00008474578755378551","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","val/loss","min","1","","20","42","classification","","true","0","0.2","0.000011239457165648156","","","true","","","","","","0.0005","","[""head"",""classifier"",""mlp_head"",""fc"",""cls""]","0.5","","1.5","","","","","","split","","","","","","","","","","","","","","","","","","","0.00008474578755378551","0.6667311191558838","0.00008474578755378551","1640","0.5","[[210,121],[95,137]]","0.41207815275310833","","","","","","","","0.5","0.6124791502952576","","[0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0]","0.5071821212768555","0.5045173764228821","0.502482533454895","0.5031012892723083","0.5058841109275818","1","0.5047464966773987","0.06216691434383392","0.5","","","2","0.75","1","0.2","true","false","","","","","","","","","","","","","","","","","","","","","","","0.1","0.01","0.95","0.05","5","10","0.95","0.05","5","","","","","","","","","","","","","0.6097661710509594","0.5310077519379846","0.6124791644963017","0.5905172413793104","0.6108188352953433","[[210,121],[95,137]]","210","121","95","137","0.458259325044405","rate_match","","","","","","","","","","","","","","","","","","","","","","",""
