"Name","State","Created","Runtime","Sweep","alpha","base_learning_rate","batch_size","beta","dropout","epochs","input_shape","l2_reg","lr_multiplier","task","epoch","train_loss","val_acc","val_auc","val_dice","val_dice_c0","val_dice_c1","val_dice_manual","val_iou","val_iou_c0","val_iou_c1","val_iou_manual","val_loss","val_sens","val_spec"
"vibrant-sweep-19","finished","2025-07-22T12:38:02.000Z","4154","","1","0.0002","16","2","0.1745629262778598","40","[256,256]","0.0001340514378401628","0.8886322439300423","multitask","22","","0.48312611012433393","0.49575476612147096","0.6158505805412687","0.6158419806709367","0.6158591804116008","0.5648534893989563","0.4449307075960782","0.44492173008501656","0.4449396851071399","","1.6115806132396204","",""
"dutiful-sweep-18","finished","2025-07-22T10:57:25.000Z","6031","","2","0.0002","128","0.5","0.21248361333041088","40","[256,256]","0.00007251825926153135","1.1455210088219792","multitask","32","","0.48312611012433393","0.5153140952182519","0.5768609791895556","0.5034065329109496","0.6503154254681615","0.5942079424858093","0.4090979816281962","0.33636825496111555","0.4818277082952768","","2.106301126429285","",""
"serene-sweep-17","finished","2025-07-22T08:56:19.000Z","7258","","1","0.0002","64","0.5","0.22869903528183896","40","[256,256]","0.000027667801737379588","1.1338308263757295","multitask","38","","0.48845470692717585","0.5008464423377436","0.6092940502662694","0.6045372916341885","0.6140508088983504","0.5643531680107117","0.4381353576656179","0.4332163718958464","0.44305434343538946","","2.1800424362372337","",""
"rose-sweep-16","finished","2025-07-22T07:29:06.000Z","5229","","0.5","0.0002","32","1","0.19789692334930592","40","[256,256]","0.00008468025710774179","0.8164014875683117","multitask","27","","0.4955595026642984","0.5120976143348266","0.6069057147325647","0.6136320299159169","0.6001793995492124","0.5500246286392212","0.43568647702281726","0.4426184412488267","0.4287545127968079","","1.9864209244560391","",""
"wandering-sweep-15","finished","2025-07-22T05:41:03.000Z","6476","","1","0.0002","64","2","0.1966955283737552","40","[256,256]","0.00012074262756825273","0.959637466747829","multitask","34","","0.4564831261101243","0.4966402750286488","0.5963752529599629","0.5428884187121163","0.6498620872078092","0.5971077084541321","0.4269543163505371","0.37257848038808294","0.48133015231299126","","2.1664358244060833","",""
"valiant-sweep-14","finished","2025-07-22T03:52:50.000Z","6487","","2","0.0002","64","2","0.21668211166885576","40","[256,256]","0.0001194532597282698","1.0336518562825725","multitask","34","","0.4653641207815275","0.492017397645588","0.604087780185208","0.5670516475437993","0.6411239128266167","0.5888482332229614","0.4337641302959064","0.3957237164701871","0.47180454412162576","","1.9862240508436944","",""
"curious-sweep-13","finished","2025-07-22T02:28:20.000Z","5065","","1","0.0002","32","2","0.197114218705851","40","[256,256]","0.00002229006074313349","1.041927174280176","multitask","26","","0.4706927175843694","0.4921215751640795","0.600620855744119","0.6057099004758781","0.5955318110123601","0.5428098440170288","0.4292241376674978","0.434421718036017","0.4240265572989785","","1.8842502411051287","",""
"avid-sweep-12","finished","2025-07-22T01:03:30.000Z","5087","","2","0.0002","128","2","0.24177451103104783","40","[256,256]","0.0001256507698451081","0.9678455439965794","multitask","27","","0.45293072824156305","0.5199565058860298","0.5624787216463978","0.4694110983905122","0.6555463449022834","0.6026089787483215","0.39713985465567114","0.30668659487658895","0.48759311443475334","","2.2608020301398755","",""
"worldly-sweep-11","finished","2025-07-21T23:34:17.000Z","5350","","1","0.0002","64","2","0.2101940961644286","40","[256,256]","0.00010771824322879952","1.0064940516742276","multitask","28","","0.4849023090586146","0.5002213772267945","0.6043065320909005","0.5657157684136807","0.6428972957681203","0.5907096862792969","0.4340757825050566","0.3944237522488821","0.47372781276123105","","1.9552418249750223","",""
"celestial-sweep-10","finished","2025-07-21T21:41:00.000Z","6789","","0.5","0.0002","128","2","0.237243555399074","40","[256,256]","0.00004343507717455749","0.9296605397509268","multitask","36","","0.4689165186500888","0.5127226794457755","0.5860275967796545","0.5389370057802758","0.6331181877790333","0.5810484290122986","0.4160253331658491","0.3688663718897988","0.4631842944418994","","1.811006535857016","",""
"earthy-sweep-9","finished","2025-07-21T20:20:39.000Z","4816","","2","0.0002","16","0.5","0.22776298322288652","40","[256,256]","0.00004703047708886396","1.1636477507315273","multitask","27","","0.477797513321492","0.5049223877487239","0.5958366166637092","0.6123824994590867","0.5792907338683319","0.5254599452018738","0.4245334705922874","0.4413193832020505","0.40774755798252427","","1.762797868908193","",""
"generous-sweep-8","finished","2025-07-21T18:55:32.000Z","5099","","1","0.0002","32","2","0.175372852131948","40","[256,256]","0.0000985837397615924","0.959428742230863","multitask","27","","0.45293072824156305","0.49762996145431815","0.6074357172787914","0.6023727690903681","0.6124986654672149","0.5626050233840942","0.4362183935189167","0.43099673201009375","0.4414400550277397","","2.046487323767762","",""
"quiet-sweep-7","finished","2025-07-21T17:14:35.000Z","6051","","2","0.0002","32","1","0.2169187673945781","40","[256,256]","0.00001709578548117382","0.945272985052506","multitask","32","","0.5079928952042628","0.5140248984269195","0.5803541146646992","0.503858195093675","0.6568500342357234","0.6026153564453125","0.4129043436326104","0.3367716839683001","0.4890370032969206","","1.6583794006022423","",""
