"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dropout","epochs","filters","kernel_size","learning_rate","method","metric.goal","metric.name","optimizer","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.epochs","parameters.filterss","parameters.kernel_sizes","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.rotation.distribution","parameters.rotation.max","parameters.rotation.min","parameters.translation.distribution","parameters.translation.max","parameters.translation.min","parameters.zoom.distribution","parameters.zoom.max","parameters.zoom.min","program","rotation","run_cap","translation","zoom","epoch/accuracy","epoch/auc","epoch/epoch","epoch/learning_rate","epoch/loss","epoch/precision","epoch/recall","epoch/val_accuracy","epoch/val_auc","epoch/val_loss","epoch/val_precision","epoch/val_recall","val_final_accuracy","val_final_auc","val_final_loss","val_final_precision","val_final_recall"
"good-sweep-20","finished","-","","","2025-06-16T18:29:15.000Z","2601","p29s38uz","8","0.12872035872606707","20","64","3","0.0007485245225328371","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.1335208341841053","","0.0006562693814234022","0.06338633973793782","0.6303333044052124","0.6596820950508118","10","0.0007485245005227625","0.6411741375923157","0.5834428668022156","0.35922330617904663","0.59121173620224","0.6163437962532043","0.7076645493507385","0.5032894611358643","0.49514561891555786","0.5605858564376831","0.5896300673484802","0.6718338131904602","0.4198473393917084","0.1779935210943222"
"sparkling-sweep-19","finished","-","","","2025-06-16T17:20:15.000Z","4136","p29s38uz","16","0.3101571966065037","20","32","3","0.0007921372286726873","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.1461723301707513","","0.055370067004224977","0.14141096597797762","0.5963333249092102","0.6207714676856995","17","0.000792137230746448","0.6572865843772888","0.5280898809432983","0.19012944400310516","0.5725699067115784","0.6290984153747559","0.6595093011856079","0.48181816935539246","0.5145630836486816","0.5712383389472961","0.6376246809959412","0.6488532423973083","0.44961240887641907","0.1877022683620453"
"classic-sweep-18","finished","-","","","2025-06-16T16:04:03.000Z","4564","p29s38uz","16","0.2093259079166681","20","16","5","0.00021490152869169248","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.03880492125918327","","0.09937306297426687","0.09816065099357246","0.6153333187103271","0.6448336839675903","19","0.00021490153449121863","0.642510712146759","0.5584045648574829","0.31715211272239685","0.6431424617767334","0.6949947476387024","0.6163330674171448","0.5704467296600342","0.53721684217453","0.6431424617767334","0.6949947476387024","0.6163330674171448","0.5704467296600342","0.53721684217453"
"flowing-sweep-17","finished","-","","","2025-06-16T14:47:40.000Z","4579","p29s38uz","12","0.07885436984993516","20","16","5","0.000024553514993009013","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.10550690282288872","","0.058983996833335266","0.12015787265520812","0.621999979019165","0.6544113159179688","19","0.000024553515686420724","0.6404642462730408","0.5533472895622253","0.4279935359954834","0.6045272946357727","0.6611789464950562","0.6355845332145691","0.5258620977401733","0.3948220014572144","0.6045272946357727","0.6611789464950562","0.6355845332145691","0.5258620977401733","0.3948220014572144"
"fallen-sweep-16","finished","-","","","2025-06-16T13:38:54.000Z","4121","p29s38uz","12","0.3565689162733777","20","32","5","0.0005563318862089648","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.19911870627667172","","0.15045321478678922","0.10433095771836264","0.5866666436195374","0.5702620148658752","17","0.0005563318845815957","0.6738221049308777","0.49444442987442017","0.1440129429101944","0.5792276859283447","0.6032633781433105","0.6658115386962891","0.4824120700359345","0.3106796145439148","0.5898801684379578","0.6295157074928284","0.6516019701957703","0.6666666865348816","0.006472492124885321"
"resilient-sweep-15","finished","-","","","2025-06-16T12:22:04.000Z","4606","p29s38uz","16","0.3705983182749365","20","16","5","0.0008096110143335635","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.016623889754208723","","0.0428340185104136","0.15392217087567614","0.6240000128746033","0.6527812480926514","19","0.0008096109959296882","0.6436116695404053","0.5967742204666138","0.2694174647331238","0.651131808757782","0.7033013701438904","0.6206688284873962","0.5842294096946716","0.5275080800056458","0.651131808757782","0.7033013701438904","0.6206686496734619","0.5842294096946716","0.5275080800056458"
"trim-sweep-14","finished","-","","","2025-06-16T11:16:09.000Z","3949","p29s38uz","12","0.2022270395481205","20","64","5","0.0001447056230185162","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.08260593659113885","","0.14706804880757277","0.19195554487501043","0.5956666469573975","0.6297050714492798","16","0.00014470562746282667","0.6494707465171814","0.5171898603439331","0.2799352705478668","0.6591211557388306","0.7009401321411133","0.6254334449768066","0.5835962295532227","0.598705530166626","0.6418108940124512","0.7091113328933716","0.6180155873298645","0.6063829660415649","0.3689320385456085"
"visionary-sweep-13","finished","-","","","2025-06-16T09:58:44.000Z","4636","p29s38uz","8","0.18693953861918505","20","64","3","0.0004345274144342196","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.07333971395990302","","0.0602276598698831","0.045327873103108755","0.6430000066757202","0.6992148756980896","19","0.00043452740646898746","0.611981213092804","0.5827482342720032","0.4700647294521332","0.6524633765220642","0.7153201699256897","0.6005595922470093","0.5839160680770874","0.5404530763626099","0.6524633765220642","0.7153201699256897","0.6005595326423645","0.5839160680770874","0.5404530763626099"
"lucky-sweep-12","finished","-","","","2025-06-16T09:00:44.000Z","3474","p29s38uz","12","0.3315231470465168","20","32","3","0.00046123108097000754","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.1343090924577348","","0.1131203656153276","0.06594899913219042","0.5963333249092102","0.6092106699943542","14","0.0004612310731317848","0.661027193069458","0.538226306438446","0.14239482581615448","0.5472702980041504","0.5726544857025146","0.6829786896705627","0.4481605291366577","0.4336569607257843","0.5579227805137634","0.5983393788337708","0.6612609624862671","0.4378378391265869","0.26213592290878296"
"northern-sweep-11","finished","-","","","2025-06-16T07:55:14.000Z","3923","p29s38uz","12","0.21568679068666263","20","16","3","0.0006748627587503513","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.028917862098474023","","0.14676305826918204","0.14354032276059014","0.5879999995231628","0.5057460069656372","16","0.0006748627638444304","0.679278552532196","0","0","0.5885486006736755","0.5","0.6786545515060425","0","0","0.5938748121261597","0.6335061192512512","0.6561383008956909","0.5333333611488342","0.10355987399816512"
"light-sweep-10","finished","-","","","2025-06-16T06:37:55.000Z","4634","p29s38uz","8","0.13442976681645846","20","32","5","0.000010241405383772572","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.06405801656583787","","0.157768269819344","0.18425715710569243","0.6053333282470703","0.6216782331466675","19","0.000010241405107080936","0.6572967767715454","0.5383480787277222","0.295307457447052","0.5832223892211914","0.6620392203330994","0.6444075703620911","0.48924732208251953","0.29449838399887085","0.5832223892211914","0.6620392203330994","0.6444075703620911","0.48924732208251953","0.29449838399887085"
"celestial-sweep-9","finished","-","","","2025-06-16T05:33:56.000Z","3833","p29s38uz","12","0.2798341624191476","20","64","5","0.0004918145797963479","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.05393287818502268","","0.19221866109011723","0.17681638574782235","0.6036666631698608","0.6151142120361328","15","0.0004918145714327693","0.6601462960243225","0.5480572581291199","0.21682848036289215","0.5778961181640625","0.6669521331787109","0.646495521068573","0.47560974955558777","0.25242719054222107","0.6098535060882568","0.660801887512207","0.640654444694519","0.5481927990913391","0.29449838399887085"
"vocal-sweep-8","finished","-","","","2025-06-16T04:24:23.000Z","4165","p29s38uz","8","0.4405180777032815","20","64","3","0.0006293529629482794","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.030604220105634263","","0.1394970756063606","0.006648812375918989","0.6053333282470703","0.6413587331771851","17","0.0006293529877439141","0.6478402018547058","0.5406249761581421","0.2799352705478668","0.576564610004425","0.6205611824989319","0.6671937704086304","0.4865671694278717","0.5275080800056458","0.5672436952590942","0.6257926225662231","0.6521448493003845","0.46330276131629944","0.32686084508895874"
"denim-sweep-7","finished","-","","","2025-06-16T03:08:23.000Z","4553","p29s38uz","8","0.3467139478652962","20","16","5","0.0009930821732254188","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.0010830167920780065","","0.0760659367165486","0.14137651786955802","0.593666672706604","0.6324930191040039","19","0.0009930821834132075","0.646522045135498","0.5669291615486145","0.058252427726984024","0.6045272946357727","0.6741312146186829","0.6286477446556091","0.5508474707603455","0.2103559821844101","0.6045272946357727","0.6741312146186829","0.6286475658416748","0.5508474707603455","0.2103559821844101"
"colorful-sweep-6","finished","-","","","2025-06-16T01:52:39.000Z","4537","p29s38uz","16","0.08605879281605061","20","16","5","0.0007890474955370914","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.06409112508037683","","0.050355560874820696","0.1544479845563234","0.6046666502952576","0.6564142107963562","19","0.0007890475098975003","0.6341741681098938","0.53665691614151","0.29611650109291077","0.6657789349555969","0.7331708073616028","0.5922038555145264","0.6169354915618896","0.49514561891555786","0.6657789349555969","0.7331708073616028","0.5922034382820129","0.6169354915618896","0.49514561891555786"
"woven-sweep-5","finished","-","","","2025-06-16T00:36:55.000Z","4539","p29s38uz","12","0.35247523868939","20","16","3","0.000550814199721377","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.0938151133007202","","0.09825869543442604","0.11688289954349992","0.6116666793823242","0.6386515498161316","19","0.0005508142057806253","0.6493760347366333","0.5581014752388","0.27588996291160583","0.6178428530693054","0.6679516434669495","0.638917088508606","0.5539215803146362","0.3656958043575287","0.6098535060882568","0.6730586290359497","0.6332738995552063","0.5512820482254028","0.2783171534538269"
"peach-sweep-4","finished","-","","","2025-06-15T23:21:12.000Z","4539","p29s38uz","16","0.45356967159146105","20","16","3","0.0005256539071412332","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.0050779885749146604","","0.179405142122954","0.10595609834815474","0.6113333106040955","0.656164288520813","19","0.0005256538861431181","0.6400021910667419","0.5747863054275513","0.2176375389099121","0.6191744208335876","0.6801241636276245","0.6304711103439331","0.5333333611488342","0.5954692363739014","0.6191744208335876","0.6801241636276245","0.6304712295532227","0.5333333611488342","0.5954692363739014"
"vague-sweep-3","finished","-","","","2025-06-15T22:45:41.000Z","2123","p29s38uz","8","0.3024445618366048","20","16","5","0.0008994353462661708","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.1687152642088354","","0.029685263715609447","0.07307950729386435","0.5879999995231628","0.575512170791626","8","0.0008994353702291846","0.6719857454299927","0.5","0.08090614527463913","0.5872170329093933","0.5929762125015259","0.6674392819404602","0.4953271150588989","0.17152103781700134","0.5978695154190063","0.6279890537261963","0.654678225517273","0.523809552192688","0.24919094145298004"
"fresh-sweep-2","finished","-","","","2025-06-15T21:59:13.000Z","2781","p29s38uz","12","0.3364287819763463","20","16","5","0.0009246771823761062","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.16984121790606632","","0.1984971091073242","0.06459835662001781","0.5886666774749756","0.5835390686988831","11","0.0009246771805919708","0.6687789559364319","0.5060241222381592","0.06796116381883621","0.5885486006736755","0.6167464852333069","0.6596142649650574","0","0","0.5872170329093933","0.6289006471633911","0.6561336517333984","0.3333333432674408","0.0032362460624426603"
"pleasant-sweep-1","finished","-","","","2025-06-15T20:39:59.000Z","4749","p29s38uz","12","0.45743089347486654","20","32","3","0.0005354438823575862","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.1857329782509574","","0.02877403240238401","0.1182810805890274","0.6000000238418579","0.6099451780319214","19","0.0005354438908398151","0.6596800684928894","0.5483871102333069","0.1650485396385193","0.576564610004425","0.656756579875946","0.6353552937507629","0.4680851101875305","0.21359223127365112","0.576564610004425","0.656756579875946","0.6353553533554077","0.4680851101875305","0.21359223127365112"
