Name,train_loss,val_dice_coefficient,manual_val_dice_coefficient,val_iou_coefficient,manual_val_iou_coefficient,epoch,ID,State,Created,Runtime,Sweep,base_learning_rate,batch_size,dropout,epochs,input_shape,l2_reg,lr_multiplier,method,metric.goal,metric.name,parameters.base_learning_rate,parameters.batch_sizes,parameters.dropout.distribution,parameters.dropout.max,parameters.dropout.min,parameters.epochs,parameters.input_shape,parameters.l2_reg.distribution,parameters.l2_reg.max,parameters.l2_reg.min,parameters.lr_multiplier.distribution,parameters.lr_multiplier.max,parameters.lr_multiplier.min,parameters.task,program,task,val_dice_exception
vibrant-sweep-2,0.385016713515822,0.657514452934265,0.679922550916672,0.558992803096771,0.515753395027585,39,sexie3q7,finished,2025-07-09T14:31:08.000Z,13446,wn8iqlox,0.0002,32,0.177682720764872,40,"[256,256,1]",0.000101699811072096,0.90151873642252,,,,,,,,,,,,,,,,,,,segmentation,
expert-sweep-1,0.384579523133509,0.653571367263794,0.677770720587836,0.55544900894165,0.515485583908028,39,kxku2euy,finished,2025-07-09T10:55:43.000Z,12920,wn8iqlox,0.0002,16,0.153121092068991,40,"[256,256,1]",0.000104583779674389,1.01229193800938,,,,,,,,,,,,,,,,,,,segmentation,
