"Name","val_auc","val_loss","epoch","State","Created","Runtime","Sweep","batch_size","dropout","epochs","filters","kernel_size","learning_rate","method","metric.goal","metric.name","optimizer","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.epochs","parameters.filterss","parameters.kernel_sizes","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.rotation.distribution","parameters.rotation.max","parameters.rotation.min","parameters.translation.distribution","parameters.translation.max","parameters.translation.min","parameters.zoom.distribution","parameters.zoom.max","parameters.zoom.min","program","rotation","run_cap","translation","zoom","parameters.optimizers","train_loss","val_accuracy","val_precision","val_recall"
"rosy-sweep-30","0.563527800963552","0.6727765311279654","14","finished","2025-07-10T05:05:31.000Z","532","j4l7rqjr","32","","20","","","0.00018330169719264088","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.18395750961473592","","0.07316769275653659","0.16424254789708825","","0.6747535696663524","0.5885486018641811","0.5","0.0970873786407767"
"treasured-sweep-29","0.5760847281406961","0.6688966399908773","16","finished","2025-07-10T04:56:21.000Z","546","j4l7rqjr","32","","20","","","0.00023105666323787233","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.19876317073371183","","0.049205460341838814","0.15603849933165323","","0.6727708151835122","0.5898801597869507","0.5333333333333333","0.025889967637540454"
"sweet-sweep-28","0.5595959817833033","0.6728486107312266","9","finished","2025-07-10T04:47:34.000Z","523","j4l7rqjr","32","","20","","","0.0008378556574550513","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.1924228194583174","","0.014414690062500537","0.12715464763634435","","0.6719676277135599","0.5938748335552596","0.5666666666666667","0.05501618122977346"
"quiet-sweep-27","0.5531234898739182","0.6754228102314502","10","finished","2025-07-10T04:39:00.000Z","507","j4l7rqjr","32","","20","","","0.0003952511671213632","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.17737705554604366","","0.011213489614915351","0.17448600924333052","","0.6731944077694458","0.5752330226364847","0.4431818181818182","0.1262135922330097"
"fast-sweep-26","0.5623563092152469","0.67268613059908","10","finished","2025-07-10T04:30:46.000Z","487","j4l7rqjr","32","","20","","","0.0004283458987252393","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.15391104348872994","","0.08408656492247896","0.1763475680383112","","0.6736331472206565","0.5885486018641811","0.5","0.03559870550161812"
"graceful-sweep-25","0.573675848233244","0.669119513136199","14","finished","2025-07-10T04:21:57.000Z","526","j4l7rqjr","32","","20","","","0.00041534814316368854","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.17623015294990116","","0.029695670943278765","0.1475589127477832","","0.671132994552689","0.5805592543275633","0.3928571428571429","0.03559870550161812"
"glad-sweep-24","0.530612543747895","0.6889437795248847","7","finished","2025-07-10T04:13:53.000Z","478","j4l7rqjr","32","","20","","","0.000290053005547647","","","","RMSprop","","","","","","","","","","","","","","","","","","","","","0.15951581763156558","","0.09377506593120584","0.15351465663166664","","0.6787925328956054","0.5872170439414115","0","0"
"mild-sweep-23","0.5766302039860006","0.6701464911379137","16","finished","2025-07-10T04:04:23.000Z","566","j4l7rqjr","32","","20","","","0.00022847798434208136","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.1844767276166008","","0.06352074958625212","0.1820438971120607","","0.67150952731434","0.5872170439414115","0.4782608695652174","0.03559870550161812"
"electric-sweep-22","0.5831649313945145","0.6679490696805361","19","finished","2025-07-10T03:53:42.000Z","638","j4l7rqjr","32","","20","","","0.0003909317331353603","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.1722261256871621","","0.054923507467382705","0.14852954117099793","","0.6710989448084088","0.5872170439414115","0.4857142857142857","0.05501618122977346"
"worthy-sweep-21","0.5770585306564746","0.6691683952142032","19","finished","2025-07-10T03:43:41.000Z","597","j4l7rqjr","32","","20","","","0.0001952601499587987","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.17185400329902395","","0.04159108958927676","0.1810824089806149","","0.6723066970499783","0.5885486018641811","0.5","0.05177993527508091"
"fallen-sweep-20","0.5917021775102872","0.6661786105542382","19","finished","2025-07-10T03:34:21.000Z","556","j4l7rqjr","32","","20","","","0.00036658617241080435","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.1899227491683078","","0.06493273986023473","0.1688070381127689","","0.6701194672552095","0.5872170439414115","0.48148148148148145","0.04207119741100323"
"rose-sweep-19","0.5568649416450673","0.6741849011139696","9","finished","2025-07-10T03:26:06.000Z","490","j4l7rqjr","32","","20","","","0.0006745686970582499","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.17747577333049797","","0.09579409496589808","0.15884468611243038","","0.6718106599475492","0.5872170439414115","0.4827586206896552","0.04530744336569579"
"firm-sweep-18","0.5579851806293841","0.6733598842091548","15","finished","2025-07-10T03:17:16.000Z","526","j4l7rqjr","32","","20","","","0.0004276674217826812","","","","RMSprop","","","","","","","","","","","","","","","","","","","","","0.13638197480524622","","0.043931271398673526","0.19851465066097912","","0.6773590242539917","0.5885486018641811","0","0"
"easy-sweep-17","0.5519446763021862","0.6729747196720482","11","finished","2025-07-10T03:08:36.000Z","514","j4l7rqjr","32","","20","","","0.0005777091153631522","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.16911264125671943","","0.05693039068482058","0.1191624588357412","","0.6729453029494951","0.59254327563249","0.5483870967741935","0.05501618122977346"
"sandy-sweep-16","0.5652337858220211","0.676744001215209","15","finished","2025-07-10T02:59:25.000Z","542","j4l7rqjr","32","","20","","","0.000686500836460463","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.1833128704606044","","0.05531108626215982","0.17364879583152257","","0.6718247367095649","0.5938748335552596","0.8333333333333334","0.016181229773462782"
"pretty-sweep-15","0.5732438606510566","0.6708446232185249","12","finished","2025-07-10T02:50:46.000Z","516","j4l7rqjr","32","","20","","","0.0005086414640582634","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.18596852554630272","","0.01847382434952012","0.1554067497752626","","0.6724387976310607","0.5885486018641811","0.5","0.04530744336569579"
"feasible-sweep-14","0.5446667838158414","0.6800361531143103","8","finished","2025-07-10T02:42:40.000Z","479","j4l7rqjr","32","","20","","","0.0007232550153716194","","","","RMSprop","","","","","","","","","","","","","","","","","","","","","0.1986871082211384","","0.0002863489149784737","0.1033092675620268","","0.6833470750043618","0.5712383488681758","0.45112781954887216","0.1941747572815534"
"cool-sweep-13","0.576366618342632","0.6713102247917656","12","finished","2025-07-10T02:34:01.000Z","513","j4l7rqjr","32","","20","","","0.0004811254026713308","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.18718822465801133","","0.03312813699148496","0.16709023166413026","","0.6715794756473641","0.5912117177097204","0.5227272727272727","0.0744336569579288"
"glamorous-sweep-12","0.5785375389887097","0.6673868285123414","19","finished","2025-07-10T02:24:31.000Z","565","j4l7rqjr","32","","20","","","0.000699542839041456","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.186239809631172","","0.05403407309717359","0.13612141009294257","","0.6713377125707273","0.5845539280958721","0.42857142857142855","0.02912621359223301"
"twilight-sweep-11","0.5702272693991712","0.6706315540065084","14","finished","2025-07-10T02:15:24.000Z","542","j4l7rqjr","32","","20","","","0.0006767973776088769","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.15599571250462516","","0.06869994960493","0.16505673980244798","","0.6720037322840963","0.5885486018641811","0.5","0.03883495145631067"
"woven-sweep-10","0.5655083542005301","0.6721179833428726","14","finished","2025-07-10T02:05:50.000Z","568","j4l7rqjr","32","","20","","","0.00045128016245797505","","","","RMSprop","","","","","","","","","","","","","","","","","","","","","0.18432906863467632","","0.05985525272790209","0.1551924285706529","","0.6788174232864523","0.5885486018641811","0","0"
"divine-sweep-9","0.5569967344667516","0.6716848760768901","19","finished","2025-07-10T01:56:33.000Z","553","j4l7rqjr","32","","20","","","0.0004067181550587574","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.13044151903716192","","0.003666652410870474","0.1587941244586681","","0.6715534327014333","0.59254327563249","0.5882352941176471","0.032362459546925564"
