"Name","val_auc","val_loss","epoch","State","Created","Runtime","Sweep","batch_size","dropout","epochs","filters","kernel_size","learning_rate","method","metric.goal","metric.name","optimizer","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.epochs","parameters.filterss","parameters.kernel_sizes","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.rotation.distribution","parameters.rotation.max","parameters.rotation.min","parameters.translation.distribution","parameters.translation.max","parameters.translation.min","parameters.zoom.distribution","parameters.zoom.max","parameters.zoom.min","program","rotation","run_cap","translation","zoom","parameters.optimizers","train_loss","val_accuracy","val_precision","val_recall"
"sweepy-sweep-8","0.5621732636295743","0.6848535435338917","14","finished","2025-07-10T01:47:43.000Z","525","j4l7rqjr","32","","20","","","0.0005813897679048128","","","","RMSprop","","","","","","","","","","","","","","","","","","","","","0.13649501848056875","","0.005057828309558032","0.17604264486407736","","0.6793639005183701","0.5912117177097204","0.625","0.016181229773462782"
"colorful-sweep-7","0.5770731743033285","0.668909123722632","19","finished","2025-07-10T01:38:18.000Z","558","j4l7rqjr","32","","20","","","0.0005386907177200555","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.154363361928213","","0.045520776979594585","0.14510737091040962","","0.6708486275266483","0.5912117177097204","0.5555555555555556","0.032362459546925564"
"playful-sweep-6","0.5703737058677093","0.6711679827173712","13","finished","2025-07-10T01:29:24.000Z","527","j4l7rqjr","32","","20","","","0.0005981049824533975","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.14202038526157768","","0.043891585845862974","0.1420973504255206","","0.6700354659188755","0.5898801597869507","0.5111111111111111","0.0744336569579288"
"serene-sweep-5","0.5531600989910528","0.6733598859878324","7","finished","2025-07-10T01:20:50.000Z","508","j4l7rqjr","16","","20","","","0.0006091817774504393","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.1323213801856254","","0.08214873772737388","0.16136072472178808","","0.6737299652770471","0.5898801597869507","1","0.003236245954692557"
"fresh-sweep-4","0.5320366384044283","0.6788893697886831","5","finished","2025-07-10T01:12:38.000Z","487","j4l7rqjr","32","","20","","","0.0007853578950870183","","","","RMSprop","","","","","","","","","","","","","","","","","","","","","0.15272923867553256","","0.09700599448760876","0.06351279522004352","","0.6856974020697538","0.5885486018641811","0","0"
"fresh-sweep-3","0.548371626469856","0.6765326184665219","6","finished","2025-07-10T01:04:22.000Z","491","j4l7rqjr","16","","20","","","0.0008380413977694055","","","","SGD","","","","","","","","","","","","","","","","","","","","","0.15162278962761166","","0.05390505622714928","0.07473159831392677","","0.6728504260534736","0.5645805592543276","0.41","0.13268608414239483"
"fanciful-sweep-2","0.5496456237461378","0.6969759442750082","11","finished","2025-07-10T00:54:28.000Z","589","j4l7rqjr","8","","20","","","0.0009120703557868376","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.09578171142849776","","0.1039000848229563","0.03223554920881633","","0.6806610381218294","0.5885486018641811","0","0"
"giddy-sweep-1","0.52495643515061","0.9025085246852828","8","finished","2025-07-10T00:44:50.000Z","574","j4l7rqjr","8","","20","","","0.00034032556666455013","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.16660306450497198","","0.09493971450465506","0.11498745572355829","","0.6791397988252963","0.5885486018641811","0","0"
"soft-sweep-30","0.5678549986088535","0.6747838312329718","15","finished","2025-07-10T00:04:58.000Z","638","1ayqdv9o","8","0.13988833486880747","20","16","5","0.0003217058992726632","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.17352991581826627","","0.07913791404923459","0.09226995949821776","","0.6810986545026924","0.5885486018641811","0","0"
"iconic-sweep-29","0.5600499348357715","0.6737888711737469","11","finished","2025-07-09T23:56:08.000Z","526","1ayqdv9o","16","0.17066230678816047","20","64","5","0.00018570893533500184","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.1802695885819201","","0.021118997504706916","0.016736999174290345","","0.6782910326089242","0.5912117177097204","0.53125","0.05501618122977346"
"polar-sweep-28","0.5441396125291043","0.6772492033890152","9","finished","2025-07-09T23:46:41.000Z","563","1ayqdv9o","8","0.24364957024950631","20","32","3","0.00017667544896218945","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.14957874707363478","","0.07838232744949487","0.03099078001433697","","0.6800571434899855","0.5898801597869507","0.5555555555555556","0.016181229773462782"
"rosy-sweep-27","0.5720430816090439","0.6803310613664558","17","finished","2025-07-09T23:36:17.000Z","616","1ayqdv9o","16","0.4294678020517885","20","64","3","0.000010139447651374032","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.06647905645297268","","0.1029439266946025","0.12020435294648522","","0.668728205643268","0.6058588548601864","0.6065573770491803","0.1197411003236246"
"soft-sweep-26","0.5216835800787829","0.6789312251390873","8","finished","2025-07-09T23:27:16.000Z","535","1ayqdv9o","12","0.173004278917409","20","64","5","0.00028305650815384095","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.05499891575358706","","0.13096198438550402","0.008467540183984946","","0.6773208233301218","0.5885486018641811","0","0"
"wild-sweep-25","0.5446960711095492","0.6758629895205088","8","finished","2025-07-09T23:18:41.000Z","507","1ayqdv9o","16","0.13652073064792292","20","32","3","0.00034977297874116785","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.06116789665995788","","0.10636174450105362","0.19619125487164724","","0.6843094206899665","0.5885486018641811","0","0"
"lyric-sweep-24","0.5513296431343262","0.6741613501360877","8","finished","2025-07-09T23:10:18.000Z","499","1ayqdv9o","16","0.1877278999074065","20","32","5","0.00016414323295891852","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.19116710674991788","","0.06265653291536931","0.006637619754890279","","0.6775237785175008","0.5885486018641811","0.5","0.05825242718446602"
"drawn-sweep-23","0.5612067829372227","0.685030958896663","12","finished","2025-07-09T23:01:19.000Z","536","1ayqdv9o","16","0.4121579697214412","20","64","3","0.000024540566998324223","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.02382967322071854","","0.06721491507569095","0.12721191752908892","","0.6711071024403398","0.6031957390146472","0.6571428571428571","0.0744336569579288"
"bumbling-sweep-22","0.5564475977097336","0.6743124494954199","6","finished","2025-07-09T22:52:59.000Z","494","1ayqdv9o","12","0.1915338339435615","20","32","5","0.0007670371491331153","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.18381848371971532","","0.14390627266817663","0.02242293434906295","","0.6793574648862705","0.5845539280958721","0.4444444444444444","0.03883495145631067"
"wobbly-sweep-21","0.5379416889982281","0.6853320050263011","8","finished","2025-07-09T22:44:11.000Z","520","1ayqdv9o","16","0.074490188570284","20","64","3","0.0009624237484469077","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.1956557344289148","","0.16285924586351916","0.0997542165251732","","0.6817063864455509","0.5765645805592543","0.3448275862068966","0.032362459546925564"
"solar-sweep-20","0.5575678366940503","1.8678803468960985","17","finished","2025-07-09T22:32:45.000Z","680","1ayqdv9o","8","0.28034427058927086","20","64","5","0.00011612887927939312","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.02535703135581793","","0.04298873094193459","0.1637586804693077","","0.6777342143308682","0.5885486018641811","0","0"
"desert-sweep-19","0.5300084933151753","0.9868292687120636","7","finished","2025-07-09T22:24:13.000Z","505","1ayqdv9o","16","0.4371124250437402","20","64","5","0.00030930492424085794","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.1146267227583258","","0.04612135043912276","0.02741315570107461","","0.6783143312843984","0.5352862849533955","0.42805755395683454","0.3851132686084142"
"devout-sweep-18","0.536235704139759","0.7345207739185463","9","finished","2025-07-09T22:14:35.000Z","571","1ayqdv9o","8","0.09523735118565256","20","64","5","0.00014265900667230163","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.049166753856889206","","0.18433873850401347","0.11234226713181485","","0.676367385495066","0.5872170439414115","0","0"
"lucky-sweep-17","0.5122603933283545","0.6792798120914223","8","finished","2025-07-09T22:05:58.000Z","511","1ayqdv9o","12","0.3299757799569036","20","16","3","0.00016734116380208436","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.1561254416231202","","0.0907922304353422","0.026178888344951103","","0.6767191878224257","0.5885486018641811","0","0"
"skilled-sweep-16","0.5465704579068371","0.6974256595470664","9","finished","2025-07-09T21:57:11.000Z","522","1ayqdv9o","12","0.05845398776904592","20","64","3","0.00005451264533768818","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.00585178447168051","","0.18170723234561392","0.07929723787802673","","0.6787848346452229","0.5832223701731025","0.3333333333333333","0.012944983818770227"
"wise-sweep-15","0.5558838173058619","0.6727311412076298","19","finished","2025-07-09T21:46:37.000Z","626","1ayqdv9o","12","0.3998752197404869","20","16","5","0.0002708678238590612","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.17554053715418488","","0.07379407477558256","0.05449011955089629","","0.6760331362284099","0.5845539280958721","0.4727272727272727","0.08414239482200647"
"lucky-sweep-14","0.5570626308775938","0.7029767413967923","14","finished","2025-07-09T21:37:08.000Z","564","1ayqdv9o","16","0.30145022346951417","20","32","5","0.00036654616164855986","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.13119136998556327","","0.1729199106592086","0.1535213017363686","","0.6786514322494498","0.5885486018641811","0.5","0.15210355987055016"
"earnest-sweep-13","0.5501654732094481","0.6792207687900693","8","finished","2025-07-09T21:27:51.000Z","552","1ayqdv9o","8","0.2720655300021279","20","16","3","0.00025878767583728995","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.17715937478511132","","0.052373940424880264","0.028551341673103383","","0.682237235903119","0.5885486018641811","0","0"
"fearless-sweep-12","0.5185278741817863","0.6763544257811903","8","finished","2025-07-09T21:18:42.000Z","543","1ayqdv9o","12","0.14883353445762088","20","32","5","0.00028466311606092665","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.1677029498896315","","0.08709789697392588","0.05127149196730203","","0.6790191993303597","0.5885486018641811","0","0"
"light-sweep-11","0.5251504634714229","0.6821736654048746","7","finished","2025-07-09T21:09:21.000Z","555","1ayqdv9o","8","0.16531845198377676","20","64","3","0.00034109483954430713","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.07204850571007924","","0.16002486796159535","0.1457708223296651","","0.6813488960020865","0.5885486018641811","0","0"
"pleasant-sweep-10","0.5305283427784855","0.6937788392101059","9","finished","2025-07-09T21:00:02.000Z","554","1ayqdv9o","12","0.21700938060228564","20","32","5","0.0005083447267157339","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.1980317039209719","","0.024460002732485053","0.14169558137059382","","0.6798803444653749","0.5885486018641811","0","0"
"glamorous-sweep-9","0.5702382521343116","0.6732915503184412","11","finished","2025-07-09T20:50:01.000Z","597","1ayqdv9o","8","0.07530387228510371","20","64","3","0.00009574082263835","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.02921841598333188","","0.17843507852928775","0.1238805878134583","","0.6780037981659794","0.5845539280958721","0.49261083743842365","0.32362459546925565"
"deft-sweep-8","0.5601158312466136","0.7697074631631312","9","finished","2025-07-09T20:40:34.000Z","561","1ayqdv9o","8","0.14409085124132742","20","16","5","0.00031201577914092226","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.1368167207163726","","0.07351523319683666","0.09696869901162418","","0.6785990483748416","0.5885486018641811","0.5","0.1197411003236246"
"blooming-sweep-8","0.5416135834468216","0.7302093099126532","9","finished","2025-07-09T20:31:31.000Z","538","1ayqdv9o","16","0.4640332074851758","20","64","3","0.00047515601884095","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.1305880125581904","","0.02612664893637493","0.041907520083384435","","0.6779361863411899","0.5818908122503329","0.4789915966386555","0.18446601941747573"
"confused-sweep-7","0.5502936051194189","0.6776471277817766","11","finished","2025-07-09T20:22:09.000Z","556","1ayqdv9o","16","0.1872657928394627","20","32","5","0.0005022238813832173","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.13686963214270817","","0.0037293655149292174","0.015752490968196486","","0.6801059748352","0.5885486018641811","0","0"
"solar-sweep-6","0.562630877593756","0.6974374634443937","7","finished","2025-07-09T20:13:28.000Z","514","1ayqdv9o","12","0.301246876623161","20","64","3","0.0006160180785238778","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.12036342438637732","","0.13268340491696817","0.046269947004913874","","0.6786297451946884","0.5885486018641811","0","0"
"rare-sweep-5","0.5470390546061591","0.6832664678004885","13","finished","2025-07-09T20:03:33.000Z","590","1ayqdv9o","8","0.3238098103291052","20","32","5","0.00009794041797506892","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.12069854340769393","","0.14626030955793684","0.05744606630824305","","0.6793114585469011","0.5885486018641811","0","0"
"legendary-sweep-4","0.5054108275124837","0.7296507409113254","9","finished","2025-07-09T19:55:00.000Z","506","1ayqdv9o","16","0.14254233315234272","20","16","3","0.0007533898673266996","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.10106506193727012","","0.11854126561893284","0.17163202128991645","","0.679418025977979","0.507323568575233","0.4006514657980456","0.39805825242718446"
"eager-sweep-3","0.5345736502218512","0.6776672125430054","10","finished","2025-07-09T19:46:13.000Z","520","1ayqdv9o","12","0.33905016564576185","20","32","5","0.0006595336460664905","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.1690945667541086","","0.042303042413217945","0.12425729250606554","","0.6780681453968087","0.59254327563249","0.5517241379310345","0.05177993527508091"
"pious-sweep-2","0.5263402597782951","0.685493074647536","5","finished","2025-07-09T19:38:01.000Z","489","1ayqdv9o","12","0.4807654964948974","20","64","3","0.00020834722053111816","","","","Adam","","","","","","","","","","","","","","","","","","","","","0.08295590168521712","","0.09275713147124404","0.01436496205156741","","0.6812997568252807","0.5619174434087882","0.34375","0.07119741100323625"
