task,epochs,l2_reg,dropout,batch_size,input_shape,learning_rate,best_epoch,best_val_loss,dice_coefficient,epoch,graph,iou_metric,loss,test_dice,test_iou,test_loss,val_dice_coefficient,val_iou_metric,val_loss,run_id,sweep,lr_multiplier,base_learning_rate,effective_learning_rate
segmentation,40,0.0001311744459733948,0.21576142456852015,8,"[256, 256, 1]",0.00876375101042865,7,1.1568572521209717,0.538544774055481,17,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.3708226680755615,1.1641273498535156,0.5439220070838928,0.3755724728107453,1.1544803380966189,0.5057132840156555,0.3399643898010254,1.1889276504516602,rbc88ugw,original,,,0.00876375101042865
segmentation,40,0.0006827687172753194,0.169927124555812,8,"[256, 256, 1]",0.007369891055825794,6,1.158511519432068,0.54068523645401,16,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.3725151121616363,1.1632702350616455,0.5442762970924377,0.3759185373783112,1.155441164970398,0.53296959400177,0.365070641040802,1.159977674484253,q85x6w55,original,,,0.007369891055825794
segmentation,40,3.8339686380045845e-05,0.44060607855657663,4,"[256, 256, 1]",0.004086197734878785,11,1.159648895263672,0.525248110294342,21,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.3609073460102082,1.1875861883163452,0.5398989915847778,0.37429988384246826,1.1568973064422607,0.5255488753318787,0.3608948588371277,1.1837944984436035,kyfyjywq,original,,,0.004086197734878785
segmentation,40,0.0006345771909147623,0.39809483593111794,16,"[256, 256, 1]",0.007792365618254188,11,1.1551225185394287,0.5425682067871094,21,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.37341758608818054,1.1623908281326294,0.5471753478050232,0.3775366544723511,1.1520148515701294,0.532738208770752,0.3645462691783905,1.1625564098358154,wotht1ie,original,,,0.007792365618254188
segmentation,40,0.000936509847925982,0.37484352669299825,4,"[256, 256, 1]",0.0069300033336642105,11,1.1837306022644043,0.5248966217041016,21,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.36075595021247864,1.1877460479736328,0.5302762389183044,0.3652297854423523,1.1780797243118286,0.5245671272277832,0.3599536716938019,1.1838514804840088,zcpnz1j6,original,,,0.0069300033336642105
segmentation,40,0.0008944880362020995,0.2842343982608514,8,"[256, 256, 1]",0.009322105720524124,3,1.1595275402069092,0.5319252014160156,13,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.3644905686378479,1.18142569065094,0.5411254167556763,0.37291219830513,1.155996561050415,0.5291311740875244,0.36163464188575745,1.1774096488952637,qrzikiqe,original,,,0.009322105720524124
segmentation,40,0.000588892468474111,0.4019908033540541,4,"[256, 256, 1]",0.005924425458478772,4,1.164772629737854,0.5274193286895752,14,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.3630751073360443,1.1795597076416016,0.5429050922393799,0.3773010075092316,1.160217046737671,0.5127438306808472,0.3487383723258972,1.1881048679351809,ajujgxjc,original,,,0.005924425458478772
segmentation,40,0.0001958558792481886,0.12936261388418374,16,"[256, 256, 1]",0.0016070617650908456,30,1.1506747007369995,0.5460149049758911,39,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.37676921486854553,1.154388189315796,0.5423218011856079,0.37290599942207336,1.1498751640319824,0.5338852405548096,0.36562830209732056,1.1524807214736938,nf2lhu6m,original,,,0.0016070617650908456
segmentation,40,0.0005349232198899418,0.12655349653091658,8,"[256, 256, 1]",0.006239621070999665,5,1.177148699760437,0.5323938727378845,15,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.36480557918548584,1.1810181140899658,0.5368388295173645,0.3689436912536621,1.1726353168487549,0.5285385251045227,0.36107704043388367,1.1774612665176392,1e8k6gf2,original,,,0.006239621070999665
segmentation,40,0.0004425957528602857,0.34490488480211656,16,"[256, 256, 1]",0.009635031572481929,19,1.1556109189987185,0.5435243844985962,29,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.37437283992767334,1.1601178646087646,0.5489721298217773,0.3792574405670166,1.1518975496292114,0.537585973739624,0.3691428303718567,1.1559183597564695,kq3ss7u1,original,,,0.009635031572481929
segmentation,40,0.000491864782516969,0.3875196817134321,16,"[256, 256, 1]",0.0032779203860419585,14,1.1531652212142944,0.5452906489372253,24,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.3762193024158478,1.157382845878601,0.5511571168899536,0.3813536465167999,1.1499778032302856,0.5359747409820557,0.36760908365249634,1.1543374061584473,dlwp8jzz,original,,,0.0032779203860419585
segmentation,40,5.132496080240738e-05,0.2833401903100077,4,"[256, 256, 1]",0.008167315182643601,6,1.1616365909576416,0.524764895439148,16,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.3608846366405487,1.1888340711593628,0.5420077443122864,0.3763408958911896,1.159829020500183,0.522347629070282,0.35783255100250244,1.184218168258667,gcm95cqz,original,,,0.008167315182643601
segmentation,40,0.000903862707718573,0.3766214955589702,16,"[256, 256, 1]",0.008273981395235382,14,1.157444715499878,0.5424500703811646,24,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.373540312051773,1.1620811223983765,0.5446974039077759,0.3751696646213531,1.1533013582229614,0.5385766625404358,0.3700717687606811,1.1576030254364014,bu2knhx1,original,,,0.008273981395235382
segmentation,40,0.0004780751256013633,0.30220971267437235,8,"[256, 256, 1]",0.0013322416250528587,24,1.1548651456832886,0.5429499745368958,34,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.3749794363975525,1.1588231325149536,0.546366274356842,0.3779217004776001,1.1524008512496948,0.5254238247871399,0.35798904299736023,1.1615309715270996,5ejbn0xi,original,,,0.0013322416250528587
segmentation,40,0.0007542300017404136,0.11317138326347448,4,"[256, 256, 1]",0.0023133419240212614,26,1.1646603345870972,0.5336827635765076,36,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.3690067529678345,1.1691075563430786,0.5411252379417419,0.3755640983581543,1.1600604057312012,0.5224328637123108,0.3575783967971802,1.1687488555908203,hidzszl6,original,,,0.0023133419240212614
segmentation,40,0.0008854722766000111,0.10875132351670308,8,"[256, 256, 1]",0.007800293408498205,29,1.1588860750198364,0.541628897190094,39,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.3735617995262146,1.163563847541809,0.5444889068603516,0.3761277496814728,1.1555593013763428,0.531083881855011,0.3632887303829193,1.1613575220108032,dqtxzvly,original,,,0.007800293408498205
segmentation,40,0.0008643435893628006,0.4977025947274135,4,"[256, 256, 1]",0.006314405150753996,7,1.183632254600525,0.5258002281188965,17,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.36105525493621826,1.18684184551239,0.5323501825332642,0.36723029613494873,1.1778303384780884,0.5228216648101807,0.3582848310470581,1.1840935945510864,baxr95sp,original,,,0.006314405150753996
segmentation,40,0.00021401599787393695,0.19361653122354433,16,"[256, 256, 1]",0.0013193442353007878,38,1.1510637998580933,0.5469540357589722,39,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.37767645716667175,1.154183030128479,0.5432774424552917,0.3738146722316742,1.1498664617538452,0.5349454879760742,0.3666137158870697,1.1522059440612793,p43i658l,original,,,0.0013193442353007878
segmentation,40,0.0004690837017621869,0.3383379247159988,8,"[256, 256, 1]",0.008527547116451538,2,1.158552646636963,0.540309488773346,12,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.3725509345531464,1.1651381254196167,0.5421057939529419,0.37383314967155457,1.1559144258499146,0.5385436415672302,0.37035807967185974,1.159965991973877,tkpslejo,original,,,0.008527547116451538
segmentation,40,0.00016400162294188112,0.23734108288442368,4,"[256, 256, 1]",0.008597598230275586,12,1.1837012767791748,0.5265940427780151,22,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.36209675669670105,1.1874185800552368,0.5306158065795898,0.3655562102794647,1.1780251264572144,0.5194300413131714,0.3550548255443573,1.1848130226135254,cy7gqtar,original,,,0.008597598230275586
segmentation,40,2.7800632184008614e-05,0.1671173246895267,16,"[256, 256, 1]",0.0003863340442923604,33,1.1009433269500732,0.5677623152732849,39,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.3974930346012115,1.1108031272888184,0.5689432621002197,0.39847415685653687,1.1010398864746094,0.5608794093132019,0.391438752412796,1.1019517183303833,zlk6hjwx,original,,,0.0003863340442923604
segmentation,40,0.0009033257070215368,0.3759438801808072,8,"[256, 256, 1]",0.006198035759583247,1,1.1590439081192017,0.5408636927604675,11,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.37281322479248047,1.16348135471344,0.5459300875663757,0.37752804160118103,1.1548439264297483,0.531907856464386,0.36408382654190063,1.160714864730835,k0jamsgf,original,,,0.006198035759583247
segmentation,40,0.0001879817292012386,0.375993436875806,4,"[256, 256, 1]",0.004571218519474063,20,1.161274552345276,0.5376456379890442,30,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.37197497487068176,1.165902853012085,0.5401045680046082,0.3745332360267639,1.158309817314148,0.526327908039093,0.3612101674079895,1.1648744344711304,48yiiox5,original,,,0.004571218519474063
segmentation,40,0.00021664982355827487,0.13582656440102958,16,"[256, 256, 1]",0.0001441075088581522,39,1.1087437868118286,0.5669701099395752,39,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.39683103561401367,1.1173750162124634,0.5798355340957642,0.4093050956726074,1.1059108972549438,0.5725354552268982,0.4028598070144654,1.1087437868118286,bg76gm0i,original,,,0.0001441075088581522
segmentation,40,6.13353056084473e-05,0.43555124083987373,8,"[256, 256, 1]",0.005665802603650695,14,1.1530267000198364,0.5437150597572327,24,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.3752788007259369,1.1567420959472656,0.5496559143066406,0.38110074400901794,1.150681734085083,0.5468930602073669,0.3782959580421448,1.1539591550827026,tmfr46kh,original,,,0.005665802603650695
segmentation,40,0.0007611604462366152,0.31626382260962066,16,"[256, 256, 1]",0.0023981698518399687,9,1.154631495475769,0.5452929735183716,19,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.3757992684841156,1.15759015083313,0.5480949878692627,0.3784139752388001,1.150912523269653,0.5356168746948242,0.3672780692577362,1.1551902294158936,0831oz96,original,,,0.0023981698518399687
segmentation,40,0.0002018450544688997,0.43537710282233466,4,"[256, 256, 1]",0.004543560232446585,0,1.1745219230651855,0.5253134965896606,10,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.360864520072937,1.1872496604919434,0.5250530242919922,0.36006850004196167,1.1709622144699097,0.5242452621459961,0.3596458435058594,1.1838891506195068,lq4f24h9,original,,,0.004543560232446585
segmentation,40,0.0005824595741981971,0.15735597234011767,8,"[256, 256, 1]",0.006577879943887752,13,1.1581392288208008,0.5411216616630554,23,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.37314164638519287,1.1630185842514038,0.5481306314468384,0.37961599230766296,1.1563720703125,0.5337702631950378,0.36581921577453613,1.15963876247406,e9zk9jpa,original,,,0.006577879943887752
segmentation,40,0.000405388832614084,0.43946147303651617,16,"[256, 256, 1]",0.0044307193844982775,19,1.1536904573440552,0.5451727509498596,29,"{'_type': 'graph-file', 'path': 'media/graph/graph_summary_04aa95494d9f13eb74e1.graph.json', 'sha256': '04aa95494d9f13eb74e1f6bd045db1d07d0c238552842e162da4f2bd050ed4d4', 'size': 5116}",0.3759094476699829,1.1571263074874878,0.5532389283180237,0.3833597600460053,1.1500142812728882,0.5345602631568909,0.3662777543067932,1.1548407077789309,g3g95qb7,original,,,0.0044307193844982775
