"Name","val_dice_coefficient","val_iou_metric","val_loss","State","Created","Runtime","Sweep","base_learning_rate","batch_size","dropout","epochs","input_shape","l2_reg","lr_multiplier","method","metric.goal","metric.name","parameters.base_learning_rate","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.epochs","parameters.input_shape","parameters.l2_reg.distribution","parameters.l2_reg.max","parameters.l2_reg.min","parameters.lr_multiplier.distribution","parameters.lr_multiplier.max","parameters.lr_multiplier.min","parameters.task","program","task","best_epoch","best_val_loss","dice_coefficient","epoch","iou_metric","loss","test_dice","test_iou","test_loss"
"fearless-sweep-213","0.5443198680877686","0.3741130232810974","1.1487553119659424","finished","2025-07-05T16:13:47.000Z","1348","l6eaiduh","0.0002","128","0.18286158617219747","40","[256,256,1]","0.00003573409434178177","0.8634232913920648","","","","","","","","","","","","","","","","","","","segmentation","38","1.1479874849319458","0.5491499900817871","39","0.37865862250328064","1.1507831811904907","0.5469716787338257","0.37644892930984497","1.145236253738403"
"ethereal-sweep-212","0.5513773560523987","0.3811625838279724","1.1367160081863403","finished","2025-07-05T15:55:34.000Z","1089","l6eaiduh","0.0002","32","0.24587016598147912","40","[256,256,1]","0.00003814571291303405","1.186517552784755","","","","","","","","","","","","","","","","","","","segmentation","35","1.1362459659576416","0.5553277730941772","39","0.38489946722984314","1.141079068183899","0.5539043545722961","0.3834715187549591","1.1336934566497805"
"rosy-sweep-211","0.5705655217170715","0.39939746260643005","1.0995413064956665","finished","2025-07-05T15:37:15.000Z","1094","l6eaiduh","0.0002","64","0.21251743033462128","40","[256,256,1]","0.00003404395500119523","0.8695137757421902","","","","","","","","","","","","","","","","","","","segmentation","38","1.0988553762435913","0.5706236958503723","39","0.3994598984718323","1.1066131591796875","0.5711461901664734","0.3999972343444824","1.0972528457641602"
"whole-sweep-210","0.5550721883773804","0.3847214877605438","1.141388177871704","finished","2025-07-05T15:18:57.000Z","1094","l6eaiduh","0.0002","32","0.1544637319738047","40","[256,256,1]","0.00014037035367397708","1.1730325094367993","","","","","","","","","","","","","","","","","","","segmentation","37","1.1404969692230225","0.5509402751922607","39","0.3809954524040222","1.1460745334625244","0.5575973987579346","0.38702821731567383","1.1378039121627808"
"warm-sweep-209","0.5401816368103027","0.37020617723464966","1.1424139738082886","finished","2025-07-05T14:58:59.000Z","1195","l6eaiduh","0.0002","128","0.1729353208012586","40","[256,256,1]","0.00006812855844318996","0.970135536444442","","","","","","","","","","","","","","","","","","","segmentation","37","1.1393004655838013","0.5543972253799438","39","0.3836991488933563","1.1425987482070925","0.5425912737846375","0.3723171353340149","1.1396124362945557"
"lucky-sweep-208","0.5481631755828857","0.37775546312332153","1.148559331893921","finished","2025-07-05T14:39:52.000Z","1141","l6eaiduh","0.0002","128","0.2297876219002737","40","[256,256,1]","0.00007887250977407045","0.8042672370159667","","","","","","","","","","","","","","","","","","","segmentation","38","1.1485092639923096","0.5491358637809753","39","0.3786146938800812","1.150721788406372","0.5508507490158081","0.38013309240341187","1.1448311805725098"
"astral-sweep-207","0.5557730197906494","0.3864791989326477","1.104788303375244","finished","2025-07-05T14:20:48.000Z","1139","l6eaiduh","0.0002","16","0.15885449717628464","40","[256,256,1]","0.00009140612844402076","1.004000227522536","","","","","","","","","","","","","","","","","","","segmentation","39","1.104788303375244","0.568171501159668","39","0.3981078565120697","1.113639235496521","0.5633887648582458","0.39304119348526","1.10496985912323"
"giddy-sweep-206","0.5493387579917908","0.3789411783218384","1.1493335962295532","finished","2025-07-05T14:01:12.000Z","1171","l6eaiduh","0.0002","64","0.18923077345444056","40","[256,256,1]","0.00011845622902856988","1.0240414488292542","","","","","","","","","","","","","","","","","","","segmentation","37","1.149301528930664","0.5498669743537903","39","0.3793109953403473","1.1510263681411743","0.5515429973602295","0.381024569272995","1.1457844972610474"
"neat-sweep-205","0.5619505047798157","0.39125996828079224","1.098800539970398","finished","2025-07-05T13:42:11.000Z","1133","l6eaiduh","0.0002","32","0.1507415925290259","40","[256,256,1]","0.000011880673605639488","1.12868404870104","","","","","","","","","","","","","","","","","","","segmentation","38","1.0953142642974854","0.5728952884674072","39","0.4021809697151184","1.1015841960906982","0.5633251070976257","0.39256131649017334","1.0961586236953735"
"mild-sweep-204","0.5421488285064697","0.3720543682575226","1.141950249671936","finished","2025-07-05T13:20:54.000Z","1274","l6eaiduh","0.0002","128","0.20740883747564173","40","[256,256,1]","0.00002147871371882343","0.9563156961458286","","","","","","","","","","","","","","","","","","","segmentation","38","1.13978910446167","0.5544654726982117","39","0.3837435245513916","1.14312744140625","0.5443316698074341","0.3739554286003113","1.1397918462753296"
"northern-sweep-203","0.543682873249054","0.3735124468803406","1.1503900289535522","finished","2025-07-05T12:57:50.000Z","1377","l6eaiduh","0.0002","128","0.19631525433043423","40","[256,256,1]","0.000054746642034316405","1.0321118029021863","","","","","","","","","","","","","","","","","","","segmentation","38","1.1500450372695925","0.5496624708175659","39","0.3791340291500091","1.1517951488494873","0.5463754534721375","0.37588438391685486","1.1470576524734497"
"summer-sweep-202","0.5514696836471558","0.3809753358364105","1.148622989654541","finished","2025-07-05T12:37:52.000Z","1191","l6eaiduh","0.0002","64","0.24709115527615808","40","[256,256,1]","0.00008080183831041046","0.9318082633840868","","","","","","","","","","","","","","","","","","","segmentation","39","1.148622989654541","0.5471183061599731","39","0.37685123085975647","1.1523652076721191","0.553714394569397","0.3831048607826233","1.1449538469314575"
"pretty-sweep-201","0.5536398887634277","0.3833353519439697","1.1369514465332031","finished","2025-07-05T12:17:41.000Z","1206","l6eaiduh","0.0002","32","0.212219219714017","40","[256,256,1]","0.0000905059556320236","1.0376354569883617","","","","","","","","","","","","","","","","","","","segmentation","39","1.1369514465332031","0.5539320111274719","39","0.3836413025856018","1.142293930053711","0.5560629367828369","0.3855495154857635","1.1339693069458008"
"frosty-sweep-200","0.5480244159698486","0.3776238262653351","1.1488462686538696","finished","2025-07-05T11:57:08.000Z","1228","l6eaiduh","0.0002","128","0.19633666464900565","40","[256,256,1]","0.00009092835062282452","0.9800580872721928","","","","","","","","","","","","","","","","","","","segmentation","39","1.1488462686538696","0.5482815504074097","39","0.377803087234497","1.1508524417877195","0.5507809519767761","0.38006630539894104","1.1449350118637085"
"avid-sweep-199","0.5721626281738281","0.4009707272052765","1.1013089418411257","finished","2025-07-05T11:37:09.000Z","1192","l6eaiduh","0.0002","64","0.1918252515769848","40","[256,256,1]","0.00004154407420968614","0.8519140415909878","","","","","","","","","","","","","","","","","","","segmentation","24","1.100166082382202","0.5696632862091064","34","0.3987127244472504","1.1087327003479004","0.5716426372528076","0.40049102902412415","1.09900963306427"
"pretty-sweep-198","0.5745271444320679","0.403588205575943","1.0946917533874512","finished","2025-07-05T11:17:38.000Z","1167","l6eaiduh","0.0002","32","0.18484744883323295","40","[256,256,1]","0.0000247629467875617","1.030808305001612","","","","","","","","","","","","","","","","","","","segmentation","39","1.0946917533874512","0.5732744336128235","39","0.4025298655033112","1.1026277542114258","0.5756314992904663","0.4046395719051361","1.0913273096084597"
