"Name","State","Notes","User","Tags","Created","Runtime","Sweep","architecture","batch_size","epochs","learning_rate","optimizer","epoch/accuracy","epoch/auc","epoch/epoch","epoch/learning_rate","epoch/loss","epoch/precision","epoch/recall","epoch/val_accuracy","epoch/val_auc","epoch/val_loss","epoch/val_precision","epoch/val_recall","eval_accuracy","eval_auc","eval_loss","eval_precision","eval_recall"
"eager-bird-2","finished","-","","","2025-06-15T03:57:02.000Z","4445","","shallow_cnn","8","20","0.0001","Adam","0.9423333406448364","0.9869077801704408","11","0.00009999999747378752","0.17666496336460114","0.9296685457229614","0.930420696735382","0.6950732469558716","0.7704681754112244","0.6589975357055664","0.6298701167106628","0.6278316974639893","","","","",""
"baseline-shallow-v1","finished","-","","baseline, shallow_cnn","2025-06-15T03:46:45.000Z","256","","shallow_cnn","8","20","0.0001","Adam","0.9279999732971193","0.9823219776153564","10","0.00009999999747378752","0.1968260258436203","0.9079999923706056","0.9182847738265992","0.7030625939369202","0.7766513228416443","0.6326884031295776","0.6442952752113342","0.6213592290878296","0.6950732469558716","0.7639480829238892","0.5685423016548157","0.6550387740135193","0.5469255447387695"
"bumbling-mountain-1","finished","-","","","2025-06-15T01:46:10.000Z","2569","","shallow_cnn","8","20","0.0001","Adam","0.9256666898727416","0.9814876317977904","9","0.00009999999747378752","0.20283448696136477","0.9087974429130554","0.9110032320022584","0.7083888053894043","0.7843027710914612","0.674120306968689","0.692307710647583","0.5242718458175659","","","","",""
"true-rain-1","finished","-","","","2025-06-12T02:34:06.000Z","3996","","shallow_cnn","8","20","0.0001","Adam","0.928333342075348","0.9797218441963196","9","0.00009999999747378752","0.2100175768136978","0.9093825221061708","0.917475700378418","0.7256990671157837","0.7796058058738708","0.6296578645706177","0.6574923396110535","0.6957928538322449","","","","",""
"classic-surf-1","finished","-","","","2025-06-08T21:21:09.000Z","3289","","shallow_cnn","8","20","0.0001","Adam","0.953000009059906","0.9902322888374328","12","0.00009999999747378752","0.15237027406692505","0.9362549781799316","0.950647234916687","0.7283622026443481","0.7918551564216614","0.7143574953079224","0.6937269568443298","0.6084142327308655","","","","",""
"copper-gorge-4","finished","-","","","2025-06-07T07:11:41.000Z","4941","","shallow_cnn","8","20","0.0001","Adam","0.9573333263397216","0.9899534583091736","9","0.00009999999747378752","0.14878100156784058","0.9482200741767884","0.9482200741767884","0.6750998497009277","0.7671513557434082","0.7361727356910706","0.6235741376876831","0.5307443141937256","","","","",""
"wobbly-flower-1","finished","-","","","2025-06-07T05:38:45.000Z","3896","","shallow_cnn","8","20","0.0001","Adam","0.934333324432373","0.98374205827713","11","0.00009999999747378752","0.19661496579647064","0.9213300943374634","0.9190938472747804","0.7137150168418884","0.7772480845451355","0.6694104075431824","0.6631944179534912","0.6181229948997498","","","","",""
