"Name","State","Created","Runtime","Sweep","batch_size","dropout","epochs","input_shape","l2_reg","learning_rate","method","metric.goal","metric.name","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.epochs","parameters.input_shape","parameters.l2_reg.distribution","parameters.l2_reg.max","parameters.l2_reg.min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.task","program","task","best_epoch","best_val_loss","dice_coefficient","epoch","iou_metric","loss","test_dice","test_iou","test_loss","val_dice_coefficient","val_iou_metric","val_loss"
"zesty-sweep-426","finished","2025-06-25T12:23:27.000Z","805","1jpj8b17","8","0.43555124083987373","40","[256,256,1]","0.0000613353056084473","0.005665802603650695","","","","","","","","","","","","","","","","","","segmentation","14","1.1530267000198364","0.5437150597572327","24","0.3752788007259369","1.1567420959472656","0.5496559143066406","0.38110074400901794","1.150681734085083","0.5468930602073669","0.3782959580421448","1.1539591550827026"
"woven-sweep-425","finished","2025-06-25T12:10:33.000Z","770","1jpj8b17","16","0.31626382260962066","40","[256,256,1]","0.0007611604462366152","0.0023981698518399687","","","","","","","","","","","","","","","","","","segmentation","9","1.154631495475769","0.5452929735183716","19","0.3757992684841156","1.15759015083313","0.5480949878692627","0.3784139752388001","1.150912523269653","0.5356168746948242","0.3672780692577362","1.1551902294158936"
"devout-sweep-424","finished","2025-06-25T11:58:59.000Z","687","1jpj8b17","4","0.43537710282233466","40","[256,256,1]","0.0002018450544688997","0.004543560232446585","","","","","","","","","","","","","","","","","","segmentation","0","1.1745219230651855","0.5253134965896606","10","0.360864520072937","1.1872496604919434","0.5250530242919922","0.36006850004196167","1.1709622144699097","0.5242452621459961","0.3596458435058594","1.1838891506195068"
"frosty-sweep-423","finished","2025-06-25T11:46:09.000Z","764","1jpj8b17","8","0.15735597234011767","40","[256,256,1]","0.0005824595741981971","0.006577879943887752","","","","","","","","","","","","","","","","","","segmentation","13","1.1581392288208008","0.5411216616630554","23","0.37314164638519287","1.1630185842514038","0.5481306314468384","0.37961599230766296","1.1563720703125","0.5337702631950378","0.36581921577453613","1.15963876247406"
"vague-sweep-422","finished","2025-06-25T11:32:19.000Z","823","1jpj8b17","16","0.43946147303651617","40","[256,256,1]","0.000405388832614084","0.0044307193844982775","","","","","","","","","","","","","","","","","","segmentation","19","1.1536904573440552","0.5451727509498596","29","0.3759094476699829","1.1571263074874878","0.5532389283180237","0.3833597600460053","1.1500142812728882","0.5345602631568909","0.3662777543067932","1.1548407077789309"
"fancy-sweep-421","finished","2025-06-25T11:19:37.000Z","760","1jpj8b17","4","0.12444947904382173","40","[256,256,1]","0.0002500616274025341","0.002713935261981454","","","","","","","","","","","","","","","","","","segmentation","10","1.1609572172164917","0.5351130962371826","20","0.3700185716152191","1.1691704988479614","0.5383395552635193","0.37279561161994934","1.1581025123596191","0.5378034114837646","0.3723552227020264","1.1651360988616943"
"vocal-sweep-420","finished","2025-06-25T11:07:41.000Z","711","1jpj8b17","4","0.2601642053563949","40","[256,256,1]","0.0006568671630715789","0.0012842548326706454","","","","","","","","","","","","","","","","","","segmentation","7","1.1616523265838623","0.5355849862098694","17","0.3711713254451752","1.1670514345169067","0.5413562059402466","0.3757518827915192","1.158220648765564","0.5299963355064392","0.3647444248199463","1.1635347604751587"
"robust-sweep-419","finished","2025-06-25T10:53:45.000Z","831","1jpj8b17","16","0.392372358734976","40","[256,256,1]","0.00005009759062215056","0.004779324547012857","","","","","","","","","","","","","","","","","","segmentation","16","1.150679111480713","0.5462371110916138","26","0.37686052918434143","1.1535736322402954","0.5492319464683533","0.3795011341571808","1.1476253271102903","0.5365932583808899","0.36818185448646545","1.1514426469802856"
"misty-sweep-418","finished","2025-06-25T10:42:06.000Z","694","1jpj8b17","4","0.4977104710662873","40","[256,256,1]","0.00004908030184780627","0.006794973636808886","","","","","","","","","","","","","","","","","","segmentation","7","1.1626524925231934","0.5251317024230957","17","0.3607003390789032","1.1876925230026243","0.537491500377655","0.37195885181427","1.160447120666504","0.5235205292701721","0.35895243287086487","1.1839944124221802"
"crimson-sweep-417","finished","2025-06-25T10:29:12.000Z","768","1jpj8b17","8","0.23412432712453965","40","[256,256,1]","0.00026225780656485804","0.005801567330108183","","","","","","","","","","","","","","","","","","segmentation","13","1.1558380126953125","0.5403246283531189","23","0.37231528759002686","1.1628503799438477","0.5504250526428223","0.38184911012649536","1.1530460119247437","0.539372980594635","0.371140331029892","1.1572538614273071"
"vibrant-sweep-416","finished","2025-06-25T10:14:01.000Z","905","1jpj8b17","16","0.20129688019203704","40","[256,256,1]","0.00021356206214118511","0.0020354858508157088","","","","","","","","","","","","","","","","","","segmentation","30","1.1514263153076172","0.5463224053382874","39","0.3769687116146088","1.1546497344970703","0.5440700650215149","0.37457075715065","1.1495522260665894","0.5354911684989929","0.3671513795852661","1.152662992477417"
"golden-sweep-415","finished","2025-06-25T10:02:26.000Z","690","1jpj8b17","4","0.2803021078372204","40","[256,256,1]","0.0008042546247108051","0.008981664962791909","","","","","","","","","","","","","","","","","","segmentation","3","1.1838923692703247","0.5255767107009888","13","0.360953688621521","1.1870766878128052","0.5299112200737","0.36487817764282227","1.1782690286636353","0.522254467010498","0.35774338245391846","1.1841963529586792"
"prime-sweep-414","finished","2025-06-25T09:39:25.000Z","1376","1jpj8b17","8","0.4524329508152268","40","[256,256,1]","0.000018013485892995816","0.008127606971193886","","","","","","","","","","","","","","","","","","segmentation","38","1.1560137271881104","0.5429031848907471","39","0.3749123215675354","1.162768006324768","0.5221623182296753","0.35496169328689575","1.1667102575302124","0.5189497470855713","0.3519062399864197","1.166309833526611"
"daily-sweep-413","finished","2025-06-25T09:25:17.000Z","844","1jpj8b17","4","0.432080373882185","40","[256,256,1]","0.0008485305284358766","0.001783515156717238","","","","","","","","","","","","","","","","","","segmentation","38","1.163090705871582","0.5361909866333008","39","0.3710882067680359","1.1664941310882568","0.5366151332855225","0.37113457918167114","1.160335898399353","0.5338736772537231","0.36842840909957886","1.163485050201416"
"lucky-sweep-412","finished","2025-06-25T09:13:16.000Z","716","1jpj8b17","4","0.13016275437493252","40","[256,256,1]","0.0005974815151449399","0.008708555702422894","","","","","","","","","","","","","","","","","","segmentation","8","1.1649329662322998","0.5260908007621765","18","0.36161601543426514","1.18792462348938","0.539612889289856","0.3740474581718445","1.1617950201034546","0.5228170156478882","0.3582804501056671","1.1841199398040771"
"drawn-sweep-411","finished","2025-06-25T09:01:12.000Z","720","1jpj8b17","4","0.46473132419442453","40","[256,256,1]","0.00006738922003235794","0.006989878916159397","","","","","","","","","","","","","","","","","","segmentation","10","1.1620090007781982","0.5263416767120361","20","0.3618122339248657","1.1874353885650637","0.5394760966300964","0.3739079236984253","1.1592106819152832","0.519184410572052","0.3548212945461273","1.1851743459701538"
"gentle-sweep-410","finished","2025-06-25T08:49:45.000Z","684","1jpj8b17","8","0.33867748021230326","40","[256,256,1]","0.0008493651694439178","0.006034271073218388","","","","","","","","","","","","","","","","","","segmentation","3","1.1586209535598757","0.5392842888832092","13","0.37154167890548706","1.1652425527572632","0.54603511095047","0.37761157751083374","1.1555172204971311","0.5507475733757019","0.3820724487304687","1.160417914390564"
"mild-sweep-409","finished","2025-06-25T08:34:49.000Z","890","1jpj8b17","8","0.302283689775966","40","[256,256,1]","0.00038642415550324305","0.0003523214010095652","","","","","","","","","","","","","","","","","","segmentation","34","1.153087496757507","0.5439138412475586","39","0.3755812644958496","1.1570062637329102","0.5446557998657227","0.37627050280570984","1.1513534784317017","0.5408825874328613","0.3725397288799286","1.1533331871032717"
"rose-sweep-408","finished","2025-06-25T08:23:14.000Z","691","1jpj8b17","4","0.30571968215943846","40","[256,256,1]","0.0006314889763605001","0.009934263661758633","","","","","","","","","","","","","","","","","","segmentation","6","1.165571928024292","0.5339528918266296","16","0.36865949630737305","1.1727232933044434","0.536112368106842","0.37066513299942017","1.1620523929595947","0.5269249677658081","0.3617158532142639","1.1693031787872314"
"bumbling-sweep-407","finished","2025-06-25T08:08:49.000Z","859","1jpj8b17","16","0.3556276575922992","40","[256,256,1]","0.0002543213999467026","0.0020224668783185465","","","","","","","","","","","","","","","","","","segmentation","20","1.15136456489563","0.5451151728630066","30","0.37602657079696655","1.1562793254852295","0.5515121817588806","0.3816917836666107","1.1482514142990112","0.5330156683921814","0.36482203006744385","1.1540248394012451"
"worldly-sweep-406","finished","2025-06-25T07:54:20.000Z","866","1jpj8b17","8","0.21503633419046125","40","[256,256,1]","0.0004135355537636024","0.0041228827965077005","","","","","","","","","","","","","","","","","","segmentation","29","1.155758261680603","0.5423654913902283","39","0.3740859925746918","1.1607550382614136","0.5489565134048462","0.38041990995407104","1.1534380912780762","0.5341987609863281","0.3662243187427521","1.157874345779419"
"proud-sweep-405","finished","2025-06-25T07:41:53.000Z","744","1jpj8b17","4","0.17404512865776367","40","[256,256,1]","0.000563983371892421","0.00948160425499408","","","","","","","","","","","","","","","","","","segmentation","13","1.1836309432983398","0.5238077044487","23","0.3597751557826996","1.1887260675430298","0.5328222513198853","0.3676867485046386","1.177794337272644","0.5262340903282166","0.36155232787132263","1.1837005615234375"
"clear-sweep-404","finished","2025-06-25T07:30:01.000Z","704","1jpj8b17","8","0.480872395177912","40","[256,256,1]","0.00009436269755686454","0.00933687938548125","","","","","","","","","","","","","","","","","","segmentation","6","1.156344652175903","0.5409989953041077","16","0.37312132120132446","1.1621310710906982","0.5436643958091736","0.3753120005130768","1.154568791389465","0.5417864918708801","0.37344157695770264","1.1573166847229004"
"earnest-sweep-403","finished","2025-06-25T07:17:29.000Z","745","1jpj8b17","4","0.2856142639467567","40","[256,256,1]","0.0008664346226286405","0.0024576889542874516","","","","","","","","","","","","","","","","","","segmentation","16","1.1639091968536377","0.5338166952133179","26","0.36947745084762573","1.1704826354980469","0.5375877618789673","0.37208425998687744","1.1604617834091189","0.5335184335708618","0.36813926696777344","1.1649911403656006"
