"Name","val_auc","val_acc","val_dice","val_dice_manual","val_iou","val_loss","epoch","val_cls_confmat_00","val_cls_confmat_01","val_cls_confmat_10","val_cls_confmat_11","State","Created","Runtime","Sweep","alpha","base_learning_rate","batch_size","beta","dropout","epochs","input_shape","l2_reg","lr_multiplier","method","metric.goal","metric.name","model_name","num_workers","parameters.alphas","parameters.base_learning_rate","parameters.batch_sizes","parameters.betas","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.epochs","parameters.input_shape","parameters.l2_reg.distribution","parameters.l2_reg.max","parameters.l2_reg.min","parameters.lr_multiplier.distribution","parameters.lr_multiplier.max","parameters.lr_multiplier.min","parameters.model_name","parameters.num_workers","parameters.run_cap","parameters.task","program","run_cap","val_cls_confmat","task"
"frosty-sweep-6","0.491275132826336","0.4955595026642984","0.6082781879479146","0.6196707188681952","0.4371047621297981","1.918594279043628","23","155","176","108","124","finished","2025-07-27T00:14:38.000Z","7359","bx0ebanj","1","0.0002","16","0.5","0.2417813919078768","40","[256,256]","0.00007470602668647468","0.8275643663073694","","","","vit","16","","","","","","","","","","","","","","","","","","","","","20","[[155,176],[108,124]]","multitask"
"tough-sweep-5","0.4900770913636837","0.4920071047957371","0.6015595569779135","0.6172603647556275","0.4305401715151588","1.9949764705678288","33","165","166","120","112","finished","2025-07-26T20:48:07.000Z","12367","bx0ebanj","0.5","0.0002","64","0.5","0.2326957997401341","40","[256,256]","0.000044779836835468745","0.87721473408723","","","","vit","16","","","","","","","","","","","","","","","","","","","","","20","[[165,166],[120,112]]","multitask"
"hopeful-sweep-4","0.4899468694655693","0.4991119005328597","0.5928699160465205","0.618168392308804","0.4217906660303695","1.3796352027364565","24","168","163","119","113","finished","2025-07-26T18:39:18.000Z","7705","bx0ebanj","1","0.0002","16","0.5","0.2427338682148258","40","[256,256]","0.00007936774429132989","0.8287184079774099","","","","vit","16","","","","","","","","","","","","","","","","","","","","","20","[[168,163],[119,113]]","multitask"
"drawn-sweep-3","0.4759480154182727","0.47957371225577267","0.6000466242360678","0.617262223323966","0.4287064566558694","1.9520447969860124","38","150","181","112","120","finished","2025-07-26T14:32:34.000Z","14783","bx0ebanj","0.5","0.0002","64","0.5","0.16575334279836915","40","[256,256]","0.00004677366894184365","1.0718382886104416","","","","vit","16","","","","","","","","","","","","","","","","","","","","","20","[[150,181],[112,120]]","multitask"
"upbeat-sweep-2","0.5010287529951036","0.47957371225577267","0.599065382709234","0.6195114659911376","0.4276777574346852","1.615845593847136","18","109","222","71","161","finished","2025-07-26T12:55:08.000Z","5833","bx0ebanj","0.5","0.0002","16","2","0.2440745274057704","40","[256,256]","0.00010527885767526546","1.1750397067881098","","","","vit","16","","","","","","","","","","","","","","","","","","","","","20","[[109,222],[71,161]]","multitask"
