architecture,lr_scheduler,calibration_method,dropout_rate,val/acc/count,val/acc/median,val/acc/mean,val/acc/std,val/acc/min,val/acc/max,val/auc/count,val/auc/median,val/auc/mean,val/auc/std,val/auc/min,val/auc/max,val/cls_confmat_00/count,val/cls_confmat_00/median,val/cls_confmat_00/mean,val/cls_confmat_00/std,val/cls_confmat_00/min,val/cls_confmat_00/max,val/cls_confmat_01/count,val/cls_confmat_01/median,val/cls_confmat_01/mean,val/cls_confmat_01/std,val/cls_confmat_01/min,val/cls_confmat_01/max,val/cls_confmat_10/count,val/cls_confmat_10/median,val/cls_confmat_10/mean,val/cls_confmat_10/std,val/cls_confmat_10/min,val/cls_confmat_10/max,val/cls_confmat_11/count,val/cls_confmat_11/median,val/cls_confmat_11/mean,val/cls_confmat_11/std,val/cls_confmat_11/min,val/cls_confmat_11/max,val/dice/count,val/dice/median,val/dice/mean,val/dice/std,val/dice/min,val/dice/max,val/iou/count,val/iou/median,val/iou/mean,val/iou/std,val/iou/min,val/iou/max,val/multi/count,val/multi/median,val/multi/mean,val/multi/std,val/multi/min,val/multi/max,val/loss/count,val/loss/median,val/loss/mean,val/loss/std,val/loss/min,val/loss/max
mtlunet,none,f1,0.192587329197012,1,0.688612099644128,0.688612099644128,,0.688612099644128,0.688612099644128,1,0.749035455984097,0.749035455984097,,0.749035455984097,0.749035455984097,1,264.0,264.0,,264,264,1,67.0,67.0,,67,67,1,108.0,108.0,,108,108,1,123.0,123.0,,123,123,1,0.493794915973184,0.493794915973184,,0.493794915973184,0.493794915973184,1,0.487106310311243,0.487106310311243,,0.487106310311243,0.487106310311243,1,0.583129104977003,0.583129104977003,,0.583129104977003,0.583129104977003,1,1.30944797727797,1.30944797727797,,1.30944797727797,1.30944797727797
mtlunet,none,f1,0.192735790495489,1,0.679715302491103,0.679715302491103,,0.679715302491103,0.679715302491103,1,0.74602738651077,0.74602738651077,,0.74602738651077,0.74602738651077,1,177.0,177.0,,177,177,1,154.0,154.0,,154,154,1,37.0,37.0,,37,37,1,194.0,194.0,,194,194,1,0.487682219772183,0.487682219772183,,0.487682219772183,0.487682219772183,1,0.475667468494686,0.475667468494686,,0.475667468494686,0.475667468494686,1,0.578103028130689,0.578103028130689,,0.578103028130689,0.578103028130689,1,1.31932763589753,1.31932763589753,,1.31932763589753,1.31932763589753
mtlunet,none,f1,0.195656879046587,1,0.699288256227758,0.699288256227758,,0.699288256227758,0.699288256227758,1,0.740835197028551,0.740835197028551,,0.740835197028551,0.740835197028551,1,272.0,272.0,,272,272,1,59.0,59.0,,59,59,1,110.0,110.0,,110,110,1,121.0,121.0,,121,121,1,0.493374877312925,0.493374877312925,,0.493374877312925,0.493374877312925,1,0.486923027717346,0.486923027717346,,0.486923027717346,0.486923027717346,1,0.579985989213394,0.579985989213394,,0.579985989213394,0.579985989213394,1,0.733415524164836,0.733415524164836,,0.733415524164836,0.733415524164836
mtlunet,none,f1,0.196369085340172,1,0.640569395017794,0.640569395017794,,0.640569395017794,0.640569395017794,1,0.723924615163286,0.723924615163286,,0.723924615163286,0.723924615163286,1,190.0,190.0,,190,190,1,141.0,141.0,,141,141,1,61.0,61.0,,61,61,1,170.0,170.0,,170,170,1,0.493731357757486,0.493731357757486,,0.493731357757486,0.493731357757486,1,0.486970015129384,0.486970015129384,,0.486970015129384,0.486970015129384,1,0.574298997849516,0.574298997849516,,0.574298997849516,0.574298997849516,1,0.882556762960222,0.882556762960222,,0.882556762960222,0.882556762960222
mtlunet,none,f1,0.209075790807683,1,0.654804270462634,0.654804270462634,,0.654804270462634,0.654804270462634,1,0.73485829377068,0.73485829377068,,0.73485829377068,0.73485829377068,1,217.0,217.0,,217,217,1,114.0,114.0,,114,114,1,80.0,80.0,,80,80,1,151.0,151.0,,151,151,1,0.487510823455878,0.487510823455878,,0.487510823455878,0.487510823455878,1,0.475620201067431,0.475620201067431,,0.475620201067431,0.475620201067431,1,0.574082438066059,0.574082438066059,,0.574082438066059,0.574082438066059,1,1.40359009636773,1.40359009636773,,1.40359009636773,1.40359009636773
mtlunet,none,rate_match,0.180025857932197,1,0.685053380782918,0.685053380782918,,0.685053380782918,0.685053380782918,1,0.775454153097658,0.775454153097658,,0.775454153097658,0.775454153097658,1,226.0,226.0,,226,226,1,105.0,105.0,,105,105,1,72.0,72.0,,72,72,1,159.0,159.0,,159,159,1,0.487517713668598,0.487517713668598,,0.487517713668598,0.487517713668598,1,0.475623159435241,0.475623159435241,,0.475623159435241,0.475623159435241,1,0.588295467468769,0.588295467468769,,0.588295467468769,0.588295467468769,1,0.802581800354852,0.802581800354852,,0.802581800354852,0.802581800354852
mtlunet,none,rate_match,0.183248636882543,1,0.674377224199288,0.674377224199288,,0.674377224199288,0.674377224199288,1,0.749728619819254,0.749728619819254,,0.749728619819254,0.749728619819254,1,221.0,221.0,,221,221,1,110.0,110.0,,110,110,1,73.0,73.0,,73,73,1,158.0,158.0,,158,158,1,0.487525571113899,0.487525571113899,,0.487525571113899,0.487525571113899,1,0.475624837843919,0.475624837843919,,0.475624837843919,0.475624837843919,1,0.579296638160773,0.579296638160773,,0.579296638160773,0.579296638160773,1,0.712200184663137,0.712200184663137,,0.712200184663137,0.712200184663137
mtlunet,none,rate_match,0.219669262221094,1,0.676156583629893,0.676156583629893,,0.676156583629893,0.676156583629893,1,0.755483187507357,0.755483187507357,,0.755483187507357,0.755483187507357,1,235.0,235.0,,235,235,1,96.0,96.0,,96,96,1,86.0,86.0,,86,86,1,145.0,145.0,,145,145,1,0.487505074002998,0.487505074002998,,0.487505074002998,0.487505074002998,1,0.475617852195431,0.475617852195431,,0.475617852195431,0.475617852195431,1,0.581297413729524,0.581297413729524,,0.581297413729524,0.581297413729524,1,0.921679324573941,0.921679324573941,,0.921679324573941,0.921679324573941
mtlunet,none,rate_match,0.238889532634785,1,0.645907473309609,0.645907473309609,,0.645907473309609,0.645907473309609,1,0.699781587999111,0.699781587999111,,0.699781587999111,0.699781587999111,1,220.0,220.0,,220,220,1,111.0,111.0,,111,111,1,90.0,90.0,,90,90,1,141.0,141.0,,141,141,1,0.493375016688629,0.493375016688629,,0.493375016688629,0.493375016688629,1,0.486923299226048,0.486923299226048,,0.486923299226048,0.486923299226048,1,0.586257973778346,0.586257973778346,,0.586257973778346,0.586257973778346,1,0.67697407801946,0.67697407801946,,0.67697407801946,0.67697407801946
mtlunet,none,youden,0.202217866023549,1,0.645907473309609,0.645907473309609,,0.645907473309609,0.645907473309609,1,0.694288591569558,0.694288591569558,,0.694288591569558,0.694288591569558,1,212.0,212.0,,212,212,1,119.0,119.0,,119,119,1,80.0,80.0,,80,80,1,151.0,151.0,,151,151,1,0.487557758432159,0.487557758432159,,0.487557758432159,0.487557758432159,1,0.475615174659318,0.475615174659318,,0.475615174659318,0.475615174659318,1,0.580586633343989,0.580586633343989,,0.580586633343989,0.580586633343989,1,0.910748991701338,0.910748991701338,,0.910748991701338,0.910748991701338
mtlunet,none,youden,0.211706250448341,1,0.674377224199288,0.674377224199288,,0.674377224199288,0.674377224199288,1,0.746458979087378,0.746458979087378,,0.746458979087378,0.746458979087378,1,253.0,253.0,,253,253,1,78.0,78.0,,78,78,1,105.0,105.0,,105,105,1,126.0,126.0,,126,126,1,0.487504018220926,0.487504018220926,,0.487504018220926,0.487504018220926,1,0.475617405358583,0.475617405358583,,0.475617405358583,0.475617405358583,1,0.578138254524184,0.578138254524184,,0.578138254524184,0.578138254524184,1,0.704599781168832,0.704599781168832,,0.704599781168832,0.704599781168832
mtlunet,none,youden,0.212572935911566,1,0.701067615658363,0.701067615658363,,0.701067615658363,0.701067615658363,1,0.762087861785747,0.762087861785747,,0.762087861785747,0.762087861785747,1,198.0,198.0,,198,198,1,133.0,133.0,,133,133,1,44.0,44.0,,44,44,1,187.0,187.0,,187,187,1,0.487891667857508,0.487891667857508,,0.487891667857508,0.487891667857508,1,0.475702775099241,0.475702775099241,,0.475702775099241,0.475702775099241,1,0.556440716339568,0.556440716339568,,0.556440716339568,0.556440716339568,1,0.766471922397614,0.766471922397614,,0.766471922397614,0.766471922397614
mtlunet,none,youden,0.217495222237895,1,0.665480427046263,0.665480427046263,,0.665480427046263,0.665480427046263,1,0.728593662128405,0.728593662128405,,0.728593662128405,0.728593662128405,1,210.0,210.0,,210,210,1,121.0,121.0,,121,121,1,67.0,67.0,,67,67,1,164.0,164.0,,164,164,1,0.487504075270791,0.487504075270791,,0.487504075270791,0.487504075270791,1,0.475617513962064,0.475617513962064,,0.475617513962064,0.475617513962064,1,0.571885430670956,0.571885430670956,,0.571885430670956,0.571885430670956,1,0.811281634701623,0.811281634701623,,0.811281634701623,0.811281634701623
mtlunet,none,youden,0.220794724997633,1,0.693950177935943,0.693950177935943,,0.693950177935943,0.693950177935943,1,0.733066530649612,0.733066530649612,,0.733066530649612,0.733066530649612,1,271.0,271.0,,271,271,1,60.0,60.0,,60,60,1,112.0,112.0,,112,112,1,119.0,119.0,,119,119,1,0.493375950095433,0.493375950095433,,0.493375950095433,0.493375950095433,1,0.486923614300429,0.486923614300429,,0.486923614300429,0.486923614300429,1,0.577267653289396,0.577267653289396,,0.577267653289396,0.577267653289396,1,0.763324479262034,0.763324479262034,,0.763324479262034,0.763324479262034
mtlunet,none,youden,0.226363643615116,1,0.656583629893239,0.656583629893239,,0.656583629893239,0.656583629893239,1,0.697231268228247,0.697231268228247,,0.697231268228247,0.697231268228247,1,201.0,201.0,,201,201,1,130.0,130.0,,130,130,1,63.0,63.0,,63,63,1,168.0,168.0,,168,168,1,0.496476528915915,0.496476528915915,,0.496476528915915,0.496476528915915,1,0.487495867729404,0.487495867729404,,0.487495867729404,0.487495867729404,1,0.546665213743998,0.546665213743998,,0.546665213743998,0.546665213743998,1,1.45392236444685,1.45392236444685,,1.45392236444685,1.45392236444685
mtlunet,plateau,f1,0.18042457798775,1,0.633451957295374,0.633451957295374,,0.633451957295374,0.633451957295374,1,0.696211140319902,0.696211140319902,,0.696211140319902,0.696211140319902,1,220.0,220.0,,220,220,1,111.0,111.0,,111,111,1,95.0,95.0,,95,95,1,136.0,136.0,,136,136,1,0.493375016688629,0.493375016688629,,0.493375016688629,0.493375016688629,1,0.486923299226048,0.486923299226048,,0.486923299226048,0.486923299226048,1,0.544084047596447,0.544084047596447,,0.544084047596447,0.544084047596447,1,0.737403055032094,0.737403055032094,,0.737403055032094,0.737403055032094
mtlunet,plateau,f1,0.204500334009436,1,0.683274021352313,0.683274021352313,,0.683274021352313,0.683274021352313,1,0.736597742640039,0.736597742640039,,0.736597742640039,0.736597742640039,1,250.0,250.0,,250,250,1,81.0,81.0,,81,81,1,97.0,97.0,,97,97,1,134.0,134.0,,134,134,1,0.487504075270791,0.487504075270791,,0.487504075270791,0.487504075270791,1,0.475617513962064,0.475617513962064,,0.475617513962064,0.475617513962064,1,0.574686858850028,0.574686858850028,,0.574686858850028,0.574686858850028,1,1.24979408582052,1.24979408582052,,1.24979408582052,1.24979408582052
mtlunet,plateau,f1,0.206896569534571,1,0.690391459074733,0.690391459074733,,0.690391459074733,0.690391459074733,1,0.752030446894495,0.752030446894495,,0.752030446894495,0.752030446894495,1,182.0,182.0,,182,182,1,149.0,149.0,,149,149,1,32.0,32.0,,32,32,1,199.0,199.0,,199,199,1,0.487504039614627,0.487504039614627,,0.487504039614627,0.487504039614627,1,0.475617446084888,0.475617446084888,,0.475617446084888,0.475617446084888,1,0.553635641434594,0.553635641434594,,0.553635641434594,0.553635641434594,1,1.28457299868266,1.28457299868266,,1.28457299868266,1.28457299868266
mtlunet,plateau,f1,0.207599451879057,1,0.663701067615658,0.663701067615658,,0.663701067615658,0.663701067615658,1,0.721988987850015,0.721988987850015,,0.721988987850015,0.721988987850015,1,220.0,220.0,,220,220,1,111.0,111.0,,111,111,1,78.0,78.0,,78,78,1,153.0,153.0,,153,153,1,0.489345899925428,0.489345899925428,,0.489345899925428,0.489345899925428,1,0.475778658102455,0.475778658102455,,0.475778658102455,0.475778658102455,1,0.547506671906575,0.547506671906575,,0.547506671906575,0.547506671906575,1,1.39307814174228,1.39307814174228,,1.39307814174228,1.39307814174228
