architecture,lr_scheduler,calibration_method,dropout_rate,val/acc/count,val/acc/median,val/acc/mean,val/acc/std,val/acc/min,val/acc/max,val/auc/count,val/auc/median,val/auc/mean,val/auc/std,val/auc/min,val/auc/max,val/cls_confmat_00/count,val/cls_confmat_00/median,val/cls_confmat_00/mean,val/cls_confmat_00/std,val/cls_confmat_00/min,val/cls_confmat_00/max,val/cls_confmat_01/count,val/cls_confmat_01/median,val/cls_confmat_01/mean,val/cls_confmat_01/std,val/cls_confmat_01/min,val/cls_confmat_01/max,val/cls_confmat_10/count,val/cls_confmat_10/median,val/cls_confmat_10/mean,val/cls_confmat_10/std,val/cls_confmat_10/min,val/cls_confmat_10/max,val/cls_confmat_11/count,val/cls_confmat_11/median,val/cls_confmat_11/mean,val/cls_confmat_11/std,val/cls_confmat_11/min,val/cls_confmat_11/max,val/dice/count,val/dice/median,val/dice/mean,val/dice/std,val/dice/min,val/dice/max,val/iou/count,val/iou/median,val/iou/mean,val/iou/std,val/iou/min,val/iou/max,val/multi/count,val/multi/median,val/multi/mean,val/multi/std,val/multi/min,val/multi/max,val/loss/count,val/loss/median,val/loss/mean,val/loss/std,val/loss/min,val/loss/max
mtlunet,plateau,f1,0.223739311388565,1,0.665480427046263,0.665480427046263,,0.665480427046263,0.665480427046263,1,0.711539216070938,0.711539216070938,,0.711539216070938,0.711539216070938,1,241.0,241.0,,241,241,1,90.0,90.0,,90,90,1,98.0,98.0,,98,98,1,133.0,133.0,,133,133,1,0.493375016688629,0.493375016688629,,0.493375016688629,0.493375016688629,1,0.486923299226048,0.486923299226048,,0.486923299226048,0.486923299226048,1,0.569732486472437,0.569732486472437,,0.569732486472437,0.569732486472437,1,0.684476213322745,0.684476213322745,,0.684476213322745,0.684476213322745
mtlunet,plateau,rate_match,0.192735215308444,1,0.661921708185053,0.661921708185053,,0.661921708185053,0.661921708185053,1,0.73895188396699,0.73895188396699,,0.73895188396699,0.73895188396699,1,208.0,208.0,,208,208,1,123.0,123.0,,123,123,1,67.0,67.0,,67,67,1,164.0,164.0,,164,164,1,0.491645001098603,0.491645001098603,,0.491645001098603,0.491645001098603,1,0.442268220013618,0.442268220013618,,0.442268220013618,0.442268220013618,1,0.578202410102539,0.578202410102539,,0.578202410102539,0.578202410102539,1,1.39409122202131,1.39409122202131,,1.39409122202131,1.39409122202131
mtlunet,plateau,youden,0.189590891672771,1,0.669039145907473,0.669039145907473,,0.669039145907473,0.669039145907473,1,0.736179228626359,0.736179228626359,,0.736179228626359,0.736179228626359,1,227.0,227.0,,227,227,1,104.0,104.0,,104,104,1,82.0,82.0,,82,82,1,149.0,149.0,,149,149,1,0.487504075270791,0.487504075270791,,0.487504075270791,0.487504075270791,1,0.475617513962064,0.475617513962064,,0.475617513962064,0.475617513962064,1,0.549672863609683,0.549672863609683,,0.549672863609683,0.549672863609683,1,1.37817414601644,1.37817414601644,,1.37817414601644,1.37817414601644
mtlunet,plateau,youden,0.190779989115674,1,0.656583629893239,0.656583629893239,,0.656583629893239,0.656583629893239,1,0.697440525235087,0.697440525235087,,0.697440525235087,0.697440525235087,1,271.0,271.0,,271,271,1,60.0,60.0,,60,60,1,133.0,133.0,,133,133,1,98.0,98.0,,98,98,1,0.493375016688629,0.493375016688629,,0.493375016688629,0.493375016688629,1,0.486923299226048,0.486923299226048,,0.486923299226048,0.486923299226048,1,0.585204495534535,0.585204495534535,,0.585204495534535,0.585204495534535,1,1.31751814153459,1.31751814153459,,1.31751814153459,1.31751814153459
mtlunet,plateau,youden,0.194891921015674,1,0.640569395017794,0.640569395017794,,0.640569395017794,0.640569395017794,1,0.709682060135232,0.709682060135232,,0.709682060135232,0.709682060135232,1,216.0,216.0,,216,216,1,115.0,115.0,,115,115,1,87.0,87.0,,87,87,1,144.0,144.0,,144,144,1,0.493375016688629,0.493375016688629,,0.493375016688629,0.493375016688629,1,0.486923299226048,0.486923299226048,,0.486923299226048,0.486923299226048,1,0.56908248189494,0.56908248189494,,0.56908248189494,0.56908248189494,1,0.740478969282574,0.740478969282574,,0.740478969282574,0.740478969282574
mtlunet,plateau,youden,0.198403887617466,1,0.651245551601424,0.651245551601424,,0.651245551601424,0.651245551601424,1,0.713004015118819,0.713004015118819,,0.713004015118819,0.713004015118819,1,127.0,127.0,,127,127,1,204.0,204.0,,204,204,1,25.0,25.0,,25,25,1,206.0,206.0,,206,206,1,0.487504075270791,0.487504075270791,,0.487504075270791,0.487504075270791,1,0.475617513962064,0.475617513962064,,0.475617513962064,0.475617513962064,1,0.566429054217601,0.566429054217601,,0.566429054217601,0.566429054217601,1,0.796525355842378,0.796525355842378,,0.796525355842378,0.796525355842378
mtlunet,plateau,youden,0.2129663384378,1,0.688612099644128,0.688612099644128,,0.688612099644128,0.688612099644128,1,0.746707471783001,0.746707471783001,,0.746707471783001,0.746707471783001,1,148.0,148.0,,148,148,1,183.0,183.0,,183,183,1,26.0,26.0,,26,26,1,205.0,205.0,,205,205,1,0.48761502388862,0.48761502388862,,0.48761502388862,0.48761502388862,1,0.475653126960121,0.475653126960121,,0.475653126960121,0.475653126960121,1,0.552388135862215,0.552388135862215,,0.552388135862215,0.552388135862215,1,1.38486195935143,1.38486195935143,,1.38486195935143,1.38486195935143
mtlunet,plateau,youden,0.221461257370322,1,0.677935943060498,0.677935943060498,,0.677935943060498,0.677935943060498,1,0.744157152012137,0.744157152012137,,0.744157152012137,0.744157152012137,1,219.0,219.0,,219,219,1,112.0,112.0,,112,112,1,69.0,69.0,,69,69,1,162.0,162.0,,162,162,1,0.491100510449167,0.491100510449167,,0.491100510449167,0.491100510449167,1,0.476299570062293,0.476299570062293,,0.476299570062293,0.476299570062293,1,0.579670334996206,0.579670334996206,,0.579670334996206,0.579670334996206,1,1.53962896929847,1.53962896929847,,1.53962896929847,1.53962896929847
mtlunet,plateau,youden,0.233760266112507,1,0.667259786476868,0.667259786476868,,0.667259786476868,0.667259786476868,1,0.72642262068244,0.72642262068244,,0.72642262068244,0.72642262068244,1,196.0,196.0,,196,196,1,135.0,135.0,,135,135,1,52.0,52.0,,52,52,1,179.0,179.0,,179,179,1,0.487686141215614,0.487686141215614,,0.487686141215614,0.487686141215614,1,0.475680983313757,0.475680983313757,,0.475680983313757,0.475680983313757,1,0.571243909029003,0.571243909029003,,0.571243909029003,0.571243909029003,1,1.45829190148248,1.45829190148248,,1.45829190148248,1.45829190148248
mtlunet,warmcos,f1,0.181242186827418,1,0.683274021352313,0.683274021352313,,0.683274021352313,0.683274021352313,1,0.748446920652359,0.748446920652359,,0.748446920652359,0.748446920652359,1,221.0,221.0,,221,221,1,110.0,110.0,,110,110,1,68.0,68.0,,68,68,1,163.0,163.0,,163,163,1,0.493438624423843,0.493438624423843,,0.493438624423843,0.493438624423843,1,0.486943624057625,0.486943624057625,,0.486943624057625,0.486943624057625,1,0.582691528103823,0.582691528103823,,0.582691528103823,0.582691528103823,1,0.800606320301692,0.800606320301692,,0.800606320301692,0.800606320301692
mtlunet,warmcos,f1,0.188356965089063,1,0.631672597864769,0.631672597864769,,0.631672597864769,0.631672597864769,1,0.710623716666013,0.710623716666013,,0.710623716666013,0.710623716666013,1,218.0,218.0,,218,218,1,113.0,113.0,,113,113,1,94.0,94.0,,94,94,1,137.0,137.0,,137,137,1,0.487504075270791,0.487504075270791,,0.487504075270791,0.487504075270791,1,0.475617513962064,0.475617513962064,,0.475617513962064,0.475617513962064,1,0.543283985619596,0.543283985619596,,0.543283985619596,0.543283985619596,1,0.787964800993601,0.787964800993601,,0.787964800993601,0.787964800993601
mtlunet,warmcos,f1,0.221846918275512,1,0.649466192170819,0.649466192170819,,0.649466192170819,0.649466192170819,1,0.708949660611292,0.708949660611292,,0.708949660611292,0.708949660611292,1,204.0,204.0,,204,204,1,127.0,127.0,,127,127,1,70.0,70.0,,70,70,1,161.0,161.0,,161,161,1,0.487533611710753,0.487533611710753,,0.487533611710753,0.487533611710753,1,0.475610522537512,0.475610522537512,,0.475610522537512,0.475610522537512,1,0.542887623935887,0.542887623935887,,0.542887623935887,0.542887623935887,1,1.40929078393512,1.40929078393512,,1.40929078393512,1.40929078393512
mtlunet,warmcos,f1,0.227120560262171,1,0.697508896797153,0.697508896797153,,0.697508896797153,0.697508896797153,1,0.765318266828841,0.765318266828841,,0.765318266828841,0.765318266828841,1,223.0,223.0,,223,223,1,108.0,108.0,,108,108,1,62.0,62.0,,62,62,1,169.0,169.0,,169,169,1,0.487507706259589,0.487507706259589,,0.487507706259589,0.487507706259589,1,0.475618955683855,0.475618955683855,,0.475618955683855,0.475618955683855,1,0.584741402458827,0.584741402458827,,0.584741402458827,0.584741402458827,1,0.902022179630068,0.902022179630068,,0.902022179630068,0.902022179630068
mtlunet,warmcos,rate_match,0.188713642847819,1,0.681494661921708,0.681494661921708,,0.681494661921708,0.681494661921708,1,0.750866454793947,0.750866454793947,,0.750866454793947,0.750866454793947,1,202.0,202.0,,202,202,1,129.0,129.0,,129,129,1,50.0,50.0,,50,50,1,181.0,181.0,,181,181,1,0.493375685240463,0.493375685240463,,0.493375685240463,0.493375685240463,1,0.486923098413405,0.486923098413405,,0.486923098413405,0.486923098413405,1,0.583497454584182,0.583497454584182,,0.583497454584182,0.583497454584182,1,0.658444470829434,0.658444470829434,,0.658444470829434,0.658444470829434
mtlunet,warmcos,rate_match,0.18903157986911,1,0.660142348754448,0.660142348754448,,0.660142348754448,0.660142348754448,1,0.728279776618145,0.728279776618145,,0.728279776618145,0.728279776618145,1,240.0,240.0,,240,240,1,91.0,91.0,,91,91,1,100.0,100.0,,100,100,1,131.0,131.0,,131,131,1,0.487504075270791,0.487504075270791,,0.487504075270791,0.487504075270791,1,0.475617513962064,0.475617513962064,,0.475617513962064,0.475617513962064,1,0.547698000607629,0.547698000607629,,0.547698000607629,0.547698000607629,1,0.679551124572754,0.679551124572754,,0.679551124572754,0.679551124572754
mtlunet,warmcos,rate_match,0.201295464743782,1,0.670818505338078,0.670818505338078,,0.670818505338078,0.670818505338078,1,0.761983233282327,0.761983233282327,,0.761983233282327,0.761983233282327,1,235.0,235.0,,235,235,1,96.0,96.0,,96,96,1,89.0,89.0,,89,89,1,142.0,142.0,,142,142,1,0.487505387923353,0.487505387923353,,0.487505387923353,0.487505387923353,1,0.475617668334491,0.475617668334491,,0.475617668334491,0.475617668334491,1,0.583572633798994,0.583572633798994,,0.583572633798994,0.583572633798994,1,0.903543823295169,0.903543823295169,,0.903543823295169,0.903543823295169
mtlunet,warmcos,rate_match,0.203959227849331,1,0.679715302491103,0.679715302491103,,0.679715302491103,0.679715302491103,1,0.747322164240593,0.747322164240593,,0.747322164240593,0.747322164240593,1,220.0,220.0,,220,220,1,111.0,111.0,,111,111,1,69.0,69.0,,69,69,1,162.0,162.0,,162,162,1,0.493212576726432,0.493212576726432,,0.493212576726432,0.493212576726432,1,0.475886099861435,0.475886099861435,,0.475886099861435,0.475886099861435,1,0.582150932356389,0.582150932356389,,0.582150932356389,0.582150932356389,1,1.55864170524809,1.55864170524809,,1.55864170524809,1.55864170524809
mtlunet,warmcos,youden,0.217760974506085,1,0.699288256227758,0.699288256227758,,0.699288256227758,0.699288256227758,1,0.751729639947163,0.751729639947163,,0.751729639947163,0.751729639947163,1,147.0,147.0,,147,147,1,184.0,184.0,,184,184,1,22.0,22.0,,22,22,1,209.0,209.0,,209,209,1,0.487634777128289,0.487634777128289,,0.487634777128289,0.487634777128289,1,0.475661877207897,0.475661877207897,,0.475661877207897,0.475661877207897,1,0.580067979114895,0.580067979114895,,0.580067979114895,0.580067979114895,1,0.720382355981403,0.720382355981403,,0.720382355981403,0.720382355981403
mtlunet,warmcos,youden,0.217957313246602,1,0.699288256227758,0.699288256227758,,0.699288256227758,0.699288256227758,1,0.74560887249709,0.74560887249709,,0.74560887249709,0.74560887249709,1,262.0,262.0,,262,262,1,69.0,69.0,,69,69,1,100.0,100.0,,100,100,1,131.0,131.0,,131,131,1,0.499422836575519,0.499422836575519,,0.499422836575519,0.499422836575519,1,0.486766857460567,0.486766857460567,,0.486766857460567,0.486766857460567,1,0.585587949148069,0.585587949148069,,0.585587949148069,0.585587949148069,1,1.32799918121762,1.32799918121762,,1.32799918121762,1.32799918121762
mtlunet,warmcos,youden,0.222507699461188,1,0.619217081850534,0.619217081850534,,0.619217081850534,0.619217081850534,1,0.697937510626332,0.697937510626332,,0.697937510626332,0.697937510626332,1,179.0,179.0,,179,179,1,152.0,152.0,,152,152,1,62.0,62.0,,62,62,1,169.0,169.0,,169,169,1,0.487609744120312,0.487609744120312,,0.487609744120312,0.487609744120312,1,0.475626945814559,0.475626945814559,,0.475626945814559,0.475626945814559,1,0.561224462397419,0.561224462397419,,0.561224462397419,0.561224462397419,1,0.922861364152696,0.922861364152696,,0.922861364152696,0.922861364152696
mtlunet,warmcos,youden,0.225649074662097,1,0.660142348754448,0.660142348754448,,0.660142348754448,0.660142348754448,1,0.717908476216633,0.717908476216633,,0.717908476216633,0.717908476216633,1,219.0,219.0,,219,219,1,112.0,112.0,,112,112,1,79.0,79.0,,79,79,1,152.0,152.0,,152,152,1,0.493398619517287,0.493398619517287,,0.493398619517287,0.493398619517287,1,0.486918260545417,0.486918260545417,,0.486918260545417,0.486918260545417,1,0.571977069362058,0.571977069362058,,0.571977069362058,0.571977069362058,1,0.700742536120945,0.700742536120945,,0.700742536120945,0.700742536120945
simple_cnn,cosine,bal_acc,0.212234893226098,1,0.605683836589698,0.605683836589698,,0.605683836589698,0.605683836589698,1,0.60327898739452,0.60327898739452,,0.60327898739452,0.60327898739452,1,211.0,211.0,,211,211,1,120.0,120.0,,120,120,1,102.0,102.0,,102,102,1,130.0,130.0,,130,130,0,,,,,,0,,,,,,0,,,,,,1,0.677382038699256,0.677382038699256,,0.677382038699256,0.677382038699256
simple_cnn,cosine,bal_acc,0.230873322365352,1,0.419182948490231,0.419182948490231,,0.419182948490231,0.419182948490231,1,0.586272007500781,0.586272007500781,,0.586272007500781,0.586272007500781,1,21.0,21.0,,21,21,1,310.0,310.0,,310,310,1,17.0,17.0,,17,17,1,215.0,215.0,,215,215,0,,,,,,0,,,,,,0,,,,,,1,0.694597933027479,0.694597933027479,,0.694597933027479,0.694597933027479
simple_cnn,cosine,f1,0.180396151414053,1,0.573712255772647,0.573712255772647,,0.573712255772647,0.573712255772647,1,0.658857693509741,0.658857693509741,,0.658857693509741,0.658857693509741,1,87.0,87.0,,87,87,1,244.0,244.0,,244,244,1,20.0,20.0,,20,20,1,212.0,212.0,,212,212,0,,,,,,0,,,,,,0,,,,,,1,0.668525235520469,0.668525235520469,,0.668525235520469,0.668525235520469
simple_cnn,cosine,f1,0.185602101861296,1,0.579040852575488,0.579040852575488,,0.579040852575488,0.579040852575488,1,0.635001041775185,0.635001041775185,,0.635001041775185,0.635001041775185,1,163.0,163.0,,163,163,1,168.0,168.0,,168,168,1,74.0,74.0,,74,74,1,158.0,158.0,,158,158,0,,,,,,0,,,,,,0,,,,,,1,0.685296383168962,0.685296383168962,,0.685296383168962,0.685296383168962
simple_cnn,cosine,f1,0.212967220409843,1,0.58259325044405,0.58259325044405,,0.58259325044405,0.58259325044405,1,0.625403687884155,0.625403687884155,,0.625403687884155,0.625403687884155,1,171.0,171.0,,171,171,1,160.0,160.0,,160,160,1,75.0,75.0,,75,75,1,157.0,157.0,,157,157,0,,,,,,0,,,,,,0,,,,,,1,0.686259885629018,0.686259885629018,,0.686259885629018,0.686259885629018
simple_cnn,cosine,f1,0.216562820242598,1,0.607460035523979,0.607460035523979,,0.607460035523979,0.607460035523979,1,0.601755391186582,0.601755391186582,,0.601755391186582,0.601755391186582,1,208.0,208.0,,208,208,1,123.0,123.0,,123,123,1,98.0,98.0,,98,98,1,134.0,134.0,,134,134,0,,,,,,0,,,,,,0,,,,,,1,0.679481638802422,0.679481638802422,,0.679481638802422,0.679481638802422
simple_cnn,cosine,f1,0.217240113994282,1,0.603907637655417,0.603907637655417,,0.603907637655417,0.603907637655417,1,0.603057610167726,0.603057610167726,,0.603057610167726,0.603057610167726,1,200.0,200.0,,200,200,1,131.0,131.0,,131,131,1,92.0,92.0,,92,92,1,140.0,140.0,,140,140,0,,,,,,0,,,,,,0,,,,,,1,0.690416150622898,0.690416150622898,,0.690416150622898,0.690416150622898
simple_cnn,cosine,f1,0.218008591861682,1,0.591474245115453,0.591474245115453,,0.591474245115453,0.591474245115453,1,0.626666840295864,0.626666840295864,,0.626666840295864,0.626666840295864,1,182.0,182.0,,182,182,1,149.0,149.0,,149,149,1,81.0,81.0,,81,81,1,151.0,151.0,,151,151,0,,,,,,0,,,,,,0,,,,,,1,0.670900464057922,0.670900464057922,,0.670900464057922,0.670900464057922
simple_cnn,cosine,f1,0.219672898504091,1,0.586145648312611,0.586145648312611,,0.586145648312611,0.586145648312611,1,0.598317533076362,0.598317533076362,,0.598317533076362,0.598317533076362,1,189.0,189.0,,189,189,1,142.0,142.0,,142,142,1,91.0,91.0,,91,91,1,141.0,141.0,,141,141,0,,,,,,0,,,,,,0,,,,,,1,0.684584074550205,0.684584074550205,,0.684584074550205,0.684584074550205
simple_cnn,cosine,f1,0.220469894408826,1,0.609236234458259,0.609236234458259,,0.609236234458259,0.609236234458259,1,0.611118345661006,0.611118345661006,,0.611118345661006,0.611118345661006,1,198.0,198.0,,198,198,1,133.0,133.0,,133,133,1,87.0,87.0,,87,87,1,145.0,145.0,,145,145,0,,,,,,0,,,,,,0,,,,,,1,0.681676467259725,0.681676467259725,,0.681676467259725,0.681676467259725
simple_cnn,cosine,f1,0.221060050071739,1,0.580817051509769,0.580817051509769,,0.580817051509769,0.580817051509769,1,0.633464423377435,0.633464423377435,,0.633464423377435,0.633464423377435,1,166.0,166.0,,166,166,1,165.0,165.0,,165,165,1,71.0,71.0,,71,71,1,161.0,161.0,,161,161,0,,,,,,0,,,,,,0,,,,,,1,0.692220038837857,0.692220038837857,,0.692220038837857,0.692220038837857
simple_cnn,cosine,f1,0.22142849284476,1,0.595026642984014,0.595026642984014,,0.595026642984014,0.595026642984014,1,0.622682050213564,0.622682050213564,,0.622682050213564,0.622682050213564,1,194.0,194.0,,194,194,1,137.0,137.0,,137,137,1,91.0,91.0,,91,91,1,141.0,141.0,,141,141,0,,,,,,0,,,,,,0,,,,,,1,0.677205857303407,0.677205857303407,,0.677205857303407,0.677205857303407
simple_cnn,cosine,f1,0.22526207762719,1,0.602131438721137,0.602131438721137,,0.602131438721137,0.602131438721137,1,0.632344515053651,0.632344515053651,,0.632344515053651,0.632344515053651,1,184.0,184.0,,184,184,1,147.0,147.0,,147,147,1,77.0,77.0,,77,77,1,155.0,155.0,,155,155,0,,,,,,0,,,,,,0,,,,,,1,0.682942678531011,0.682942678531011,,0.682942678531011,0.682942678531011
simple_cnn,cosine,f1,0.225697519544248,1,0.598579040852576,0.598579040852576,,0.598579040852576,0.598579040852576,1,0.639780185435983,0.639780185435983,,0.639780185435983,0.639780185435983,1,203.0,203.0,,203,203,1,128.0,128.0,,128,128,1,98.0,98.0,,98,98,1,134.0,134.0,,134,134,0,,,,,,0,,,,,,0,,,,,,1,0.66190869278378,0.66190869278378,,0.66190869278378,0.66190869278378
simple_cnn,cosine,rate_match,0.193129124109694,1,0.557726465364121,0.557726465364121,,0.557726465364121,0.557726465364121,1,0.575639389519742,0.575639389519742,,0.575639389519742,0.575639389519742,1,234.0,234.0,,234,234,1,97.0,97.0,,97,97,1,152.0,152.0,,152,152,1,80.0,80.0,,80,80,0,,,,,,0,,,,,,0,,,,,,1,0.684780399004618,0.684780399004618,,0.684780399004618,0.684780399004618
simple_cnn,cosine,rate_match,0.194240521056275,1,0.607460035523979,0.607460035523979,,0.607460035523979,0.607460035523979,1,0.625520887592458,0.625520887592458,,0.625520887592458,0.625520887592458,1,189.0,189.0,,189,189,1,142.0,142.0,,142,142,1,79.0,79.0,,79,79,1,153.0,153.0,,153,153,0,,,,,,0,,,,,,0,,,,,,1,0.676814407110214,0.676814407110214,,0.676814407110214,0.676814407110214
simple_cnn,cosine,rate_match,0.203786619428693,1,0.536412078152753,0.536412078152753,,0.536412078152753,0.536412078152753,1,0.553573288884259,0.553573288884259,,0.553573288884259,0.553573288884259,1,173.0,173.0,,173,173,1,158.0,158.0,,158,158,1,103.0,103.0,,103,103,1,129.0,129.0,,129,129,0,,,,,,0,,,,,,0,,,,,,1,0.693922367360857,0.693922367360857,,0.693922367360857,0.693922367360857
simple_cnn,cosine,rate_match,0.204140002071384,1,0.641207815275311,0.641207815275311,,0.641207815275311,0.641207815275311,1,0.66772580477133,0.66772580477133,,0.66772580477133,0.66772580477133,1,231.0,231.0,,231,231,1,100.0,100.0,,100,100,1,102.0,102.0,,102,102,1,130.0,130.0,,130,130,0,,,,,,0,,,,,,0,,,,,,1,0.660320474041833,0.660320474041833,,0.660320474041833,0.660320474041833
simple_cnn,cosine,rate_match,0.207650571334244,1,0.609236234458259,0.609236234458259,,0.609236234458259,0.609236234458259,1,0.603552453380561,0.603552453380561,,0.603552453380561,0.603552453380561,1,214.0,214.0,,214,214,1,117.0,117.0,,117,117,1,103.0,103.0,,103,103,1,129.0,129.0,,129,129,0,,,,,,0,,,,,,0,,,,,,1,0.693139033185111,0.693139033185111,,0.693139033185111,0.693139033185111
simple_cnn,cosine,rate_match,0.20923978766072,1,0.570159857904085,0.570159857904085,,0.570159857904085,0.570159857904085,1,0.606235024481717,0.606235024481717,,0.606235024481717,0.606235024481717,1,96.0,96.0,,96,96,1,235.0,235.0,,235,235,1,39.0,39.0,,39,39,1,193.0,193.0,,193,193,0,,,,,,0,,,,,,0,,,,,,1,0.690663980113136,0.690663980113136,,0.690663980113136,0.690663980113136
simple_cnn,cosine,rate_match,0.210738854897465,1,0.577264653641208,0.577264653641208,,0.577264653641208,0.577264653641208,1,0.619074903635795,0.619074903635795,,0.619074903635795,0.619074903635795,1,163.0,163.0,,163,163,1,168.0,168.0,,168,168,1,70.0,70.0,,70,70,1,162.0,162.0,,162,162,0,,,,,,0,,,,,,0,,,,,,1,0.691921446058485,0.691921446058485,,0.691921446058485,0.691921446058485
simple_cnn,cosine,rate_match,0.222462258233628,1,0.607460035523979,0.607460035523979,,0.607460035523979,0.607460035523979,1,0.605636003750391,0.605636003750391,,0.605636003750391,0.605636003750391,1,117.0,117.0,,117,117,1,214.0,214.0,,214,214,1,46.0,46.0,,46,46,1,186.0,186.0,,186,186,0,,,,,,0,,,,,,0,,,,,,1,0.684246990415785,0.684246990415785,,0.684246990415785,0.684246990415785
simple_cnn,cosine,rate_match,0.231160313086894,1,0.607460035523979,0.607460035523979,,0.607460035523979,0.607460035523979,1,0.622812272111678,0.622812272111678,,0.622812272111678,0.622812272111678,1,191.0,191.0,,191,191,1,140.0,140.0,,140,140,1,81.0,81.0,,81,81,1,151.0,151.0,,151,151,0,,,,,,0,,,,,,0,,,,,,1,0.677103870444828,0.677103870444828,,0.677103870444828,0.677103870444828
simple_cnn,cosine,rate_match,0.235078006453763,1,0.566607460035524,0.566607460035524,,0.566607460035524,0.566607460035524,1,0.620207834149391,0.620207834149391,,0.620207834149391,0.620207834149391,1,154.0,154.0,,154,154,1,177.0,177.0,,177,177,1,67.0,67.0,,67,67,1,165.0,165.0,,165,165,0,,,,,,0,,,,,,0,,,,,,1,0.677982648213705,0.677982648213705,,0.677982648213705,0.677982648213705
simple_cnn,cosine,youden,0.18202095263053,1,0.619893428063943,0.619893428063943,,0.619893428063943,0.619893428063943,1,0.626836128763413,0.626836128763413,,0.626836128763413,0.626836128763413,1,224.0,224.0,,224,224,1,107.0,107.0,,107,107,1,107.0,107.0,,107,107,1,125.0,125.0,,125,125,0,,,,,,0,,,,,,0,,,,,,1,0.684705495834351,0.684705495834351,,0.684705495834351,0.684705495834351
simple_cnn,cosine,youden,0.184161564114971,1,0.612788632326821,0.612788632326821,,0.612788632326821,0.612788632326821,1,0.608943639962496,0.608943639962496,,0.608943639962496,0.608943639962496,1,204.0,204.0,,204,204,1,127.0,127.0,,127,127,1,91.0,91.0,,91,91,1,141.0,141.0,,141,141,0,,,,,,0,,,,,,0,,,,,,1,0.682068910863664,0.682068910863664,,0.682068910863664,0.682068910863664
simple_cnn,cosine,youden,0.186344427986926,1,0.623445825932504,0.623445825932504,,0.623445825932504,0.623445825932504,1,0.634896864256693,0.634896864256693,,0.634896864256693,0.634896864256693,1,237.0,237.0,,237,237,1,94.0,94.0,,94,94,1,118.0,118.0,,118,118,1,114.0,114.0,,114,114,0,,,,,,0,,,,,,0,,,,,,1,0.667190849781036,0.667190849781036,,0.667190849781036,0.667190849781036
simple_cnn,cosine,youden,0.193542392189498,1,0.618117229129663,0.618117229129663,,0.618117229129663,0.618117229129663,1,0.603500364621315,0.603500364621315,,0.603500364621315,0.603500364621315,1,221.0,221.0,,221,221,1,110.0,110.0,,110,110,1,105.0,105.0,,105,105,1,127.0,127.0,,127,127,0,,,,,,0,,,,,,0,,,,,,1,0.691024866369036,0.691024866369036,,0.691024866369036,0.691024866369036
simple_cnn,cosine,youden,0.194272513725938,1,0.609236234458259,0.609236234458259,,0.609236234458259,0.609236234458259,1,0.645197416397542,0.645197416397542,,0.645197416397542,0.645197416397542,1,213.0,213.0,,213,213,1,118.0,118.0,,118,118,1,102.0,102.0,,102,102,1,130.0,130.0,,130,130,0,,,,,,0,,,,,,0,,,,,,1,0.673334886630376,0.673334886630376,,0.673334886630376,0.673334886630376
simple_cnn,cosine,youden,0.197036075069462,1,0.591474245115453,0.591474245115453,,0.591474245115453,0.591474245115453,1,0.604144963016981,0.604144963016981,,0.604144963016981,0.604144963016981,1,192.0,192.0,,192,192,1,139.0,139.0,,139,139,1,91.0,91.0,,91,91,1,141.0,141.0,,141,141,0,,,,,,0,,,,,,0,,,,,,1,0.684335947036743,0.684335947036743,,0.684335947036743,0.684335947036743
simple_cnn,cosine,youden,0.20749497539608,1,0.561278863232682,0.561278863232682,,0.561278863232682,0.561278863232682,1,0.567168455047401,0.567168455047401,,0.567168455047401,0.567168455047401,1,203.0,203.0,,203,203,1,128.0,128.0,,128,128,1,119.0,119.0,,119,119,1,113.0,113.0,,113,113,0,,,,,,0,,,,,,0,,,,,,1,0.689527134100596,0.689527134100596,,0.689527134100596,0.689527134100596
simple_cnn,cosine,youden,0.210363146376356,1,0.579040852575488,0.579040852575488,,0.579040852575488,0.579040852575488,1,0.587404938014377,0.587404938014377,,0.587404938014377,0.587404938014377,1,190.0,190.0,,190,190,1,141.0,141.0,,141,141,1,96.0,96.0,,96,96,1,136.0,136.0,,136,136,0,,,,,,0,,,,,,0,,,,,,1,0.690490086873372,0.690490086873372,,0.690490086873372,0.690490086873372
simple_cnn,cosine,youden,0.211703749458796,1,0.573712255772647,0.573712255772647,,0.573712255772647,0.573712255772647,1,0.574213459735389,0.574213459735389,,0.574213459735389,0.574213459735389,1,202.0,202.0,,202,202,1,129.0,129.0,,129,129,1,111.0,111.0,,111,111,1,121.0,121.0,,121,121,0,,,,,,0,,,,,,0,,,,,,1,0.687950468725628,0.687950468725628,,0.687950468725628,0.687950468725628
simple_cnn,cosine,youden,0.214432311588575,1,0.619893428063943,0.619893428063943,,0.619893428063943,0.619893428063943,1,0.62291644963017,0.62291644963017,,0.62291644963017,0.62291644963017,1,221.0,221.0,,221,221,1,110.0,110.0,,110,110,1,104.0,104.0,,104,104,1,128.0,128.0,,128,128,0,,,,,,0,,,,,,0,,,,,,1,0.677195476161109,0.677195476161109,,0.677195476161109,0.677195476161109
