Name,architecture,lr_scheduler,calibration_method,dropout_rate,val/acc,val/auc,val/cls_confmat_00,val/cls_confmat_01,val/cls_confmat_10,val/cls_confmat_11,val/dice,val/iou,val/multi,val/loss,val/auc
prime-sweep-9,mtlunet,plateau,youden,0.194891921015674,0.640569395017794,0.709682060135232,216,115,87,144,0.493375016688629,0.486923299226048,0.56908248189494,0.740478969282574,0.709682060135232
gallant-sweep-2,mtlunet,warmcos,f1,0.221846918275512,0.649466192170819,0.708949660611292,204,127,70,161,0.487533611710753,0.475610522537512,0.542887623935887,1.40929078393512,0.708949660611292
wild-sweep-1,vit,warmcos,f1,0.182218071029398,0.634103019538188,0.705294822377331,191,140,66,166,,,,0.625533560911814,0.705294822377331
true-sweep-2,vit,plateau,bal_acc,0.181766404077378,0.644760213143872,0.704448380039588,221,110,90,142,,,,0.618767112493515,0.704448380039588
northern-sweep-1,mtlunet,cosine,youden,0.195933280848553,0.633451957295374,0.704280613646173,193,138,68,163,0.488041787615427,0.47565812725953,0.563725376726188,1.59369092517429,0.704280613646173
skilled-sweep-1,mtlunet,none,rate_match,0.238889532634785,0.645907473309609,0.699781587999111,220,111,90,141,0.493375016688629,0.486923299226048,0.586257973778346,0.67697407801946,0.699781587999111
devout-sweep-1,mtlunet,warmcos,youden,0.222507699461188,0.619217081850534,0.697937510626332,179,152,62,169,0.487609744120312,0.475626945814559,0.561224462397419,0.922861364152696,0.697937510626332
solar-sweep-9,vit,cosine,bal_acc,0.180954019416527,0.642984014209592,0.697767996666319,211,120,81,151,,,,0.623628523614672,0.697767996666319
fresh-sweep-1,mtlunet,plateau,youden,0.190779989115674,0.656583629893239,0.697440525235087,271,60,133,98,0.493375016688629,0.486923299226048,0.585204495534535,1.31751814153459,0.697440525235087
dandy-sweep-1,mtlunet,none,youden,0.226363643615116,0.656583629893239,0.697231268228247,201,130,63,168,0.496476528915915,0.487495867729404,0.546665213743998,1.45392236444685,0.697231268228247
unique-sweep-10,mtlunet,plateau,f1,0.18042457798775,0.633451957295374,0.696211140319902,220,111,95,136,0.493375016688629,0.486923299226048,0.544084047596447,0.737403055032094,0.696211140319902
pious-sweep-4,vit,none,rate_match,0.230055417271507,0.641207815275311,0.695410980310449,200,131,71,161,,,,0.644393917587068,0.695410980310449
snowy-sweep-1,mtlunet,none,youden,0.202217866023549,0.645907473309609,0.694288591569558,212,119,80,151,0.487557758432159,0.475615174659318,0.580586633343989,0.910748991701338,0.694288591569558
dainty-sweep-20,vit,warmcos,f1,0.186392348917268,0.641207815275311,0.692689342639859,244,87,115,117,,,,0.631761809190114,0.692689342639859
fiery-sweep-16,vit,cosine,bal_acc,0.215057428307335,0.644760213143872,0.690931347015314,186,145,55,177,,,,0.638511134518517,0.690931347015314
lyric-sweep-1,vit,warmcos,youden,0.236171402456032,0.58436944937833,0.687962287738306,136,195,39,193,,,,0.704009122318692,0.687962287738306
glad-sweep-22,simple_cnn,none,rate_match,0.212379824719252,0.641207815275311,0.687623710803209,184,147,55,177,,,,0.647945231861538,0.687623710803209
fiery-sweep-2,vit,none,rate_match,0.21502181348016,0.630550621669627,0.681848369621836,160,171,43,189,,,,0.64113939470715,0.681848369621836
wild-sweep-2,vit,none,f1,0.181350369258154,0.619893428063943,0.680500572976352,97,234,16,216,,,,0.633598864078522,0.680500572976352
sleek-sweep-1,vit,plateau,bal_acc,0.212306840900064,0.644760213143872,0.677609646838212,244,87,113,119,,,,0.63484130303065,0.677609646838212
pious-sweep-3,vit,cosine,bal_acc,0.237344389885771,0.55595026642984,0.676932492968017,126,205,45,187,,,,0.66604161924786,0.676932492968017
happy-sweep-17,simple_cnn,cosine,rate_match,0.204140002071384,0.641207815275311,0.66772580477133,231,100,102,130,,,,0.660320474041833,0.66772580477133
sage-sweep-5,vit,plateau,bal_acc,0.222165514344511,0.621669626998224,0.667491405354724,188,143,70,162,,,,0.633717344866859,0.667491405354724
graceful-sweep-21,vit,warmcos,bal_acc,0.208243980017416,0.619893428063943,0.667335139076987,256,75,139,93,,,,0.650791638427311,0.667335139076987
super-sweep-30,vit,cosine,f1,0.236420037909865,0.612788632326821,0.663584748411293,187,144,74,158,,,,0.663995378547245,0.663584748411293
ethereal-sweep-10,simple_cnn,warmcos,rate_match,0.190141030712926,0.651865008880995,0.662256485050526,233,98,98,134,,,,0.661339620749156,0.662256485050526
likely-sweep-36,simple_cnn,warmcos,youden,0.227634395888494,0.628774422735346,0.661761641837691,217,114,95,137,,,,0.662630720271005,0.661761641837691
misty-sweep-13,simple_cnn,plateau,youden,0.200204255382179,0.642984014209592,0.660068757162204,230,101,100,132,,,,0.661669125159582,0.660068757162204
toasty-sweep-16,vit,cosine,youden,0.180466078892742,0.589698046181172,0.659912490884467,316,15,216,16,,,,0.664238221115536,0.659912490884467
apricot-sweep-5,vit,warmcos,f1,0.199062408418857,0.609236234458259,0.659417647671633,200,131,89,143,,,,0.659349103768667,0.659417647671633
curious-sweep-7,simple_cnn,plateau,youden,0.199289180282295,0.626998223801066,0.659105115116158,107,224,28,204,,,,0.655132538742489,0.659105115116158
fluent-sweep-21,simple_cnn,cosine,f1,0.180396151414053,0.573712255772647,0.658857693509741,87,244,20,212,,,,0.668525235520469,0.658857693509741
icy-sweep-59,simple_cnn,warmcos,rate_match,0.199194976882812,0.573712255772647,0.658115428690489,89,242,18,214,,,,0.670511139763726,0.658115428690489
desert-sweep-4,simple_cnn,plateau,youden,0.188188770649153,0.619893428063943,0.657464319199917,212,119,95,137,,,,0.659793161683612,0.657464319199917
glamorous-sweep-7,simple_cnn,plateau,rate_match,0.223532348900065,0.591474245115453,0.655484946348578,184,147,83,149,,,,0.660892794529597,0.655484946348578
youthful-sweep-7,simple_cnn,none,rate_match,0.19578157212483,0.589698046181172,0.654859881237629,176,155,76,156,,,,0.674946010112763,0.654859881237629
fanciful-sweep-11,simple_cnn,warmcos,rate_match,0.193446576825257,0.635879218472469,0.653792061673091,227,104,101,131,,,,0.665417260593838,0.653792061673091
honest-sweep-8,vit,cosine,youden,0.19214302821636,0.561278863232682,0.653726950724034,112,219,29,203,,,,0.71363553735945,0.653726950724034
iconic-sweep-7,simple_cnn,warmcos,f1,0.211799393131922,0.609236234458259,0.652554953641004,199,132,88,144,,,,0.664970202578439,0.652554953641004
glamorous-sweep-55,simple_cnn,plateau,youden,0.194722492582227,0.598579040852576,0.65134388998854,109,222,32,200,,,,0.66078092985683,0.65134388998854
northern-sweep-54,simple_cnn,plateau,rate_match,0.216242799148248,0.596802841918295,0.651096468382123,108,223,26,206,,,,0.662814021110535,0.651096468382123
earthy-sweep-51,simple_cnn,plateau,f1,0.215707766732206,0.614564831261101,0.65070580268778,105,226,25,207,,,,0.663497626781464,0.65070580268778
revived-sweep-6,simple_cnn,warmcos,youden,0.210853794642957,0.618117229129663,0.649716116262111,206,125,90,142,,,,0.666326108906004,0.649716116262111
super-sweep-56,simple_cnn,warmcos,f1,0.195585069577747,0.612788632326821,0.649208250859465,191,140,78,154,,,,0.671528266535865,0.649208250859465
vague-sweep-12,simple_cnn,none,youden,0.211583008136561,0.603907637655417,0.647866965308886,197,134,89,143,,,,0.678789622253842,0.647866965308886
apricot-sweep-16,simple_cnn,plateau,rate_match,0.199241908339711,0.63765541740675,0.647710699031149,230,101,103,129,,,,0.667141523626116,0.647710699031149
valiant-sweep-5,vit,plateau,bal_acc,0.190779944956678,0.616341030195382,0.647489321804355,273,58,158,74,,,,0.65273521343867,0.647489321804355
clean-sweep-1,vit,none,rate_match,0.223979787379673,0.623445825932504,0.647424210855297,206,125,87,145,,,,0.66877547899882,0.647424210855297
avid-sweep-13,simple_cnn,none,f1,0.203285418294561,0.58259325044405,0.646707990415668,172,159,76,156,,,,0.679049832953347,0.646707990415668
zany-sweep-1,simple_cnn,warmcos,f1,0.198895348921369,0.612788632326821,0.646642879466611,213,118,100,132,,,,0.666360567013423,0.646642879466611
youthful-sweep-11,simple_cnn,none,rate_match,0.223611173116066,0.596802841918295,0.645952703406605,181,150,77,155,,,,0.677001078923543,0.645952703406605
likely-sweep-9,simple_cnn,plateau,f1,0.203278981994608,0.573712255772647,0.645601104281696,166,165,75,157,,,,0.678009990188811,0.645601104281696
stilted-sweep-5,simple_cnn,warmcos,rate_match,0.190327990308648,0.618117229129663,0.645483904573393,209,122,93,139,,,,0.668259104092916,0.645483904573393
desert-sweep-1,simple_cnn,cosine,youden,0.194272513725938,0.609236234458259,0.645197416397542,213,118,102,130,,,,0.673334886630376,0.645197416397542
cool-sweep-9,simple_cnn,warmcos,f1,0.195122380164409,0.644760213143872,0.644142619022815,234,97,103,129,,,,0.668162481652366,0.644142619022815
clean-sweep-20,simple_cnn,cosine,youden,0.225998288351491,0.630550621669627,0.643478487342431,75,256,21,211,,,,0.666705936193466,0.643478487342431
helpful-sweep-7,simple_cnn,warmcos,youden,0.228935267937439,0.63765541740675,0.643074799458277,231,100,104,128,,,,0.668484810325835,0.643074799458277
winter-sweep-22,simple_cnn,none,youden,0.220595639526993,0.61101243339254,0.642475778726951,207,124,95,137,,,,0.677797039349874,0.642475778726951
silvery-sweep-1,vit,cosine,youden,0.202547859601054,0.605683836589698,0.642449734347328,198,133,89,143,,,,0.672869331306881,0.642449734347328
firm-sweep-5,simple_cnn,warmcos,f1,0.199376445555439,0.609236234458259,0.642358579018648,63,268,11,221,,,,0.666522562503815,0.642358579018648
apricot-sweep-8,simple_cnn,plateau,f1,0.184682448967913,0.626998223801066,0.642241379310345,110,221,31,201,,,,0.662273095713721,0.642241379310345
apricot-sweep-21,simple_cnn,none,bal_acc,0.230537606190547,0.612788632326821,0.642059068652985,205,126,92,140,,,,0.661703579955631,0.642059068652985
rich-sweep-6,simple_cnn,plateau,youden,0.188836924311066,0.614564831261101,0.641772580477133,213,118,99,133,,,,0.667491674423218,0.641772580477133
exalted-sweep-7,simple_cnn,plateau,rate_match,0.184598999947504,0.561278863232682,0.641225648505053,147,184,63,169,,,,0.678679462936189,0.641225648505053
brisk-sweep-10,simple_cnn,plateau,f1,0.182251678588379,0.603907637655417,0.641069382227315,187,144,79,153,,,,0.677762104405297,0.641069382227315
likely-sweep-4,simple_cnn,warmcos,youden,0.23186698565308,0.595026642984014,0.640600583394104,185,146,82,150,,,,0.678864502244525,0.640600583394104
rich-sweep-18,simple_cnn,cosine,f1,0.225697519544248,0.598579040852576,0.639780185435983,203,128,98,134,,,,0.66190869278378,0.639780185435983
copper-sweep-15,vit,none,rate_match,0.189446960882709,0.628774422735346,0.638282633607667,302,29,180,52,,,,0.691989190048642,0.638282633607667
confused-sweep-5,simple_cnn,plateau,youden,0.193750245274816,0.626998223801066,0.63803521200125,237,94,116,116,,,,0.666428705056508,0.63803521200125
honest-sweep-8,vit,cosine,f1,0.205938687971164,0.595026642984014,0.638022189811439,241,90,138,94,,,,0.668906248278088,0.638022189811439
wandering-sweep-12,simple_cnn,none,youden,0.21131018913645,0.628774422735346,0.636967392436712,229,102,107,125,,,,0.67190169956949,0.636967392436712
upbeat-sweep-5,simple_cnn,warmcos,rate_match,0.202036297700828,0.614564831261101,0.635547973747265,219,112,105,127,,,,0.670097466972139,0.635547973747265
magic-sweep-11,simple_cnn,plateau,f1,0.205709759078314,0.593250444049734,0.635235441191791,178,153,76,156,,,,0.682477543751399,0.635235441191791
radiant-sweep-1,simple_cnn,cosine,f1,0.185602101861296,0.579040852575488,0.635001041775185,163,168,74,158,,,,0.685296383168962,0.635001041775185
lucky-sweep-8,simple_cnn,cosine,youden,0.186344427986926,0.623445825932504,0.634896864256693,237,94,118,114,,,,0.667190849781036,0.634896864256693
dashing-sweep-9,simple_cnn,none,rate_match,0.231791623221064,0.58436944937833,0.634844775497448,171,160,74,158,,,,0.682492329014672,0.634844775497448
earnest-sweep-25,simple_cnn,none,f1,0.216445405792818,0.58436944937833,0.634714553599333,167,164,70,162,,,,0.688229474756453,0.634714553599333
lyric-sweep-2,simple_cnn,none,youden,0.231704612087212,0.598579040852576,0.634037399729138,191,140,86,146,,,,0.682779941293928,0.634037399729138
denim-sweep-10,vit,warmcos,f1,0.233538363934889,0.575488454706927,0.633620689655173,214,117,122,110,,,,0.676546467675103,0.633620689655173
jumping-sweep-2,simple_cnn,cosine,f1,0.221060050071739,0.580817051509769,0.633464423377435,166,165,71,161,,,,0.692220038837857,0.633464423377435
fast-sweep-23,simple_cnn,none,f1,0.234888716143838,0.602131438721137,0.632461714761955,209,122,102,130,,,,0.665534191661411,0.632461714761955
lemon-sweep-2,simple_cnn,cosine,f1,0.22526207762719,0.602131438721137,0.632344515053651,184,147,77,155,,,,0.682942678531011,0.632344515053651
brisk-sweep-14,simple_cnn,plateau,rate_match,0.227444782423339,0.589698046181172,0.632175226586103,180,151,80,152,,,,0.68082829647594,0.632175226586103
copper-sweep-17,simple_cnn,warmcos,f1,0.231858939232777,0.47246891651865,0.631979893738931,50,281,16,216,,,,0.669590920209885,0.631979893738931
dashing-sweep-5,simple_cnn,none,f1,0.227120020103713,0.600355239786856,0.631797583081571,58,273,16,216,,,,0.683022310336431,0.631797583081571
grateful-sweep-12,simple_cnn,warmcos,rate_match,0.193485435724099,0.586145648312611,0.631472028336285,61,270,18,214,,,,0.68667987982432,0.631472028336285
wobbly-sweep-56,simple_cnn,plateau,f1,0.203162352330937,0.607460035523979,0.631393895197416,57,274,17,215,,,,0.670382148689694,0.631393895197416
stellar-sweep-13,vit,plateau,bal_acc,0.227751782825344,0.609236234458259,0.631380873007605,223,108,112,120,,,,0.680411762661404,0.631380873007605
lucky-sweep-8,simple_cnn,none,f1,0.208135633431519,0.609236234458259,0.63052140848005,227,104,116,116,,,,0.668917609585656,0.63052140848005
fluent-sweep-3,simple_cnn,warmcos,youden,0.192015686872277,0.602131438721137,0.630482341910616,191,140,84,148,,,,0.681949840651618,0.630482341910616
bumbling-sweep-14,simple_cnn,none,f1,0.228715713691588,0.570159857904085,0.630182831544953,156,175,67,165,,,,0.690604587395986,0.630182831544953
dutiful-sweep-2,simple_cnn,none,rate_match,0.234785972850087,0.58259325044405,0.629831232420044,167,164,71,161,,,,0.678342243035634,0.629831232420044
comic-sweep-1,vit,warmcos,f1,0.238392323078625,0.571936056838366,0.629479633295135,163,168,73,159,,,,0.67804831928677,0.629479633295135
major-sweep-22,simple_cnn,none,f1,0.226706832786932,0.616341030195382,0.629023856651734,232,99,117,115,,,,0.667585670948029,0.629023856651734
stilted-sweep-11,vit,plateau,bal_acc,0.204367394138009,0.538188277087034,0.628854568184186,94,237,23,209,,,,0.680854956309001,0.628854568184186
dainty-sweep-2,vit,none,youden,0.185721571718768,0.570159857904085,0.628294614022294,141,190,52,180,,,,0.697156157758501,0.628294614022294
gentle-sweep-50,simple_cnn,plateau,f1,0.203157783769955,0.602131438721137,0.627591415772476,74,257,28,204,,,,0.671938505437639,0.627591415772476
pretty-sweep-5,simple_cnn,warmcos,f1,0.212114706832006,0.587921847246892,0.627239816647567,169,162,70,162,,,,0.680880635976791,0.627239816647567
hearty-sweep-1,simple_cnn,plateau,youden,0.208141887445101,0.618117229129663,0.627070528180019,235,96,119,113,,,,0.669393261273702,0.627070528180019
