val/dice,calibration_method,dropout_rate,lr,val/cls_confmat_00,lr_scheduler,architecture,val/multi,Name,val/loss,val/acc,val/cls_confmat_11,train/lr,val/cls_confmat_01,val/iou,val/auc,opt/lr,val/cls_confmat_10,effective_lr
,f1,0.1815919887955,0.000243132376705,182,warmcos,simple_cnn,,smart-sweep-7,0.681394636631012,0.591474245115453,151,4.15210166470519e-07,149,,0.607328888425878,0.0,81,0.000243132376705
,bal_acc,0.198461632349319,0.0002961669284661,187,warmcos,simple_cnn,,skilled-sweep-6,0.678303493393792,0.596802841918295,149,5.33472376561984e-07,144,,0.611196478799875,0.0,83,0.0002961669284661
,f1,0.235377346801614,0.0002168293928732,189,warmcos,simple_cnn,,sandy-sweep-3,0.689493437608083,0.545293072824156,118,3.70291153859131e-07,142,,0.569030628190437,0.0,114,0.0002168293928732
,f1,0.223368794915214,0.0001058613209181,182,warmcos,simple_cnn,,super-sweep-5,0.684764769342211,0.600355239786856,156,1.90683310755478e-07,149,,0.598252422127305,0.0,76,0.0001058613209181
,f1,0.228988292493148,0.0001580564512504,176,warmcos,simple_cnn,,laced-sweep-4,0.682523532046212,0.587921847246892,155,2.69921457293468e-07,155,,0.604880716741327,0.0,77,0.0001580564512504
,f1,0.216927194117389,0.000173629986891,187,warmcos,simple_cnn,,eager-sweep-2,0.690004626909892,0.541740674955595,118,2.96517217239172e-07,144,,0.56408219606209,0.0,114,0.000173629986891
,bal_acc,0.200454208699548,0.0001012666818698,171,warmcos,simple_cnn,,ethereal-sweep-3,0.68540812532107,0.58436944937833,158,1.72938530058854e-07,160,,0.598096155849568,0.0,74,0.0001012666818698
,f1,0.200579879654409,6.8380949836e-05,32,warmcos,simple_cnn,,gallant-sweep-2,0.690905054410299,0.429840142095915,210,1.23171577628628e-07,299,,0.590907907073654,0.0,22,6.8380949836e-05
,f1,0.203574738490587,0.0001074456927081,177,warmcos,simple_cnn,,brisk-sweep-1,0.684734635882907,0.595026642984014,158,1.83490757424018e-07,154,,0.600075528700906,0.0,74,0.0001074456927081
,bal_acc,0.190897281303083,5.68279964846e-05,94,warmcos,simple_cnn,,earthy-sweep-1,0.692479974693722,0.468916518650089,170,9.7048209705084e-08,237,,0.541358474841129,0.0,62,5.68279964846e-05
,bal_acc,0.225273208949651,0.0001271834881017,183,warmcos,simple_cnn,,rosy-sweep-30,0.683751033412086,0.58436944937833,146,0.0001271834881017,148,,0.603630586519429,0.0001271834881017,86,0.0001271834881017
,bal_acc,0.219703549750002,4.85166544459e-05,172,warmcos,simple_cnn,,sweepy-sweep-3,0.690802094009188,0.539964476021314,132,4.85166544459e-05,159,,0.56254557766434,4.85166544459e-05,100,4.85166544459e-05
,f1,0.209348774522867,4.71288378205e-05,172,warmcos,simple_cnn,,vital-sweep-2,0.690887361764908,0.538188277087034,131,4.71288378205e-05,159,,0.563600375039067,4.71288378205e-05,101,4.71288378205e-05
,bal_acc,0.232127174256242,6.42549876167e-05,152,warmcos,simple_cnn,,smart-sweep-1,0.693739732106527,0.536412078152753,150,6.42549876167e-05,179,,0.557942233565996,6.42549876167e-05,82,6.42549876167e-05
,bal_acc,0.233835160045405,0.0001928211483069,200,none,simple_cnn,,sparkling-sweep-24,0.675541539986928,0.596802841918295,136,0.0001928211483069,131,,0.60988123762892,0.0001928211483069,96,0.0001928211483069
,f1,0.234888716143838,0.0002067065236605,209,none,simple_cnn,,fast-sweep-23,0.665534191661411,0.602131438721137,130,0.0002067065236605,122,,0.632461714761955,0.0002067065236605,102,0.0002067065236605
,rate_match,0.204140002071384,0.0002906686226539,231,cosine,simple_cnn,,happy-sweep-17,0.660320474041833,0.641207815275311,130,0.0002906686226539,100,,0.66772580477133,0.0002906686226539,102,0.0002906686226539
,f1,0.226706832786932,0.0002240006115129,232,none,simple_cnn,,major-sweep-22,0.667585670948029,0.616341030195382,115,0.0002240006115129,99,,0.629023856651734,0.0002240006115129,117,0.0002240006115129
,bal_acc,0.230537606190547,0.0002354451306422,205,none,simple_cnn,,apricot-sweep-21,0.661703579955631,0.612788632326821,140,0.0002354451306422,126,,0.642059068652985,0.0002354451306422,92,0.0002354451306422
,f1,0.218973831440417,0.0001773260805967,209,warmcos,simple_cnn,,jolly-sweep-20,0.676970693800185,0.603907637655417,131,0.0001773260805967,122,,0.597744556724659,0.0001773260805967,101,0.0001773260805967
,rate_match,0.199241908339711,0.0002143744832187,230,plateau,simple_cnn,,apricot-sweep-16,0.667141523626116,0.63765541740675,129,0.0002143744832187,101,,0.647710699031149,0.0002143744832187,103,0.0002143744832187
,bal_acc,0.230873322365352,3.90755499446e-05,21,cosine,simple_cnn,,likely-sweep-19,0.694597933027479,0.419182948490231,215,3.90755499446e-05,310,,0.586272007500781,3.90755499446e-05,17,3.90755499446e-05
,f1,0.225697519544248,0.0002394328136485,203,cosine,simple_cnn,,rich-sweep-18,0.66190869278378,0.598579040852576,134,0.0002394328136485,128,,0.639780185435983,0.0002394328136485,98,0.0002394328136485
,f1,0.206352468376145,0.0001281109329372,230,plateau,simple_cnn,,astral-sweep-15,0.676313701603148,0.616341030195382,117,0.0001281109329372,101,,0.616014689030107,0.0001281109329372,115,0.0001281109329372
,f1,0.216562820242598,6.33382297699e-05,208,cosine,simple_cnn,,flowing-sweep-17,0.679481638802422,0.607460035523979,134,6.33382297699e-05,123,,0.601755391186582,6.33382297699e-05,98,6.33382297699e-05
,bal_acc,0.198860174041339,9.5021640224e-05,211,warmcos,simple_cnn,,denim-sweep-16,0.676621817880207,0.605683836589698,130,9.5021640224e-05,120,,0.604854672361704,9.5021640224e-05,102,9.5021640224e-05
,f1,0.23934008357965,0.0001788735727919,215,warmcos,simple_cnn,,dauntless-sweep-15,0.675099680821101,0.609236234458259,128,0.0001788735727919,116,,0.601768413376393,0.0001788735727919,104,0.0001788735727919
,rate_match,0.22744202229007,0.0002026927908948,235,plateau,simple_cnn,,lucky-sweep-14,0.670644409126706,0.609236234458259,108,0.0002026927908948,96,,0.622421606417335,0.0002026927908948,124,0.0002026927908948
,bal_acc,0.200394747357539,5.24809158587e-05,212,none,simple_cnn,,woven-sweep-14,0.679407162798776,0.607460035523979,130,5.24809158587e-05,119,,0.601234503594124,5.24809158587e-05,102,5.24809158587e-05
,youden,0.200204255382179,0.0002729860277438,230,plateau,simple_cnn,,misty-sweep-13,0.661669125159582,0.642984014209592,132,0.0002729860277438,101,,0.660068757162204,0.0002729860277438,100,0.0002729860277438
,f1,0.237620290705362,0.0001759587854947,207,warmcos,simple_cnn,,serene-sweep-10,0.668023775021235,0.600355239786856,131,0.0001759587854947,124,,0.62445306802792,0.0001759587854947,101,0.0001759587854947
,bal_acc,0.212234893226098,7.86430649317e-05,211,cosine,simple_cnn,,ethereal-sweep-8,0.677382038699256,0.605683836589698,130,7.86430649317e-05,120,,0.60327898739452,7.86430649317e-05,102,7.86430649317e-05
,youden,0.21131018913645,0.0001766881893661,229,none,simple_cnn,,wandering-sweep-12,0.67190169956949,0.628774422735346,125,0.0001766881893661,102,,0.636967392436712,0.0001766881893661,107,0.0001766881893661
,rate_match,0.193446576825257,0.0002224352871971,227,warmcos,simple_cnn,,fanciful-sweep-11,0.665417260593838,0.635879218472469,131,0.0002224352871971,104,,0.653792061673091,0.0002224352871971,101,0.0002224352871971
,bal_acc,0.219760205145655,6.24144979124e-05,229,warmcos,simple_cnn,,radiant-sweep-1,0.678122636344698,0.614564831261101,117,6.24144979124e-05,102,,0.603122721116783,6.24144979124e-05,115,6.24144979124e-05
,rate_match,0.190141030712926,0.0002789519768773,233,warmcos,simple_cnn,,ethereal-sweep-10,0.661339620749156,0.651865008880995,134,0.0002789519768773,98,,0.662256485050526,0.0002789519768773,98,0.0002789519768773
,f1,0.195122380164409,0.0002136331572818,234,warmcos,simple_cnn,,cool-sweep-9,0.668162481652366,0.644760213143872,129,0.0002136331572818,97,,0.644142619022815,0.0002136331572818,103,0.0002136331572818
,youden,0.186344427986926,0.0002426929032855,237,cosine,simple_cnn,,lucky-sweep-8,0.667190849781036,0.623445825932504,114,0.0002426929032855,94,,0.634896864256693,0.0002426929032855,118,0.0002426929032855
,youden,0.188836924311066,0.0001782456619899,213,plateau,simple_cnn,,rich-sweep-6,0.667491674423218,0.614564831261101,133,0.0001782456619899,118,,0.641772580477133,0.0001782456619899,99,0.0001782456619899
,rate_match,0.190327990308648,0.0001800626872924,209,warmcos,simple_cnn,,stilted-sweep-5,0.668259104092916,0.618117229129663,139,0.0001800626872924,122,,0.645483904573393,0.0001800626872924,93,0.0001800626872924
,youden,0.228935267937439,0.0001944441099952,231,warmcos,simple_cnn,,helpful-sweep-7,0.668484810325835,0.63765541740675,128,0.0001944441099952,100,,0.643074799458277,0.0001944441099952,104,0.0001944441099952
,youden,0.188188770649153,0.0002874356357452,212,plateau,simple_cnn,,desert-sweep-4,0.659793161683612,0.619893428063943,137,0.0002874356357452,119,,0.657464319199917,0.0002874356357452,95,0.0002874356357452
,youden,0.228331318967977,4.69449719808e-05,208,none,simple_cnn,,sparkling-sweep-3,0.688020136621263,0.595026642984014,127,4.69449719808e-05,123,,0.592171059485363,4.69449719808e-05,105,4.69449719808e-05
,youden,0.193994834517069,0.0002368947980079,236,plateau,simple_cnn,,colorful-sweep-6,0.67575208346049,0.58259325044405,92,0.0002368947980079,95,,0.605831336597562,0.0002368947980079,140,0.0002368947980079
,f1,0.238226000340197,5.80388384326e-05,205,none,simple_cnn,,fine-sweep-2,0.68699261214998,0.587921847246892,126,5.80388384326e-05,126,,0.597705490155225,5.80388384326e-05,106,5.80388384326e-05
,f1,0.198895348921369,0.000184620871183,213,warmcos,simple_cnn,,zany-sweep-1,0.666360567013423,0.612788632326821,132,0.000184620871183,118,,0.646642879466611,0.000184620871183,100,0.000184620871183
,youden,0.193750245274816,0.0002748028590185,237,plateau,simple_cnn,,confused-sweep-5,0.666428705056508,0.626998223801066,116,0.0002748028590185,94,,0.63803521200125,0.0002748028590185,116,0.0002748028590185
,f1,0.208135633431519,0.0002299019208639,227,none,simple_cnn,,lucky-sweep-8,0.668917609585656,0.609236234458259,116,0.0002299019208639,104,,0.63052140848005,0.0002299019208639,116,0.0002299019208639
,rate_match,0.193129124109694,6.78031340481e-05,234,cosine,simple_cnn,,volcanic-sweep-4,0.684780399004618,0.557726465364121,80,6.78031340481e-05,97,,0.575639389519742,6.78031340481e-05,152,6.78031340481e-05
,f1,0.211799393131922,0.0002476492451552,199,warmcos,simple_cnn,,iconic-sweep-7,0.664970202578439,0.609236234458259,144,0.0002476492451552,132,,0.652554953641004,0.0002476492451552,88,0.0002476492451552
,youden,0.210853794642957,0.0002218832955396,206,warmcos,simple_cnn,,revived-sweep-6,0.666326108906004,0.618117229129663,142,0.0002218832955396,125,,0.649716116262111,0.0002218832955396,90,0.0002218832955396
,f1,0.196275705527056,3.76805962371e-05,232,none,simple_cnn,,solar-sweep-3,0.685676376024882,0.573712255772647,91,3.76805962371e-05,99,,0.573887904990103,3.76805962371e-05,141,3.76805962371e-05
,rate_match,0.202036297700828,0.000143765672932,219,warmcos,simple_cnn,,upbeat-sweep-5,0.670097466972139,0.614564831261101,127,0.000143765672932,112,,0.635547973747265,0.000143765672932,105,0.000143765672932
,youden,0.210363146376356,3.47812982745e-05,190,cosine,simple_cnn,,warm-sweep-4,0.690490086873372,0.579040852575488,136,3.47812982745e-05,141,,0.587404938014377,3.47812982745e-05,96,3.47812982745e-05
,youden,0.239179037512641,5.41866097337e-05,221,warmcos,simple_cnn,,daily-sweep-2,0.688808679580689,0.55417406749556,91,5.41866097337e-05,110,,0.558430565683926,5.41866097337e-05,141,5.41866097337e-05
,rate_match,0.208355199016451,8.47457875537e-05,210,plateau,simple_cnn,,warm-sweep-3,0.68071836233139,0.616341030195382,137,8.47457875537e-05,121,,0.610818835295343,8.47457875537e-05,95,8.47457875537e-05
,youden,0.224719309609973,0.0001345645232581,203,warmcos,simple_cnn,,splendid-sweep-2,0.682202570968204,0.614564831261101,143,0.0001345645232581,128,,0.608214397333056,0.0001345645232581,89,0.0001345645232581
,youden,0.208141887445101,0.000220569654788,235,plateau,simple_cnn,,hearty-sweep-1,0.669393261273702,0.618117229129663,113,0.000220569654788,96,,0.627070528180019,0.000220569654788,119,0.000220569654788
,youden,0.184161564114971,7.70150648026e-05,204,cosine,simple_cnn,,proud-sweep-1,0.682068910863664,0.612788632326821,141,7.70150648026e-05,127,,0.608943639962496,7.70150648026e-05,91,7.70150648026e-05
,rate_match,0.187683657397786,0.00010046940553,228,none,simple_cnn,,apricot-sweep-3,0.683997220463223,0.616341030195382,119,0.00010046940553,103,,0.606508490467757,0.00010046940553,113,0.00010046940553
,f1,0.192749195667199,0.0002295548256868,119,plateau,simple_cnn,,gallant-sweep-9,0.6813080045912,0.61101243339254,188,0.0002295548256868,212,,0.615936555891239,0.0002295548256868,44,0.0002295548256868
,f1,0.184682448967913,0.0002227256080716,110,plateau,simple_cnn,,apricot-sweep-8,0.662273095713721,0.626998223801066,201,0.0002227256080716,221,,0.642241379310345,0.0002227256080716,31,0.0002227256080716
,f1,0.210264011657624,0.0001852952035476,42,warmcos,simple_cnn,,azure-sweep-28,0.673231754038069,0.447602131438721,210,0.0001852952035476,289,,0.619973434732785,0.0001852952035476,22,0.0001852952035476
,youden,0.199289180282295,0.0002795715635373,107,plateau,simple_cnn,,curious-sweep-7,0.655132538742489,0.626998223801066,204,0.0002795715635373,224,,0.659105115116158,0.0002795715635373,28,0.0002795715635373
,youden,0.222940436051776,0.0001483440719545,64,warmcos,simple_cnn,,woven-sweep-18,0.675059722529517,0.465364120781528,198,0.0001483440719545,267,,0.614660381289718,0.0001483440719545,34,0.0001483440719545
,f1,0.231858939232777,0.00016237150104,50,warmcos,simple_cnn,,copper-sweep-17,0.669590920209885,0.47246891651865,216,0.00016237150104,281,,0.631979893738931,0.00016237150104,16,0.00016237150104
,rate_match,0.216300639435545,3.15860775867e-05,150,plateau,simple_cnn,,genial-sweep-16,0.688520540793737,0.550621669626998,160,3.15860775867e-05,181,,0.591311594957808,3.15860775867e-05,72,3.15860775867e-05
,f1,0.239289138816463,0.0001755433647603,37,plateau,simple_cnn,,hardy-sweep-13,0.690550552474128,0.58259325044405,218,0.0001755433647603,294,,0.622161162621106,0.0001755433647603,14,0.0001755433647603
,f1,0.209736397426122,0.0001687759874565,102,none,simple_cnn,,rare-sweep-6,0.683116740650601,0.621669626998224,193,0.0001687759874565,229,,0.611443900406292,0.0001687759874565,39,0.0001687759874565
,f1,0.190037544427296,3.07766103595e-05,117,plateau,simple_cnn,,lyric-sweep-12,0.691424581739638,0.577264653641208,186,3.07766103595e-05,214,,0.602784144181686,3.07766103595e-05,46,3.07766103595e-05
,f1,0.203264641258573,0.0001238970217066,59,warmcos,simple_cnn,,dark-sweep-11,0.691320803430345,0.577264653641208,203,0.0001238970217066,272,,0.618462860714658,0.0001238970217066,29,0.0001238970217066
,rate_match,0.222462258233628,0.0001913172583248,117,cosine,simple_cnn,,spring-sweep-5,0.684246990415785,0.607460035523979,186,0.0001913172583248,214,,0.605636003750391,0.0001913172583248,46,0.0001913172583248
,f1,0.192938804866063,6.88001633906e-05,150,warmcos,simple_cnn,,comic-sweep-10,0.690816899140676,0.589698046181172,167,6.88001633906e-05,181,,0.610258881133451,6.88001633906e-05,65,6.88001633906e-05
,youden,0.188687132029462,0.0001029651502158,61,plateau,simple_cnn,,wise-sweep-9,0.690619316365984,0.58259325044405,202,0.0001029651502158,270,,0.616275132826336,0.0001029651502158,30,0.0001029651502158
,f1,0.215770546473548,0.0001121073213548,42,none,simple_cnn,,drawn-sweep-4,0.683114972379473,0.61101243339254,217,0.0001121073213548,289,,0.600140639649964,0.0001121073213548,15,0.0001121073213548
,youden,0.21012292303151,4.067888705e-05,54,warmcos,simple_cnn,,likely-sweep-8,0.690547555685043,0.575488454706927,207,4.067888705e-05,277,,0.608943639962496,4.067888705e-05,25,4.067888705e-05
,youden,0.221851465368156,6.2988464544e-05,51,cosine,simple_cnn,,absurd-sweep-7,0.690612422095405,0.571936056838366,206,6.2988464544e-05,280,,0.607680487550787,6.2988464544e-05,26,6.2988464544e-05
,youden,0.18517045974808,8.11900735485e-05,51,warmcos,simple_cnn,,blooming-sweep-3,0.683113674322764,0.607460035523979,206,8.11900735485e-05,280,,0.594241587665382,8.11900735485e-05,26,8.11900735485e-05
,youden,0.217774875387729,0.0001502179632388,15,plateau,simple_cnn,,ruby-sweep-6,0.692381719748179,0.58259325044405,222,0.0001502179632388,316,,0.611561100114595,0.0001502179632388,10,0.0001502179632388
,f1,0.227120020103713,0.0001223430211114,58,none,simple_cnn,,dashing-sweep-5,0.683022310336431,0.600355239786856,216,0.0001223430211114,273,,0.631797583081571,0.0001223430211114,16,0.0001223430211114
,rate_match,0.232352137659527,4.34854722886e-05,45,warmcos,simple_cnn,,confused-sweep-2,0.690867198838128,0.545293072824156,207,4.34854722886e-05,286,,0.561868423794145,4.34854722886e-05,25,4.34854722886e-05
,rate_match,0.20923978766072,3.24528735495e-05,96,cosine,simple_cnn,,spring-sweep-4,0.690663980113136,0.570159857904085,193,3.24528735495e-05,235,,0.606235024481717,3.24528735495e-05,39,3.24528735495e-05
,f1,0.202391176415653,0.000129780134408,168,plateau,simple_cnn,,generous-sweep-3,0.692330035898421,0.587921847246892,163,0.000129780134408,163,,0.609920304198354,0.000129780134408,69,0.000129780134408
,youden,0.201546910553873,0.0001444720241752,129,plateau,simple_cnn,,drawn-sweep-1,0.677844587299559,0.619893428063943,186,0.0001444720241752,202,,0.618423794145224,0.0001444720241752,46,0.0001444720241752
,rate_match,0.193485435724099,0.0001664399121002,61,warmcos,simple_cnn,,grateful-sweep-12,0.68667987982432,0.586145648312611,214,0.0001664399121002,270,,0.631472028336285,0.0001664399121002,18,0.0001664399121002
,f1,0.187520277583061,4.03119317498e-05,147,none,simple_cnn,,wandering-sweep-1,0.691421495543586,0.543516873889876,151,4.03119317498e-05,184,,0.560266694447338,4.03119317498e-05,81,4.03119317498e-05
,f1,0.185602101861296,0.0002454370465852,163,cosine,simple_cnn,,radiant-sweep-1,0.685296383168962,0.579040852575488,158,0.0002454370465852,168,,0.635001041775185,0.0002454370465852,74,0.0002454370465852
,youden,0.202868529653936,0.0002435027431758,163,plateau,simple_cnn,,fallen-sweep-1,0.693296472231547,0.566607460035524,162,0.0002435027431758,168,,0.620429211376185,0.0002435027431758,70,0.0002435027431758
,youden,0.224260685950836,8.85259751814e-05,173,none,simple_cnn,,robust-sweep-2,0.69110162390603,0.58436944937833,155,8.85259751814e-05,158,,0.612746119387436,8.85259751814e-05,77,8.85259751814e-05
,f1,0.22526207762719,0.0001703779560978,184,cosine,simple_cnn,,lemon-sweep-2,0.682942678531011,0.602131438721137,155,0.0001703779560978,147,,0.632344515053651,0.0001703779560978,77,0.0001703779560978
,rate_match,0.227444782423339,0.0001558322659832,180,plateau,simple_cnn,,brisk-sweep-14,0.68082829647594,0.589698046181172,152,0.0001558322659832,151,,0.632175226586103,0.0001558322659832,80,0.0001558322659832
,f1,0.229803806859734,5.45971133708e-05,222,none,simple_cnn,,restful-sweep-9,0.685817367500729,0.623445825932504,129,5.45971133708e-05,109,,0.606781956453797,5.45971133708e-05,103,5.45971133708e-05
,f1,0.189879568456546,9.20496187252e-05,202,warmcos,simple_cnn,,swept-sweep-8,0.679284274578095,0.605683836589698,139,9.20496187252e-05,129,,0.616854620272945,9.20496187252e-05,93,9.20496187252e-05
,rate_match,0.19578157212483,0.0002510028823186,176,none,simple_cnn,,youthful-sweep-7,0.674946010112763,0.589698046181172,156,0.0002510028823186,155,,0.654859881237629,0.0002510028823186,76,0.0002510028823186
,f1,0.22780169985967,9.08769249104e-05,200,none,simple_cnn,,twilight-sweep-4,0.683600710497962,0.600355239786856,138,9.08769249104e-05,131,,0.595895405771435,9.08769249104e-05,94,9.08769249104e-05
,f1,0.212967220409843,0.0001954521889775,171,cosine,simple_cnn,,swept-sweep-6,0.686259885629018,0.58259325044405,157,0.0001954521889775,160,,0.625403687884155,0.0001954521889775,75,0.0001954521889775
,rate_match,0.231755881097724,3.96323818603e-05,169,warmcos,simple_cnn,,classic-sweep-5,0.691124763753679,0.579040852575488,157,3.96323818603e-05,162,,0.603585008855089,3.96323818603e-05,75,3.96323818603e-05
,youden,0.197036075069462,0.0001792932421225,192,cosine,simple_cnn,,fearless-sweep-3,0.684335947036743,0.591474245115453,141,0.0001792932421225,139,,0.604144963016981,0.0001792932421225,91,0.0001792932421225
,youden,0.23186698565308,0.0001662567727094,185,warmcos,simple_cnn,,likely-sweep-4,0.678864502244525,0.595026642984014,150,0.0001662567727094,146,,0.640600583394104,0.0001662567727094,82,0.0001662567727094
,rate_match,0.210738854897465,0.0001445343917337,163,cosine,simple_cnn,,bright-sweep-3,0.691921446058485,0.577264653641208,162,0.0001445343917337,168,,0.619074903635795,0.0001445343917337,70,0.0001445343917337
,rate_match,0.234785972850087,0.000262699441601,167,none,simple_cnn,,dutiful-sweep-2,0.678342243035634,0.58259325044405,161,0.000262699441601,164,,0.629831232420044,0.000262699441601,71,0.000262699441601
,rate_match,0.223532348900065,0.0001739815912307,184,plateau,simple_cnn,,glamorous-sweep-7,0.660892794529597,0.591474245115453,149,0.0001739815912307,147,,0.655484946348578,0.0001739815912307,83,0.0001739815912307
,f1,0.212114706832006,0.0001440102658334,169,warmcos,simple_cnn,,pretty-sweep-5,0.680880635976791,0.587921847246892,162,0.0001440102658334,162,,0.627239816647567,0.0001440102658334,70,0.0001440102658334
,youden,0.193653524521686,7.49989045011e-05,206,plateau,simple_cnn,,toasty-sweep-1,0.68565602435006,0.589698046181172,126,7.49989045011e-05,125,,0.578797270549015,7.49989045011e-05,106,7.49989045011e-05
,youden,0.220391068585978,8.90721328608e-05,205,warmcos,simple_cnn,,volcanic-sweep-1,0.678499692016178,0.605683836589698,136,8.90721328608e-05,126,,0.62002552349203,8.90721328608e-05,96,8.90721328608e-05
,youden,0.213644897647606,0.0001115740229043,47,plateau,simple_cnn,,royal-sweep-5,0.684331258138021,0.598579040852576,207,0.0001115740229043,284,,0.587847692467965,0.0001115740229043,25,0.0001115740229043
,youden,0.200300815954599,5.51713530826e-05,87,plateau,simple_cnn,,amber-sweep-8,0.685424943765005,0.621669626998224,187,5.51713530826e-05,244,,0.607302844046255,5.51713530826e-05,45,5.51713530826e-05
,youden,0.214570803497522,6.91278163008e-05,52,plateau,simple_cnn,,comic-sweep-4,0.684025916788313,0.598579040852576,207,6.91278163008e-05,279,,0.589827065319304,6.91278163008e-05,25,6.91278163008e-05
,f1,0.183068723816403,0.0002598136784975,121,warmcos,simple_cnn,,sage-sweep-7,0.673891537719303,0.602131438721137,184,0.0002598136784975,210,,0.623814980727159,0.0002598136784975,48,0.0002598136784975
,rate_match,0.20936518564222,3.12787947801e-05,152,warmcos,simple_cnn,,pious-sweep-6,0.682354546255536,0.593250444049734,166,3.12787947801e-05,179,,0.609490571934577,3.12787947801e-05,66,3.12787947801e-05
,f1,0.199376445555439,0.0002208071768267,63,warmcos,simple_cnn,,firm-sweep-5,0.666522562503815,0.609236234458259,221,0.0002208071768267,268,,0.642358579018648,0.0002208071768267,11,0.0002208071768267
,f1,0.229361748351099,7.94281099497e-05,95,none,simple_cnn,,cosmic-sweep-4,0.678900748491287,0.607460035523979,185,7.94281099497e-05,236,,0.61160016668403,7.94281099497e-05,47,7.94281099497e-05
,f1,0.181783326606784,7.88848053587e-05,164,warmcos,simple_cnn,,earnest-sweep-3,0.683155761824714,0.598579040852576,165,7.88848053587e-05,167,,0.608644129596833,7.88848053587e-05,67,7.88848053587e-05
,youden,0.187639784577815,8.51055297858e-05,41,plateau,simple_cnn,,fragrant-sweep-2,0.683041009638045,0.602131438721137,216,8.51055297858e-05,290,,0.59558287321596,8.51055297858e-05,16,8.51055297858e-05
,f1,0.221314250805569,5.98114252668e-05,80,none,simple_cnn,,dashing-sweep-2,0.68296613295873,0.58259325044405,196,5.98114252668e-05,251,,0.607511199083238,5.98114252668e-05,36,5.98114252668e-05
,youden,0.186667905129942,0.0001883201460712,43,none,simple_cnn,,ancient-sweep-1,0.688975234826406,0.591474245115453,218,0.0001883201460712,288,,0.625729242629441,0.0001883201460712,14,0.0001883201460712
,rate_match,0.239049408383267,5.03963040829e-05,55,plateau,simple_cnn,,ancient-sweep-1,0.68654657403628,0.591474245115453,205,5.03963040829e-05,276,,0.587209605167205,5.03963040829e-05,27,5.03963040829e-05
,f1,0.180396151414053,0.0002908474118846,87,cosine,simple_cnn,,fluent-sweep-21,0.668525235520469,0.573712255772647,212,0.0002908474118846,244,,0.658857693509741,0.0002908474118846,20,0.0002908474118846
,youden,0.225998288351491,0.0002463947554927,75,cosine,simple_cnn,,clean-sweep-20,0.666705936193466,0.630550621669627,211,0.0002463947554927,256,,0.643478487342431,0.0002463947554927,21,0.0002463947554927
,youden,0.207219723949911,3.37375918715e-05,56,none,simple_cnn,,proud-sweep-1,0.687672211064233,0.587921847246892,209,3.37375918715e-05,275,,0.57838056047505,3.37375918715e-05,23,3.37375918715e-05
,rate_match,0.199194976882812,0.0002845098557251,89,warmcos,simple_cnn,,icy-sweep-59,0.670511139763726,0.573712255772647,214,0.0002845098557251,242,,0.658115428690489,0.0002845098557251,18,0.0002845098557251
,f1,0.203162352330937,0.0001783992610191,57,plateau,simple_cnn,,wobbly-sweep-56,0.670382148689694,0.607460035523979,215,0.0001783992610191,274,,0.631393895197416,0.0001783992610191,17,0.0001783992610191
,youden,0.194722492582227,0.0001832936519015,109,plateau,simple_cnn,,glamorous-sweep-55,0.66078092985683,0.598579040852576,200,0.0001832936519015,222,,0.65134388998854,0.0001832936519015,32,0.0001832936519015
,rate_match,0.216242799148248,0.0002414415640698,108,plateau,simple_cnn,,northern-sweep-54,0.662814021110535,0.596802841918295,206,0.0002414415640698,223,,0.651096468382123,0.0002414415640698,26,0.0002414415640698
,f1,0.215707766732206,0.0002252745044043,105,plateau,simple_cnn,,earthy-sweep-51,0.663497626781464,0.614564831261101,207,0.0002252745044043,226,,0.65070580268778,0.0002252745044043,25,0.0002252745044043
,f1,0.203157783769955,0.0001693595359089,74,plateau,simple_cnn,,gentle-sweep-50,0.671938505437639,0.602131438721137,204,0.0001693595359089,257,,0.627591415772476,0.0001693595359089,28,0.0001693595359089
,youden,0.185176721307691,0.0002361704055741,181,plateau,simple_cnn,,frosty-sweep-13,0.691986812485589,0.596802841918295,155,0.0002361704055741,150,,0.619712990936556,0.0002361704055741,77,0.0002361704055741
,f1,0.225125358610486,0.000213648597729,180,plateau,simple_cnn,,super-sweep-9,0.684527628951603,0.58436944937833,149,0.000213648597729,151,,0.602875299510366,0.000213648597729,83,0.000213648597729
,rate_match,0.230085367083203,0.0001591593976728,155,warmcos,simple_cnn,,misty-sweep-12,0.685836517148548,0.568383658969805,165,0.0001591593976728,176,,0.62699239504115,0.0001591593976728,67,0.0001591593976728
,f1,0.205709759078314,0.0001995352215984,178,plateau,simple_cnn,,magic-sweep-11,0.682477543751399,0.593250444049734,156,0.0001995352215984,153,,0.635235441191791,0.0001995352215984,76,0.0001995352215984
,youden,0.213352849777212,0.0001006368433607,202,warmcos,simple_cnn,,trim-sweep-8,0.686913361152013,0.593250444049734,132,0.0001006368433607,129,,0.590530263569122,0.0001006368433607,100,0.0001006368433607
,f1,0.182251678588379,0.0002062622543266,187,plateau,simple_cnn,,brisk-sweep-10,0.677762104405297,0.603907637655417,153,0.0002062622543266,144,,0.641069382227315,0.0002062622543266,79,0.0002062622543266
,f1,0.203278981994608,0.0002312254743093,166,plateau,simple_cnn,,likely-sweep-9,0.678009990188811,0.573712255772647,157,0.0002312254743093,165,,0.645601104281696,0.0002312254743093,75,0.0002312254743093
