val/dice,calibration_method,dropout_rate,lr,val/cls_confmat_00,lr_scheduler,architecture,val/multi,Name,val/loss,val/acc,val/cls_confmat_11,train/lr,val/cls_confmat_01,val/iou,val/auc,opt/lr,val/cls_confmat_10,effective_lr
,youden,,0.0001196026173084,269,warmcos,densenet,,volcanic-sweep-22,0.921710934903887,0.763765541740675,161,2.15434899598687e-07,62,,0.823887904990103,0.0,71,0.0001196026173084
,rate_match,,0.000214896856481,271,warmcos,densenet,,easy-sweep-21,0.76116547981898,0.765541740674956,160,3.87084193824068e-07,60,,0.849411397020523,0.0,72,0.000214896856481
,youden,,8.94698855082e-05,247,plateau,densenet,,valiant-sweep-20,0.519584751791424,0.74955595026643,175,5.8701191881982e-09,84,,0.835204187936243,5.8701191881982e-09,57,8.94698855082e-05
,youden,,7.7887440138e-05,251,plateau,densenet,,different-sweep-19,0.532326926787694,0.744227353463588,168,5.1101949474606e-09,80,,0.814746327742473,5.1101949474606e-09,64,7.7887440138e-05
,f1,,0.0001051876916416,226,plateau,densenet,,apricot-sweep-18,0.529247085253398,0.726465364120782,183,6.90136444860845e-09,105,,0.821752265861027,6.90136444860845e-09,49,0.0001051876916416
,f1,,0.0002184652250391,254,warmcos,densenet,,exalted-sweep-17,0.82156554195616,0.744227353463588,165,3.9351173813154e-07,77,,0.832508594645276,0.0,67,0.0002184652250391
,youden,,0.0001261653609652,236,plateau,densenet,,clean-sweep-16,0.56614265176985,0.701598579040853,159,1.54010450397013e-08,95,,0.791019897906032,1.54010450397013e-08,73,0.0001261653609652
,youden,,4.7141879554e-05,263,none,densenet,,snowy-sweep-15,0.849693887763553,0.735346358792185,151,4.7141879554e-05,68,,0.795512553390978,4.7141879554e-05,81,4.7141879554e-05
,rate_match,,0.0001637875327718,270,plateau,densenet,,pleasant-sweep-14,0.534002007709609,0.781527531083481,170,1.07461000251637e-08,61,,0.84377278883217,1.07461000251637e-08,62,0.0001637875327718
,youden,,0.0002611976110553,256,warmcos,densenet,,effortless-sweep-13,0.770389750599861,0.765541740674956,175,4.02592532293933e-07,75,,0.847809667673716,0.0,57,0.0002611976110553
,youden,,0.0002983143515071,255,plateau,densenet,,glowing-sweep-12,0.558821883466509,0.703374777975133,141,1.82076630558555e-08,76,,0.78548546723617,1.82076630558555e-08,91,0.0002983143515071
,youden,,0.0002790684287965,262,plateau,densenet,,honest-sweep-11,0.526904304822286,0.746003552397869,158,5.492903884002821e-09,69,,0.834461923116991,5.492903884002821e-09,74,0.0002790684287965
,f1,,0.0001826524852417,267,warmcos,densenet,,robust-sweep-10,0.786559181080924,0.763765541740675,163,3.11925420346195e-07,64,,0.848864465048443,0.0,69,0.0001826524852417
,f1,,0.0001502417730369,258,warmcos,densenet,,crisp-sweep-9,0.786606722407871,0.754884547069272,167,2.70623854378347e-07,73,,0.840204708823836,0.0,65,0.0001502417730369
,youden,,0.0002078040485631,264,warmcos,densenet,,glamorous-sweep-8,0.751944967442089,0.760213143872114,164,3.54878090554918e-07,67,,0.852054901552245,0.0,68,0.0002078040485631
,youden,,0.0002098476358603,249,plateau,densenet,,iconic-sweep-7,0.540743397341834,0.742451154529307,169,1.37681033888002e-08,82,,0.835451609542661,1.37681033888002e-08,63,0.0002098476358603
,youden,,0.0002248893212599,270,cosine,densenet,,worldly-sweep-6,0.852522280481127,0.758436944937833,157,3.46629362213863e-07,61,,0.830789665590166,0.0,75,0.0002248893212599
,rate_match,,7.27599945566e-05,261,cosine,densenet,,confused-sweep-5,0.773755058646202,0.753108348134991,163,1.12147390398798e-07,70,,0.82947442441921,0.0,69,7.27599945566e-05
,rate_match,,5.00392710757e-05,261,warmcos,densenet,,pretty-sweep-4,0.722517861260308,0.747779751332149,160,7.71271864820836e-08,70,,0.833654547348682,0.0,72,5.00392710757e-05
,youden,,0.0001341552225262,271,plateau,densenet,,misunderstood-sweep-3,0.538358093963729,0.756660746003552,155,1.63763699372901e-08,60,,0.842991457443484,1.63763699372901e-08,77,0.0001341552225262
,f1,,4.67848502087e-05,287,none,densenet,,golden-sweep-2,0.961806913216909,0.715808170515098,116,4.67848502087e-05,44,,0.773010209396812,4.67848502087e-05,116,4.67848502087e-05
,youden,,0.0002847415720641,262,cosine,densenet,,sandy-sweep-1,0.700286785761515,0.737122557726465,153,4.38881619489171e-07,69,,0.820098447754975,0.0,79,0.0002847415720641
,rate_match,0.182912067310217,5.54394857863e-05,260,cosine,densenet,,breezy-sweep-2,0.755688314636548,0.730017761989343,151,8.54507163432265e-08,71,,0.806880925096364,0.0,81,5.54394857863e-05
,f1,,5.25900133244e-05,249,none,densenet,,skilled-sweep-2,0.646966718965107,0.74955595026643,173,5.25900133244e-05,82,,0.833875924575477,5.25900133244e-05,59,5.25900133244e-05
,youden,,6.39163445384e-05,256,cosine,densenet,,zesty-sweep-1,0.615986300839318,0.754884547069272,169,9.85163796052559e-08,75,,0.850622460672987,0.0,63,6.39163445384e-05
,f1,0.196567125686653,0.0001807624873707,259,cosine,densenet,,sandy-sweep-2,0.737820035881466,0.731793960923624,153,2.78615211066792e-07,72,,0.825190123971247,0.0,79,0.0001807624873707
,f1,0.216471716745695,7.86905571351e-05,162,warmcos,simple_cnn,,radiant-sweep-1,0.685376574595769,0.575488454706927,162,1.34384074102156e-07,169,,0.606912178351912,0.0,70,7.86905571351e-05
,bal_acc,0.233805027887055,0.0001496239102983,185,warmcos,simple_cnn,,fancy-sweep-2,0.686320530043708,0.557726465364121,129,2.695109255809e-07,146,,0.577911761641838,0.0,103,0.0001496239102983
,f1,0.235328842226173,0.0002687859434998,212,warmcos,simple_cnn,,stellar-sweep-1,0.677394125196669,0.616341030195382,135,4.59020134866263e-07,119,,0.617342952390874,0.0,97,0.0002687859434998
,bal_acc,0.180035676937351,0.0001752409783458,191,warmcos,simple_cnn,,clear-sweep-7,0.688346568081114,0.566607460035524,128,2.99268393529197e-07,140,,0.576023544119179,0.0,104,0.0001752409783458
,bal_acc,0.181175358636892,0.0001997133701291,192,warmcos,simple_cnn,,fresh-sweep-6,0.689568261305491,0.550621669626998,118,3.4106120616882e-07,139,,0.564017085113033,0.0,114,0.0001997133701291
,bal_acc,0.202783071168984,0.0002598636126111,188,warmcos,simple_cnn,,neat-sweep-5,0.687904768519931,0.557726465364121,126,4.43782993092691e-07,143,,0.578341493905615,0.0,106,0.0002598636126111
,bal_acc,0.239583286722861,5.38627075034e-05,131,warmcos,simple_cnn,,zany-sweep-4,0.691600190268623,0.511545293072824,157,9.19842270788108e-08,200,,0.545538597770601,0.0,75,5.38627075034e-05
,f1,0.188987450457076,8.046533162e-05,190,warmcos,simple_cnn,,sparkling-sweep-3,0.691501286294725,0.532859680284192,110,1.44938639545344e-07,141,,0.544574955724555,0.0,122,8.046533162e-05
,bal_acc,0.183012200252283,0.000284334270584,196,warmcos,simple_cnn,,happy-sweep-2,0.684812131855223,0.587921847246892,135,4.85572844811665e-07,135,,0.590087509115533,0.0,97,0.000284334270584
,bal_acc,0.205333018605067,0.0001011260581647,179,warmcos,simple_cnn,,dainty-sweep-1,0.689823723501629,0.538188277087034,124,1.82153891593829e-07,152,,0.564147307011147,0.0,108,0.0001011260581647
,bal_acc,0.192866939537128,0.0002904034712036,183,warmcos,simple_cnn,,breezy-sweep-1,0.677793992890252,0.589698046181172,149,4.95937543391676e-07,148,,0.612902385665173,0.0,83,0.0002904034712036
,bal_acc,0.223705303136163,6.74439634217e-05,147,warmcos,simple_cnn,,breezy-sweep-9,0.687849187188678,0.552397868561279,164,1.21483825482189e-07,184,,0.590321908532139,0.0,68,6.74439634217e-05
,bal_acc,0.180557487433363,0.0001752110859908,189,warmcos,simple_cnn,,crimson-sweep-8,0.684291481971741,0.602131438721137,150,3.15599972379278e-07,142,,0.599736951765809,0.0,82,0.0001752110859908
,f1,0.220211953143398,0.0001643894078624,183,warmcos,simple_cnn,,toasty-sweep-4,0.689800381660461,0.538188277087034,120,2.80736586091795e-07,148,,0.564564017085113,0.0,112,0.0001643894078624
