"Name","epoch/val_auc","epoch/val_loss","State","User","Created","Runtime","Sweep","batch_size","dropout","epochs","filters","kernel_size","learning_rate","epoch/accuracy","epoch/auc","epoch/epoch","epoch/learning_rate","epoch/loss","epoch/precision","epoch/recall","epoch/val_accuracy","epoch/val_precision","epoch/val_recall"
"deep-sweep-3","0.7488468885421753","0.9227074384689332","finished","","2025-06-01T01:55:11.000Z","1832","n900onl4","32","0.04123372413193993","20","64","3","0.0006830938528705423","0.9580000042915344","0.9866260290145874","6","0.000683093850966543","0.14658154547214508","0.9549180269241332","0.942556619644165","0.6711052060127258","0.614814817905426","0.53721684217453"
"amber-sweep-7","0.746350109577179","0.7639318108558655","finished","","2025-06-01T04:17:33.000Z","1947","n900onl4","16","0.44342976103892273","20","64","5","0.0004662502160145549","0.9043333530426024","0.9661559462547302","7","0.00046625020331703126","0.2410673350095749","0.8957464694976807","0.8689320683479309","0.6844207644462585","0.6267605423927307","0.5760517716407776"
"misunderstood-sweep-13","0.7458154559135437","0.7412717938423157","finished","","2025-06-01T15:41:16.000Z","1621","","16","0.2861522067454321","20","64","5","0.000535734813387067","0.8816666603088379","0.950729250907898","6","0.0005357348127290606","0.28667742013931274","0.8704794049263","0.8373786211013794","0.6950732469558716","0.6398601531982422","0.5922330021858215"
"vague-sweep-20","0.7445158958435059","0.8180155754089355","finished","","2025-06-01T20:30:40.000Z","1809","","16","0.08689303739600907","20","32","5","0.0009303706733884346","0.9229999780654908","0.973879098892212","7","0.0009303706465288996","0.2071060985326767","0.9082047343254088","0.9045307636260986","0.6910785436630249","0.6313993334770203","0.598705530166626"
"smart-sweep-15","0.7438899278640747","0.8824372887611389","finished","","2025-06-01T16:54:05.000Z","2096","","8","0.4012065667637877","20","64","3","0.0004745205135836904","0.959666669368744","0.9891691207885742","8","0.00047452052240259945","0.13677242398262024","0.9551020264625548","0.946601927280426","0.687083899974823","0.6360294222831726","0.5598705410957336"
"zesty-sweep-16","0.7428428530693054","0.8516961932182312","finished","","2025-06-01T17:29:04.000Z","2118","","32","0.196108897370712","20","32","5","0.0008681086341930696","0.9026666879653932","0.9669755101203918","8","0.0008681086474098265","0.2413424551486969","0.8933333158493042","0.8673139214515686","0.6884154677391052","0.6262626051902771","0.6019417643547058"
"deep-sweep-10","0.7427183985710144","0.6342142224311829","finished","","2025-06-01T13:42:53.000Z","2727","","32","0.48519350695627417","20","64","5","0.0001423954361776009","0.8040000200271606","0.8893798589706421","11","0.0001423954381607473","0.41847026348114014","0.7872340679168701","0.7184466123580933","0.6844207644462585","0.6216216087341309","0.5954692363739014"
"autumn-sweep-5","0.7421619296073914","0.6455244421958923","finished","","2025-06-01T03:03:14.000Z","2014","n900onl4","16","0.23497395513919983","20","32","5","0.0002448698413761789","0.840666651725769","0.919621765613556","7","0.0002448698505759239","0.3640212416648865","0.8336267471313477","0.766181230545044","0.6910785436630249","0.6305084824562073","0.6019417643547058"
"ethereal-sweep-8","0.742139995098114","0.7029560208320618","finished","","2025-06-01T12:45:09.000Z","1837","","16","0.3564593702787426","20","16","5","0.000700386087429135","0.843666672706604","0.9247280955314636","7","0.000700386066455394","0.3472455143928528","0.8274978399276733","0.7839806079864502","0.6724367737770081","0.6451612710952759","0.4530744254589081"
"peach-sweep-8","0.7390978336334229","0.7176573872566223","finished","","2025-06-01T04:50:03.000Z","2698","n900onl4","32","0.4930642463538375","20","32","5","0.00029753557415611857","0.8619999885559082","0.9345799684524536","8","0.0002975355600938201","0.32893073558807373","0.8488964438438416","0.8090614676475525","0.6790945529937744","0.5982658863067627","0.6699029207229614"
"radiant-sweep-9","0.73604816198349","0.7713278532028198","finished","","2025-06-01T13:15:54.000Z","1611","","8","0.293167455766489","20","32","5","0.0009220149135769215","0.9036666750907898","0.9641506671905518","6","0.0009220149368047714","0.2429801374673843","0.8916459679603577","0.8721683025360107","0.6737682819366455","0.6118881106376648","0.5663430690765381"
"different-sweep-21","0.7356382608413696","0.6628649234771729","finished","","2025-06-01T21:00:53.000Z","2485","","8","0.006224659872985205","20","64","5","0.00007338555919301133","0.8339999914169312","0.9174760580062866","10","0.00007338555587921292","0.36907801032066345","0.8121827244758606","0.7766990065574646","0.6711052060127258","0.6068965792655945","0.5695793032646179"
"cool-sweep-6","0.7354294657707214","0.705821692943573","finished","","2025-06-01T03:36:52.000Z","2441","n900onl4","32","0.16299186625695403","20","32","3","0.0002689189836383074","0.8843333125114441","0.9616695046424866","9","0.00026891898596659303","0.27090975642204285","0.8707256317138672","0.844660222530365","0.6671105027198792","0.6175298690795898","0.5016181468963623"
"hopeful-sweep-3","0.7331891059875488","0.8247008323669434","finished","","2025-06-01T09:56:48.000Z","1897","","8","0.18717731884920036","20","32","5","0.0006161973967380063","0.9269999861717224","0.9754928350448608","7","0.0006161974160932004","0.20307375490665436","0.9157808423042296","0.9061488509178162","0.6777629852294922","0.6254681944847107","0.5404530763626099"
"fast-sweep-4","0.7321456670761108","0.6473286151885986","finished","","2025-06-01T10:28:33.000Z","2353","","32","0.4147289572695057","20","16","5","0.0005631733989114532","0.8073333501815796","0.8899326920509338","9","0.000563173380214721","0.4147876799106598","0.7865853905677795","0.7305825352668762","0.6697736382484436","0.6265560388565063","0.4886731505393982"
"vague-sweep-17","0.7295684218406677","0.6666973829269409","finished","","2025-06-01T18:04:25.000Z","2503","","8","0.4485324949658042","20","64","3","0.00012815438274138625","0.8573333621025085","0.9365613460540771","10","0.0001281543809454888","0.3328922986984253","0.8464837074279785","0.7985436916351318","0.6498002409934998","0.56886225938797","0.6148867607116699"
"vivid-sweep-18","0.7273024320602417","0.6229588389396667","finished","","2025-06-01T18:46:16.000Z","4225","","16","0.48804417580352755","20","32","3","0.0001055316038867918","0.8169999718666077","0.9024887681007384","18","0.00010553160245763138","0.408133327960968","0.8069705367088318","0.7305825352668762","0.6644474267959595","0.6363636255264282","0.43042072653770447"
"bumbling-sweep-2","0.7267934679985046","0.9026792645454408","finished","","2025-06-01T01:16:14.000Z","2333","n900onl4","16","0.0262300861568876","20","16","3","0.0008137351828101767","0.9319999814033508","0.9793622493743896","8","0.0008137351833283901","0.18956561386585236","0.920195460319519","0.914239466190338","0.6817576289176941","0.6166666746139526","0.598705530166626"
