,epochs,dropout,filters,batch_size,kernel_size,learning_rate,run_id,run_name,zoom,rotation,translation,optimizer,architecture
42,20,0.16073128103543827,16.0,32,5.0,0.0001850053392536076,ty5iyceu,ethereal-sweep-41,0.10782464097578633,0.1979882808258049,0.05549291734539863,,
43,20,0.4976412328352612,64.0,32,5.0,0.000969331446604354,oxsp6z1r,grateful-sweep-42,0.07224986862281861,0.031788027139001175,0.06067434093437196,,
44,20,0.35419251351716824,32.0,8,5.0,0.00046703414068298833,h5l5i1bz,breezy-sweep-43,0.09226588119130295,0.005329372934594257,0.1197142374954298,,
45,20,0.2305947341563665,32.0,32,5.0,0.0007117135740298236,mq8t1mdi,zesty-sweep-44,0.10515641995042516,0.0005809264276001924,0.028346106608598844,,
46,20,0.24378075665136023,32.0,16,5.0,0.0004034220788472515,4yhr0ys9,amber-sweep-45,0.01250635200802728,0.0563323680021495,0.1898130055206614,,
47,20,0.35223488658307445,16.0,16,5.0,0.00019026442241955172,ub3qh0wc,easy-sweep-46,0.02742155968118103,0.014607536030594594,0.19196469601404076,,
48,20,0.4320999065882032,32.0,16,5.0,0.0003148396416200627,gpwo4j42,misunderstood-sweep-47,0.04098039122125605,0.15910844592065287,0.1180236377483009,,
49,20,0.024620140684195213,16.0,32,3.0,0.0003879164423299409,3x20ic6c,scarlet-sweep-48,0.13574966224752247,0.049642626743936075,0.03300114131207952,,
50,20,0.0035739051786024545,16.0,32,3.0,0.0003328336404349797,lx8c18u1,decent-sweep-49,0.13715927015853052,0.18762440621596785,0.02625775182530921,,
51,20,0.09256843024678746,16.0,32,3.0,0.0005114967472584379,oli4un0m,resilient-sweep-50,0.10976576596603256,0.01138634610554621,0.06331889112523748,,
52,20,0.32558125980369906,32.0,32,3.0,0.0008442554226451716,tylvwo4o,dark-sweep-51,0.049552201153141406,0.16924332970655054,0.09316417975312533,,
53,20,0.015648951185898208,32.0,32,3.0,0.000955852388079144,jfc8b9eb,earnest-sweep-52,0.009803166600566904,0.18140859119568087,0.14749303512336925,,
54,20,0.4239235932002862,16.0,32,3.0,0.000431929974942853,qon708jv,avid-sweep-53,0.08537970239355036,0.09464723005327565,0.060845000159986264,,
55,20,0.1436299504092729,32.0,32,5.0,0.00027078846455271135,pdtenlt2,iconic-sweep-54,0.06270238664192092,0.026235994492977956,0.19573667950375967,,
56,20,0.08468594798165224,32.0,32,3.0,0.0007058272719050976,0nph6k12,vital-sweep-55,0.02207310841102224,0.11422710810052068,0.1853735072288116,,
57,20,0.372656953557252,32.0,8,3.0,0.0004132345941467173,yb4a1wil,swift-sweep-56,0.1730327486062097,0.09460851126039611,0.0910877668875217,,
58,20,0.13133555893916393,16.0,32,5.0,0.0003041731011922834,ja2y5ok9,apricot-sweep-57,0.017702686799001246,0.030322467738759643,0.09868029450016942,,
59,20,0.46901066400153857,16.0,32,3.0,0.00025035367327544064,y5ezvotw,happy-sweep-58,0.004498775340575434,0.03912603061886302,0.13947757563286892,,
60,20,0.06660067094406441,16.0,8,3.0,0.0008536565705941247,2y7pik9h,leafy-sweep-59,0.0524112097308362,0.018348672737926553,0.18948833757959616,,
61,20,0.06221617136917079,16.0,8,3.0,0.00020708568742488863,yti5zt8g,fallen-sweep-60,0.008840457580933525,0.1099326090407832,0.05540284716342614,,
62,20,0.13252516119332347,16.0,16,3.0,0.00010122299968678865,8gr8mahv,morning-sweep-2,0.11606697779390451,0.1921773185183622,0.05578571461182311,,
63,20,0.3014889729972813,16.0,16,3.0,0.0002202637441922848,lc9prbjf,astral-sweep-3,0.1081760753618436,0.1281781627569428,0.02506238995302066,,
64,20,0.4673121752270679,32.0,32,3.0,5.3280411220720166e-05,edhlfctz,usual-sweep-3,0.1731259550381409,0.04695777398336631,0.009340781891981065,,
65,20,0.07229488599118922,32.0,32,3.0,0.0009018854719061772,zq8zbosd,morning-sweep-4,0.06942287455650369,0.17141799325703344,0.04211454641505996,,
66,20,0.32802344688839147,64.0,8,5.0,0.0008057442533640455,hxrq1s0h,zesty-sweep-5,0.02074413161824684,0.16790527501266575,0.17454768837284296,,
67,20,0.11009667857015254,32.0,32,3.0,2.3114955680968453e-05,wsej4lbb,daily-sweep-6,0.020575996896834536,0.15158323608450797,0.12579085900014025,,
68,20,0.42246959323368055,64.0,8,3.0,6.115353288484223e-05,jftg0xid,avid-sweep-7,0.11716555383164992,0.17993781861475236,0.015627000224145603,,
69,20,0.4238210977894327,64.0,8,5.0,0.0003072234491629318,w2ns2x6z,peach-sweep-8,0.10099752219089504,0.18101883270782865,0.05186622554027112,,
70,20,0.1994959328926843,64.0,8,5.0,0.0007446737654981207,q50voeca,polished-sweep-9,0.16406228823860852,0.15649109481260526,0.031580702504377015,,
71,20,0.23941317180662347,16.0,16,3.0,0.0001905075615712063,3lyyj692,giddy-sweep-10,0.11458708858682784,0.1975491890644527,0.1279406678584777,,
72,20,0.46124415663109586,16.0,8,5.0,0.0004288870317228083,bgqzwcb6,jumping-sweep-11,0.05820742088708308,0.10753480729577576,0.11980394909359264,,
73,20,0.47424782644642566,32.0,32,5.0,0.0007142367441489525,5cjtu5po,sweepy-sweep-12,0.1579941186525533,0.06817816906694862,0.17965880770801584,,
74,20,0.3426136902754528,16.0,8,5.0,0.0003857005546007601,x2ssx5s0,balmy-sweep-13,0.1092575233643765,0.13795989195597458,0.14312168159208816,,
75,20,0.4873970934593722,16.0,8,3.0,0.00010650564091115458,wz69rut9,neat-sweep-14,0.0008255395960445,0.027997041436127468,0.18360114150556817,,
76,20,0.4024703860357532,64.0,8,3.0,0.0002138110350098919,wrd7ak9g,driven-sweep-15,0.08046387190442406,0.04171126987058971,0.10119390827152408,,
77,20,0.2867549133954626,32.0,32,5.0,0.0008475319212126456,dqlvvq9b,scarlet-sweep-16,0.10908607466848363,0.09470791465618,0.0925632641815343,,
78,20,0.061144060404755174,16.0,32,5.0,0.0002891291681474191,7sbda5o4,fluent-sweep-17,0.030738907399225336,0.13857775097004296,0.041678952727574936,,
79,20,0.4004566546330371,16.0,16,3.0,0.0009048027744909836,20218i2c,rural-sweep-18,0.05825842643743828,0.02643750729068517,0.08068333172137483,,
80,20,0.3203072923915908,64.0,8,3.0,8.067449688770276e-05,nh2oqtyx,grateful-sweep-20,0.040896534420278054,0.15500269483321144,0.09828117119108984,,
81,20,0.19798983139934184,32.0,32,3.0,0.0007935847497085696,umwbmw4w,clean-sweep-21,0.017426976214042832,0.059781351974161456,0.174768635818789,,
82,20,0.05972390442105724,64.0,16,3.0,0.0003160584386181493,2qh9yr49,dandy-sweep-22,0.04497442865583112,0.06241518307844727,0.024478881126688813,,
83,20,0.34924156321197813,16.0,32,5.0,0.0008176483494582408,4yfmey1b,glamorous-sweep-23,0.15051158306177612,0.0960293857616405,0.020137250607210944,,
84,20,0.1482531502297308,64.0,16,3.0,0.00017580100435802244,72i1z1xs,lemon-sweep-24,0.07871960176341429,0.08614949324450696,0.09421690935513856,,
85,20,0.04066287086888326,64.0,8,5.0,0.0009822069550004784,s7yc36hw,eternal-sweep-33,0.03924308471013103,0.09972488199440269,0.018542564675594963,,
86,20,0.043417662335251406,16.0,8,3.0,0.00033581818690361513,gubkugi9,crimson-thunder-37,0.0028747415075874197,0.09020034539427269,0.18011536609824388,,
87,20,0.4863579916925724,32.0,32,3.0,0.0009429817086389768,47s11cbv,electric-fire-38,0.029047316620069295,0.19334651565036887,0.1883415065316603,,
88,20,0.12398118576162435,16.0,32,5.0,0.0007091606529350989,zjm0rklx,ethereal-bird-40,0.04999111050967762,0.04619097440995326,0.1700341170355325,,
89,20,0.1456708610624236,64.0,16,3.0,0.0002979624948034852,nqgh01tf,good-frog-41,0.03276909142415576,0.0074086105186077725,0.012823109568060698,,
90,20,0.0252563440823792,16.0,32,5.0,0.0004280554646544591,qcy169iq,happy-grass-43,0.16875728336828022,0.1310366992313656,0.007688860035436074,,
91,20,0.4960245136292353,64.0,16,3.0,0.0005814567878201178,atukkz1d,charmed-sweep-34,0.0663484293408874,0.036524816126756086,0.17075637928990692,,
92,20,0.13928073471007496,16.0,16,5.0,0.0003277755639739053,z5iikuj5,icy-sweep-35,0.13524983961076537,0.19450076612399597,0.005698375868267958,,
93,20,0.22716205355325403,32.0,16,3.0,0.0008303445278803959,2hqf40oh,polar-sweep-36,0.12574271591937156,0.015936527589343653,0.16576103585047833,,
94,20,0.27413438747099095,64.0,8,3.0,0.0006136416551195019,w0wy0ah5,deft-sweep-37,0.11419119652123952,0.1950878774051388,0.12083028538492165,,
95,20,0.2084662112740004,64.0,8,3.0,0.00014140954174844342,oaqxotgn,misty-sweep-38,0.19747522929933556,0.13599899588384276,0.16303713967795902,,
96,20,0.007926151964385286,16.0,32,5.0,0.00018910733834707927,r7nllhwp,young-sweep-39,0.04042028513693122,0.010572630501436354,0.0307806723829368,,
97,20,0.3260520084754354,32.0,8,5.0,0.00024421506477241887,16cvriqw,dulcet-sweep-40,0.037794859437887074,0.09735860466444184,0.06249607761319958,,
98,20,0.38677618700205674,16.0,32,3.0,0.0004374848539978486,illkq8vd,sandy-sweep-42,0.001773992056616525,0.047905936059690915,0.16879810567857792,,
99,20,0.22293574114324805,16.0,8,3.0,0.0007431505850517281,bbrli05g,eternal-sweep-43,0.07019792253760891,0.0761061463400806,0.019277205837680937,,
100,20,0.1051378829099462,32.0,16,5.0,0.0005786243394348544,9omypntj,polished-sweep-44,0.17144588578116868,0.17911583848839496,0.03612215476248293,,
101,20,0.05518992824350211,16.0,8,3.0,4.992947986541178e-05,oh194w3s,swept-sweep-45,0.16922645640271056,0.11326621220592772,0.04745574794247434,,
102,20,0.20478114217108795,32.0,8,3.0,0.0008857450444875837,229els7j,easy-sweep-46,0.11337845153599312,0.17108052455418776,0.16682605397955974,,
103,20,0.11710387873929796,32.0,8,3.0,0.0009428157028712412,puzyzp1l,blooming-sweep-47,0.009786265373703107,0.14892619884909525,0.14891519234542697,,
104,20,0.01588134869135649,32.0,8,5.0,8.744560642152933e-05,p8nre3sw,fluent-sweep-48,0.17330632316710695,0.01089173713688374,0.001760361088657203,,
105,20,0.02060887668299116,32.0,32,3.0,0.000769854560393956,md5pqq23,fragrant-sweep-49,0.06874244897228876,0.13750055058599117,0.192193551115756,,
106,20,0.42445989976730286,16.0,32,3.0,0.00037041917071353633,ijxm49uz,true-sweep-50,0.1410635077763865,0.0019289487265760077,0.0978143474829152,,
107,20,0.3969173578838055,64.0,8,3.0,0.0002605613024319428,uwxcsf2y,generous-sweep-1,,,,,
108,20,0.0262300861568876,16.0,16,3.0,0.0008137351828101767,vayxha50,bumbling-sweep-2,,,,,
109,20,0.04123372413193993,64.0,32,3.0,0.0006830938528705423,b6vrku9c,deep-sweep-3,,,,,
110,20,0.45593925981808,32.0,8,3.0,0.00024528784719953504,192z3fdw,jumping-sweep-4,,,,,
111,20,0.23497395513919983,32.0,16,5.0,0.0002448698413761789,qabranf3,autumn-sweep-5,,,,,
112,20,0.16299186625695403,32.0,32,3.0,0.0002689189836383074,2mhxsu3a,cool-sweep-6,,,,,
113,20,0.44342976103892273,64.0,16,5.0,0.0004662502160145549,445nyfpk,amber-sweep-7,,,,,
114,20,0.4930642463538375,32.0,32,5.0,0.00029753557415611857,g2qrmf46,peach-sweep-8,,,,,
115,20,0.18717731884920036,32.0,8,5.0,0.0006161973967380063,r0ilv59w,hopeful-sweep-3,,,,,
116,20,0.4147289572695057,16.0,32,5.0,0.0005631733989114532,ahf8fx73,fast-sweep-4,,,,,
117,20,0.3626695292251702,16.0,32,5.0,0.0007648421804111633,lvrd4eo0,comfy-sweep-5,,,,,
118,20,0.20462133553870349,64.0,32,3.0,0.0009089885217605196,t13hq0u2,ancient-sweep-6,,,,,
119,20,0.2933154458477855,16.0,8,3.0,0.00038961093018800646,dicpyffx,olive-sweep-7,,,,,
120,20,0.3564593702787426,16.0,16,5.0,0.000700386087429135,ixer54ib,ethereal-sweep-8,,,,,
121,20,0.293167455766489,32.0,8,5.0,0.0009220149135769215,qv7rx2gy,radiant-sweep-9,,,,,
122,20,0.48519350695627417,64.0,32,5.0,0.0001423954361776009,g9bau8h7,deep-sweep-10,,,,,
123,20,0.2615528828988824,16.0,8,5.0,0.0006560853854363054,lv6ra7e7,expert-sweep-11,,,,,
124,20,0.12833356503823318,64.0,8,5.0,9.783166620176168e-05,u9dm4t1r,copper-sweep-12,,,,,
125,20,0.2861522067454321,64.0,16,5.0,0.000535734813387067,rslor9qo,misunderstood-sweep-13,,,,,
126,20,0.3866929160050049,16.0,32,3.0,0.0004096669675076083,3nwns72e,flowing-sweep-14,,,,,
127,20,0.4012065667637877,64.0,8,3.0,0.0004745205135836904,idx0i2v7,smart-sweep-15,,,,,
128,20,0.196108897370712,32.0,32,5.0,0.0008681086341930696,zmtpw9nx,zesty-sweep-16,,,,,
129,20,0.4485324949658042,64.0,8,3.0,0.00012815438274138625,rj91vp70,vague-sweep-17,,,,,
130,20,0.48804417580352755,32.0,16,3.0,0.0001055316038867918,vrqx1vyp,vivid-sweep-18,,,,,
131,20,0.3645625906881353,16.0,16,3.0,0.0008327314603920685,arzq6alb,feasible-sweep-19,,,,,
132,20,0.08689303739600907,32.0,16,5.0,0.0009303706733884346,hvq9nn5a,vague-sweep-20,,,,,
133,20,0.006224659872985205,64.0,8,5.0,7.338555919301133e-05,48jz4ezp,different-sweep-21,,,,,
134,20,,,8,,0.0001,8tn664y6,wobbly-flower-1,,,,Adam,shallow_cnn
135,20,,,8,,0.0001,4qlu7xhw,copper-gorge-4,,,,Adam,shallow_cnn
136,20,,,8,,0.0001,tleukzob,classic-surf-1,,,,Adam,shallow_cnn
137,20,,,8,,0.0001,6gu7wqos,true-rain-1,,,,Adam,shallow_cnn
138,20,,,8,,0.0001,0533svhv,bumbling-mountain-1,,,,Adam,shallow_cnn
139,20,,,8,,0.0001,4visp2ls,baseline-shallow-v1,,,,Adam,shallow_cnn
140,20,,,8,,0.0001,fkexc6w6,eager-bird-2,,,,Adam,shallow_cnn
